id,english,japanese,detail,sample,sample-jpn
c1-part4-0104,trying,骨の折れる、試練となる,忍耐力を試すような骨の折れる状態。疲弊させる・試練となる形容詞。,"It was a trying day for everyone.",それは誰にとっても試練の一日だった。
c1-add1-0100,mark-up,値上げ幅、利ざや、注釈,仕入れ値に上乗せする利ざや。文書のマークアップを指すことも。,"The shop adds a big mark-up.",その店は大きな利ざやを乗せる。
c1-part4-0122,standing,立場、評判,「立場」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「評判」の意味もある。 ,"His standing in the community improved.",地域での彼の地位が向上した。
c1-add1-0152,self-worth,自尊心、自己肯定感,自分に価値があると感じる自尊心。自己肯定の感覚を指す。,"Praise builds a child's self-worth.",ほめ言葉は子の自尊心を育てる。
c1-add1-0208,ma'am,奥様、お嬢様(女性への敬称),女性へ丁寧に呼びかける敬称。madamの短縮形を指す。,"Thank you, ma'am.",ありがとうございます、奥様。
c1-part4-0105,removed,離れた、隔たった,かけ離れた・隔たった様子。～親等離れたの意味にも使う。,"The village was far removed from the city.",その村は都市から遠く離れていた。
c1-add1-0044,debut,デビュー、初登場、初舞台,世に初めて出るデビュー。初出演・初登場を指す。,"She made her debut on stage.",彼女は舞台で初舞台を踏んだ。
c1-add1-0037,cost-effective,費用対効果の高い、割安の,かける費用のわりに効果が大きい様子。お得なイメージ。,"Solar power can be cost-effective.",太陽光発電は費用対効果が高いことがある。
c1-part2-0169,premier,第一の、首相,第一の・首位の様子。名詞では首相・総理を指す。,"The premier held a press conference.",首相が記者会見を開いた。
c1-add1-0661,sin,罪、罪悪、罪を犯す,宗教や道徳に背く罪。過ちを犯す動詞にも使う。,"Lying is considered a sin.",うそをつくことは罪とみなされる。
c1-part1-0005,clinical,臨床の,患者を診る臨床の様子。冷静で客観的なの意味にも使う。,"The drug is now in clinical trials.",その薬は現在臨床試験中だ。
c1-add1-0679,trans,越えて、横切って、トランス～,「越えて・横切って」を表す接頭辞的な語。移行や横断を示す。,"This is a trans-Pacific route.",これは太平洋横断の航路だ。
c1-part1-0007,hence,それゆえに,「それゆえに・今から」を表す副詞。結論や時間を示す。,"The road was icy; hence, we drove slowly.",道路が凍っていたため、ゆっくり運転した。
c1-part1-0019,con,反対論、短所,反対の立場の反対論・短所。だます・詐欺の意味にも使う。,"One con of the plan is its high cost.",その計画の欠点の一つはコストが高いことだ。
c1-add1-0074,grounds,敷地、根拠、かす,建物の周りの敷地。理由となる根拠やコーヒーのかすを指す。,"Visitors walked around the grounds.",来場者は敷地を歩き回った。
c1-part1-0116,legacy,遺産,受け継ぐ遺産。前代の名残や、旧式のの意味にも使う。,"Her legacy continues through her books.",彼女の遺産は著書を通じて受け継がれている。
c1-add1-0375,dual,二重の、二つの,二つから成る・二重の様子。両方を兼ねるイメージ。,"The car has dual controls.",その車は二重の操縦装置を持つ。
c1-add1-0430,loop,輪、ループ、繰り返し,ひもなどの輪。同じ処理を繰り返すループを指すことも。,"The program runs in a loop.",そのプログラムはループで動く。
c1-part1-0020,corps,部隊、団体,組織された部隊・軍団。専門集団・団体を指す。,"The medical corps arrived quickly.",医療部隊が素早く到着した。
c1-add1-0356,defensive,防御の、守りの、守勢,攻撃から身を守る防御の様子。守勢や、むきになる意味にも使う。,"The team played a defensive game.",そのチームは守りの試合をした。
c1-part1-0133,quest,探求,苦労して求める探求・探索。冒険的な追求を指す。,"The knight began a dangerous quest.",騎士が危険な探索を始めた。
c1-add1-0432,mar,損なう、傷つける,見た目や質を損なう動詞。台なしにする意味で使う。,"A scratch marred the table.",傷がそのテーブルを損なった。
c1-part1-0003,carrier,運搬者、運送会社,「運搬者」を表す語という具体的対象。人・物・場所などを直接指す語。「運送会社」の意味もある。 ,"The carrier delivered the package.",配達員が荷物を届けた。
c1-add1-0306,upcoming,来たるべき、今度の,近く行われる来たるべき様子。これから来る予定のイメージ。,"Everyone is excited about the upcoming event.",誰もが今度の催しに胸を躍らせている。
c1-part1-0194,bulk,大部分、大量,全体の大部分。大きなかさ・大量や、まとめ買いを指す。,"They bought rice in bulk.",彼らは米をまとめ買いした。
c1-part1-0039,diversity,多様性,いろいろある多様性。多種多様・相違を指す。,"The city values cultural diversity.",その都市は文化的多様性を重視している。
c1-add1-0581,ion,イオン,電気を帯びた原子や分子のイオン。プラスかマイナスの荷を持つ粒子。,"Salt splits into ions in water.",塩は水の中でイオンに分かれる。
c1-part1-0189,chill,寒気,ぞくっとする寒気・冷え。冷やす・水を差す動詞にも使う。,"A chill ran down my back.",背筋がぞっとした。
c1-part1-0163,charter,憲章、特許状、貸し切る,団体の設立文書・憲章。特許状・勅許状、乗り物を貸し切る意味もある。,"The school operates under a special charter.",学校は特別な認可の下で運営されている。
c1-add1-0290,suite,スイート、ひと続きの部屋、組曲,続き部屋のスイートルーム。ソフトの一式や組曲を指すことも。,"They stayed in a hotel suite.",彼らはホテルのスイートに泊まった。
c1-part1-0030,sacrifice,犠牲、～を犠牲にする,大切なものをあきらめて提供すること。犠牲・いけにえ。動詞でも使う。,"Parents often sacrifice time for their children.",親はしばしば子どものために時間を犠牲にする。
c1-part1-0147,amateur,アマチュア、素人,「アマチュア」を表す語という具体的対象。人・物・場所などを直接指す語。「素人」の意味もある。 ,"An amateur photographer took the picture.",アマチュアのカメラマンが写真を撮った。
c1-add1-0337,census,国勢調査、人口調査,全人口を数え調べる国勢調査。定期的な人口調査を指す。,"The census is held every ten years.",国勢調査は10年ごとに行われる。
c1-part4-0115,ore,鉱石,金属を含む鉱石。採掘する原石を指す。,"The mine produces iron ore.",その鉱山は鉄鉱石を産出する。
c1-add1-0560,gravity,重力、重大さ、真剣さ,物を引き寄せる重力。事態の重大さや厳粛さを指すことも。,"Gravity pulls objects to earth.",重力は物を地面へ引き寄せる。
c1-part1-0192,isolated,孤立した,他から離れた孤立した様子。人里離れた・単発のイメージ。,"The isolated village had no internet.",孤立した村にはインターネットがなかった。
c1-part1-0001,mechanism,仕組み、機械装置,「物事が動く仕組み」を表す語。機械だけでなく制度・原因にも使う。「機械装置」の意味もある。 ,"The clock's mechanism moves the hands.",時計の機構が針を動かす。
c1-part1-0035,dominant,支配的な,抜きん出て支配的な様子。優勢な・目立つイメージ。,"The dominant team controlled the match.",強いチームが試合をコントロールした。
c1-part1-0044,transit,輸送、通過,人や物の輸送・通過。乗り継ぎや、天体の通過を指す。,"The goods are still in transit.",その商品はまだ輸送中だ。
c1-add1-0336,casino,カジノ、賭博場,賭け事を行うカジノ。ルーレットなどの賭博場を指す。,"They lost money at the casino.",彼らはカジノでお金をすった。
c1-part3-0009,marvel,驚異,目を見張る驚異。驚くべき人・物や、驚嘆する動詞にも使う。,"The bridge is a marvel of engineering.",その橋は工学の驚異だ。
c1-add1-0688,valve,弁、バルブ,流れを調節する弁。心臓や管の弁を指すことも。,"Turn the valve to stop the water.",水を止めるにはバルブを回しなさい。
c1-add1-0349,conspiracy,陰謀、共謀,ひそかにたくらむ陰謀。数人が示し合わせる共謀を指す。,"They uncovered a conspiracy.",彼らは陰謀を暴いた。
