id,english,japanese,detail,sample,sample-jpn
c1-part2-0061,reap,～を得る、刈り取る,穀物を刈り取る。努力の結果として報酬や恩恵を得る意味にも広がる。,"Farmers reap wheat in the fall.",農家は秋に小麦を刈り取る。
c1-part2-0062,apprentice,徒弟,修業する徒弟・見習い。弟子入りするという動詞にも使う。,"The apprentice learned the craft from a master.",見習いは親方から技術を学んだ。
c1-add1-0303,unreal,非現実的な、信じられない,現実とは思えない様子。夢のような・作り物めいたイメージ。,"The view was so beautiful it felt unreal.",その景色は美しすぎて非現実的に感じた。
c1-part1-0183,domination,支配,力で押さえる支配。優位・制覇を指す。,"The empire sought domination over its neighbors.",帝国は隣国への支配を求めた。
c1-add1-0604,mutation,突然変異、変化,遺伝子が変わる突然変異。形質の変化を指す。,"A mutation changed the gene.",突然変異がその遺伝子を変えた。
c1-add1-0293,technician,技術者、技師,専門の技術を扱う技術者。機器を扱う技師を指す。,"A technician repaired the machine.",技術者がその機械を修理した。
c1-part2-0101,gypsy,ロマ、移動生活者,「ロマ」を表す語という具体的対象。人・物・場所などを直接指す語。「移動生活者」の意味もある。 ,"The word gypsy can be offensive; use Romani when appropriate.",「ジプシー」という言葉は不快に感じる場合がある。適切な場面ではロマという言葉を使おう。
c1-add1-0613,onwards,前へ、以後、～から先,それより先へ・以後、を表す語。時間や場所の進みを示す。,"From noon onwards, it rained.",正午から先はずっと雨だった。
c1-add1-0450,partition,分割、仕切り、間仕切り,領土や部屋を分ける分割。仕切りの壁を指すこともある。,"A partition divides the office.",仕切りがその事務所を分けている。
c1-add1-0625,photographic,写真の、写真のように正確な,写真に関する様子。細部まで正確な記憶のイメージにも使う。,"She has a photographic memory.",彼女は写真のように正確な記憶力を持つ。
c1-part1-0077,rotate,回転する,軸を中心に回転するイメージ。交替する・輪作する意味にも使う。,"Rotate the handle clockwise.",ハンドルを時計回りに回しなさい。
c1-add1-0271,sedan,セダン(乗用車),四つドアで箱型の乗用車のセダン。一般的な自家用車を指す。,"They drive a black sedan.",彼らは黒いセダンに乗っている。
c1-add1-0327,arbitration,仲裁、調停,第三者が争いを裁く仲裁。当事者間の調停を指す。,"The dispute went to arbitration.",その争いは仲裁に持ち込まれた。
c1-add1-0352,contributor,貢献者、寄稿者、要因,力を貸す貢献者。雑誌への寄稿者や原因の一つを指す。,"He was a major contributor to the project.",彼はその企画の大きな貢献者だった。
c1-add1-0582,irrigation,灌漑、水やり,田畑に水を引く灌漑。人工的に給水する仕組みを指す。,"Irrigation brings water to dry fields.",灌漑は乾いた畑に水を運ぶ。
c1-part1-0021,isolate,～を孤立させる,他から切り離し孤立させるイメージ。隔離・分離する意味で。,"The nurse had to isolate the patient.",看護師は患者を隔離しなければならなかった。
