id,english,japanese,detail,sample,sample-jpn
a2-part3-0150,involve,～を伴う,巻き込み伴うイメージ。関与させる・必要とする意味にも。,"This project will involve several departments.",このプロジェクトにはいくつかの部署が関わることになる。
a2-part7-0030,powder,粉,こまかい粉。火薬や、粉をふりかけるという動詞にも使う。,"Mix the powder with warm water.",ぬるま湯に粉を混ぜてください。
a2-part4-0002,principle,原理,根本の原理・原則。信条・主義を指すこともある。,"Honesty is an important principle.",誠実さは重要な原則だ。
a2-part6-0073,canal,運河,人工的に掘った運河・水路。体内の管を指すこともある。,"The boat moved slowly along the canal.",ボートが運河をゆっくり進んだ。
a2-part6-0061,literary,文学の,文学の・文語の様子。書物に関するイメージ。,"The essay analyzes literary themes in the novel.",そのエッセイは小説の文学的なテーマを分析している。
a2-part2-0021,midnight,真夜中,夜の12時・真夜中。夜半を指す。,"The train leaves at midnight.",電車は深夜に出発する。
a2-part3-0161,relation,関係,物事どうしの関係・関連。親類・間柄を指すこともある。,"The graph shows the relation between sleep and health.",グラフは睡眠と健康の関係を示している。
a2-part6-0041,terminal,終点、端末,路線の終点・ターミナル。端末や、末期のの意味にも使う。,"The bus terminal is near the station.",バスターミナルは駅の近くにある。
a2-part7-0087,divine,神の,神の・神々しい様子。すばらしい・見抜くという動詞にも使う。,"The temple was built to honor a divine spirit.",その寺院は神霊を祀るために建てられた。
a2-part5-0166,infection,感染,動作・性質を名詞化した語。「感染」という概念や結果を表す。 ,"Wash the cut to prevent infection.",感染を防ぐために傷口を洗ってください。
a2-part6-0018,intention,意図,動作・性質を名詞化した語。「意図」という概念や結果を表す。 ,"Her intention was to help, not to criticize.",彼女の意図は批判することではなく助けることだった。
a2-part7-0054,prominent,突き出た,突き出て目立つ様子。著名な・卓越したの意味にも使う。,"She is a prominent scientist.",彼女は著名な科学者だ。
a2-part3-0163,relate,関係がある、関連づける,互いに関係づけるイメージ。物語る・共感する意味にも使う。,"The two ideas relate closely.",その二つのアイデアは密接に関連している。
a2-part7-0161,sacred,神聖な,神にささげた神聖な様子。おかしがたい・宗教的なイメージ。,"The temple is a sacred place.",その寺院は神聖な場所だ。
a2-part7-0068,satellite,衛星・人工衛星・衛星国家・従者,惑星をまわる衛星。人工衛星や、従属するものを指す。,"The satellite sends data to Earth.",衛星が地球にデータを送信する。
a2-part2-0027,clue,手がかり,問題を解く手がかり。糸口・ヒントを指す。,"The clue helped the detective solve the case.",手がかりが探偵の事件解決に役立った。
a2-part7-0171,darkness,暗さ,動作・性質を名詞化した語。「暗さ」という概念や結果を表す。 ,"The room was filled with darkness.",部屋は暗闇に包まれていた。
a2-part3-0069,disappointed,がっかりした,期待外れでがっかりした様子。落胆したイメージ。,"He looked disappointed after the loss.",負けた後、彼は失望しているように見えた。
a2-part1-0107,fence,囲い,動作・性質を名詞化した語。「囲い」という概念や結果を表す。 ,"A wooden fence surrounds the garden.",木製のフェンスが庭を囲んでいる。
a2-part1-0178,soap,石けん,汚れを落とす石けん。連続メロドラマの意味にも使う。,"Wash your hands with soap.",石鹸で手を洗ってください。
a2-add1-0012,bored,退屈した、うんざりした,することがなく退屈した様子。飽き飽きしたイメージ。,"The children were bored during the long trip.",子どもたちは長い旅の間退屈していた。
a2-part3-0169,estimate,～を見積る,おおよそ見積もるイメージ。評価・概算という名詞にも。,"We need to estimate the cost.",費用を見積もる必要がある。
a2-part6-0141,impression,印象,動作・性質を名詞化した語。「印象」という概念や結果を表す。 ,"He made a strong impression at the interview.",彼は面接で強い印象を残した。
a2-part1-0112,overseas,海を越えて,「海外へ・海外で」を表す語。国外に関する様子を示す。,"My brother works overseas.",兄は海外で働いている。
a2-part4-0057,adopt,～を取り入れる,よいものを取り入れるイメージ。採用・養子にする意味にも。,"They decided to adopt a child.",彼らは子供を養子にすることにした。
a2-part7-0097,reliable,信頼できる,頼ってもよい感覚。人・情報・機械の信頼性を表す。 ,"A reliable friend keeps promises.",信頼できる友人は約束を守る。
a2-part4-0164,agriculture,農業,作物や家畜を育てる農業。耕作を指す。,"Agriculture is important for food production.",農業は食料生産にとって重要だ。
a2-part4-0197,contribute,～を寄付する,力やお金を出し合うイメージ。寄与する・一因となる意味にも。,"Everyone should contribute to the project.",誰もがプロジェクトに貢献すべきだ。
a2-part2-0026,cruise,巡航する,船でゆっくり進む感覚。車で流すように走る意味にも使う。 ,"They will cruise along the coast this summer.",彼らは今年の夏、海岸をクルーズする。
a2-add1-0045,judgment,判断、判決,物事を見極める判断・分別。裁判の判決を指す。米式つづり。,"I trust her judgment.",私は彼女の判断を信頼している。
a2-part7-0111,owe,～に借りがある,借りや恩があるイメージ。～のおかげである意味にも使う。,"I owe you ten dollars.",あなたに10ドルの借りがある。
a2-part1-0147,peaceful,平和な,争いのない平和な様子。穏やかな・静かなイメージ。,"The village was peaceful at night.",夜は村が静かだった。
a2-part4-0020,permit,～を許可する,許して認めるイメージ。名詞では許可証を指す。,"The rules permit visitors after noon.",規則では正午以降の訪問が許可されている。
a2-part7-0064,punishment,罰,罪をこらしめる罰。処罰・厳しい扱いを指す。,"The punishment was too severe for the mistake.",その罰はミスに対して厳しすぎた。
a2-part2-0011,sandy,砂の,砂の多い・砂状の様子。砂色のの意味にも使う。,"We walked along a sandy beach.",砂浜を歩いた。
a2-part3-0019,ski,スキー,雪上を滑るスキー。スキーをするという動詞にも使う。,"She learned to ski in Hokkaido.",彼女は北海道でスキーを習った。
a2-part6-0058,slight,わずかの,ごくわずかの様子。ほっそりした・軽視するの意味にも使う。,"He felt a slight pain in his knee.",彼は膝にわずかな痛みを感じた。
a2-part1-0083,stranger,見知らぬ人,見知らぬ人・他人。不案内な人を指す。,"A stranger asked me for directions.",見知らぬ人が道を尋ねてきた。
a2-part5-0160,trace,跡,かすかな跡・痕跡。たどる・書き写す動詞にも使う。,"Police found a trace of blood.",警察は血痕の跡を見つけた。
a2-part6-0112,achievement,達成,成し遂げた達成・業績。功績を指す。,"Winning the prize was a major achievement.",賞を受賞することは大きな成果だった。
a2-part7-0014,beneath,～の下に,語句や文をつなぎ「下に」関係を示す。条件・範囲にも使う。 ,"Shoes are beneath the bed.",靴はベッドの下にある。
a2-part7-0169,clinic,診療所,外来を診る診療所。専門外来や、実技講習を指す。,"The clinic treats children with allergies.",そのクリニックはアレルギーを持つ子どもたちを治療する。
a2-part4-0142,crop,収穫,育てた作物・収穫。刈り込む・実るという動詞にも使う。,"The farmer harvested the crop.",農家が作物を収穫した。
a2-part4-0094,deposit,～を預ける,お金を預けるイメージ。置く・堆積や、手付金の意味にも。,"Please deposit the check at the bank.",銀行で小切手を預けてください。
a2-part7-0011,destruction,破壊,動作・性質を名詞化した語。「破壊」という概念や結果を表す。 ,"The fire caused widespread destruction.",火事は広範囲にわたる被害をもたらした。
a2-part5-0007,establishment,設立,設立された組織・施設。確立や、体制を指す。,"The establishment of the school took two years.",その学校の設立には二年かかった。
a2-part5-0110,excess,超過,度を越えた超過・過剰。行きすぎや、余分のの意味にも使う。,"Remove the excess water.",余分な水を取り除いてください。
a2-part2-0069,ham,ハム,豚肉を加工したハム。大げさに演じる役者の意味にも使う。,"Ham was served with eggs for breakfast.",朝食にハムと卵が出た。
a2-part5-0142,mechanical,機械の,機械の・機械的な様子。無意識の・型通りのの意味にも使う。,"The mechanical arm lifted the box.",機械式のアームが箱を持ち上げた。
a2-part7-0117,neutral,中立の,どちらにも味方しない中立の様子。無色の・ギアの中立も。,"The judge remained neutral.",判事は中立を保った。
a2-part2-0174,rap,コツンとたたくこと,コツンとたたくこと。ラップ音楽や、非難の意味にも使う。,"He likes to rap over a fast beat.",彼は速いビートに乗ってラップするのが好きだ。
a2-part6-0184,frequent,しばしば起こる,たびたび起こる様子。動詞ではよく訪れる意味にも使う。,"Frequent practice improves skill.",頻繁な練習がスキルを向上させる。
a2-part7-0033,liver,肝臓,解毒を担う肝臓。レバーを指す。,"The liver removes toxins from the blood.",肝臓は血液から毒素を除去する。
a2-part6-0193,moderate,適度な,度を越さない適度な様子。穏健な・和らげる動詞にも使う。,"Moderate exercise is good for your health.",適度な運動は健康に良い。
a2-part7-0022,occasionally,たまに,「たまに・時折」を表す副詞。頻度の低さを示す。,"We occasionally eat lunch together.",私たちは時々一緒に昼食をとる。
a2-part7-0028,overcome,～に打ち勝つ,困難に打ち勝つイメージ。克服する・圧倒される意味にも使う。,"She worked hard to overcome her fear.",彼女は恐怖を克服するために懸命に取り組んだ。
a2-part2-0119,sadly,悲しそうに,「悲しそうに・残念ながら」を表す副詞。悲しみや遺憾を示す。,"Sadly, the concert was canceled.",残念ながら、コンサートはキャンセルになった。
a2-part6-0080,similarly,類似して,「同様に・似たように」を表す副詞。共通点を示す。,"The two words are used similarly.",その二つの言葉は似たように使われる。
a2-part4-0047,expense,支出,出ていく費用・支出。犠牲・代償の意味にも使う。,"Travel is the biggest expense.",旅行が一番大きな出費だ。
a2-part7-0093,resist,～をこらえる,押し返しこらえるイメージ。抵抗する・耐える意味で使う。,"This material can resist heat.",この素材は熱に耐えられる。
a2-part4-0118,sufficient,十分な,足りて十分な様子。事足りるイメージ。,"We have sufficient time.",十分な時間がある。
a2-part5-0176,announce,～を発表する,公にはっきり発表するイメージ。告げ知らせる意味にも使う。,"They will announce the winner tomorrow.",明日優勝者が発表される。
a2-part5-0123,consumption,消費量,動作・性質を名詞化した語。「消費量」という概念や結果を表す。 ,"Energy consumption increases in winter.",エネルギー消費量は冬に増加する。
a2-part6-0159,convince,～を納得させる,相手を納得させるイメージ。確信させる・説き伏せる意味にも。,"I tried to convince him to stay.",私は彼を引き止めるよう説得しようとした。
a2-part7-0197,crush,～を押しつぶす,力を加え押しつぶすイメージ。粉々にする・鎮圧する意味にも。,"Crush the garlic before cooking.",調理する前にニンニクを潰してください。
a2-part7-0190,equality,等しいこと,動作・性質を名詞化した語。「等しい」という概念や結果を表す。 ,"The law promotes equality for all citizens.",法律はすべての市民の平等を促進する。
a2-part6-0164,increasingly,ますます,「ますます・いよいよ」を表す副詞。程度の増大を示す。,"The city is becoming increasingly crowded.",その市はますます混雑してきている。
a2-part6-0190,lean,寄りかかる、やせた,何かに寄りかかるイメージ。傾く・やせた・脂身の少ない意味も。,"Do not lean on the glass door.",ガラスのドアにもたれかかってはいけない。
a2-part2-0065,lifestyle,生き方,暮らし方・生き方。生活様式を指す。,"A healthy lifestyle includes exercise.",健康的なライフスタイルには運動が含まれる。
a2-part1-0008,pile,積み重ね,積み重ねた山。多量や、積み上げるという動詞にも使う。,"There was a pile of books on the desk.",机の上に本が積み重なっていた。
a2-part6-0128,dealer,商人,品物を売る商人・ディーラー。トランプの親を指す。,"The car dealer offered a discount on the used van.",カーディーラーが中古バンに値引きを提供した。
a2-part1-0090,shine,光る,まぶしく光り輝くイメージ。磨く・才能を発揮する意味にも使う。,"The stars shine at night.",星は夜に輝く。
a2-part1-0015,bend,～を曲げる,まっすぐな物を曲げる感覚。道が曲がる、規則を曲げるにも使う。 ,"Bend your knees when you lift.",重いものを持ち上げるときは膝を曲げてください。
a2-part7-0150,biology,生物学,生き物を扱う生物学。生態・生理を指すこともある。,"She studies biology at university.",彼女は大学で生物学を学んでいる。
a2-part7-0085,briefly,手短に,「手短に・簡潔に」を表す副詞。短い時間・言葉を示す。,"Please explain the problem briefly.",問題を簡潔に説明してください。
a2-part5-0093,dependent,依存している,何かに頼って成り立つ状態。依存関係や扶養にも使う。 ,"Children are dependent on adults.",子供は大人に頼っている。
a2-part1-0047,enormous,巨大な,とてつもなく巨大な様子。ばく大な・並外れたイメージ。,"The elephant looked enormous beside the car.",象は車の隣に立つと巨大に見えた。
a2-part4-0126,laboratory,実験室,実験や研究をする実験室。研究所を指す。,"The samples were tested in a laboratory.",サンプルは実験室で検査された。
a2-part6-0072,mere,ほんの,「ほんの・単なる」を表す語。それだけであることを示す。,"It was a mere mistake.",それは単なるミスだった。
a2-part1-0016,progressive,進歩的な,前へ進む進歩的な様子。累進的な・進行中のの意味にも使う。,"The city adopted a progressive policy.",その都市は進歩的な政策を採用した。
a2-part7-0166,react,反応する,刺激に応じて反応するイメージ。反発・化学反応する意味にも。,"How did she react to the news?",彼女はそのニュースにどう反応しましたか？
a2-part1-0030,shade,陰,光の当たらない陰。色合い・微妙な差や、日よけを指す。,"We rested in the shade of a tree.",木の木陰で休んだ。
a2-part6-0167,accuracy,正確さ,動作・性質を名詞化した語。「正確さ」という概念や結果を表す。 ,"Check the accuracy of the data.",データの正確さを確認してください。
a2-part6-0145,tension,ぴんと張ること,動作・性質を名詞化した語。「ぴんと張る」という概念や結果を表す。 ,"There was tension between the two teams.",二つのチームの間に緊張があった。
