english,japanese,detail
bidding,入札,入札を表す基本語。文脈で意味が広がる。
conveniently,都合よく,都合よくを表す基本語。文脈で意味が広がる。
despise,を軽べつする,を軽べつするを表す基本語。文脈で意味が広がる。
mentor,指導者,指導者を表す基本語。文脈で意味が広がる。
converse,話す,話すを表す基本語。文脈で意味が広がる。
alcoholism,アルコール中毒,アルコール中毒を表す基本語。文脈で意味が広がる。
squad,分隊,分隊を表す基本語。文脈で意味が広がる。
immerse,を浸す,を浸すを表す基本語。文脈で意味が広がる。
hover,空に浮かぶ,空に浮かぶを表す基本語。文脈で意味が広がる。
scramble,をかきまぜる,をかきまぜるを表す基本語。文脈で意味が広がる。
petty,取るに足らない,取るに足らないを表す基本語。文脈で意味が広がる。
peg,くぎ,くぎを表す基本語。文脈で意味が広がる。
agony,苦悶,苦悶を表す基本語。文脈で意味が広がる。
soar,空高く飛ぶ,空高く飛ぶを表す基本語。文脈で意味が広がる。
awe,畏敬,畏敬を表す基本語。文脈で意味が広がる。
microorganism,微生物,微生物を表す基本語。文脈で意味が広がる。
trainer,訓練する人,訓練する人を表す基本語。文脈で意味が広がる。
oval,卵形の,卵形のを表す基本語。文脈で意味が広がる。
debit,借り方,借り方を表す基本語。文脈で意味が広がる。
expressive,表情の豊かな,表情の豊かなを表す基本語。文脈で意味が広がる。
exhaustion,使い果たすこと,使い果たすことを表す基本語。文脈で意味が広がる。
persuasion,説得,説得を表す基本語。文脈で意味が広がる。
nobility,貴族階級,貴族階級を表す基本語。文脈で意味が広がる。
glare,ぎらぎら光る,ぎらぎら光るを表す基本語。文脈で意味が広がる。
greatness,大きいこと,大きいことを表す基本語。文脈で意味が広がる。
gardener,植木屋,植木屋を表す基本語。文脈で意味が広がる。
eruption,突発,突発を表す基本語。文脈で意味が広がる。
battlefield,戦場,戦場を表す基本語。文脈で意味が広がる。
reflective,反射する,反射するを表す基本語。文脈で意味が広がる。
madness,狂気,狂気を表す基本語。文脈で意味が広がる。
unfamiliar,よく知らない,よく知らないを表す基本語。文脈で意味が広がる。
defy,に挑む,に挑むを表す基本語。文脈で意味が広がる。
herb,草,草を表す基本語。文脈で意味が広がる。
lastly,最後に,最後にを表す基本語。文脈で意味が広がる。
tenderness,柔らかさ,柔らかさを表す基本語。文脈で意味が広がる。
understandable,分かりやすい,分かりやすいを表す基本語。文脈で意味が広がる。
