id,english,japanese,detail,sample,sample-jpn
a1-part2-0011,until,～まで,ある時点まで続くイメージ。終わりの期限を示す。 ,"Wait until the light turns green.",信号が青になるまで待ちなさい。
a1-part2-0053,yet,まだ,今の時点では未完了のイメージ。否定文や疑問文でよく使う。 ,"The package has not arrived yet.",荷物はまだ届いていない。
a1-part2-0180,bad,悪い,よくない状態。品質・行動・気分などに使う。 ,"Bad weather delayed the ferry.",悪天候でフェリーが遅れた。
a1-add1-0018,doing,していること,doの現在分詞・動名詞。進行中の行動を表す。,"What are you doing now?",今何をしているの。
a1-part2-0057,care,世話,大切に思い注意を向けること。心配・介護も表す。 ,"Good nurses provide care to patients.",優れた看護師は患者にケアを提供する。
a1-part1-0099,number,数,数・番号を表す語。数量、順位、電話番号などに広がる。 ,"Write the number on the tag.",タグに番号を書きなさい。
a1-part2-0082,week,週,7日間の期間。今週・来週など時間のまとまり。 ,"The week ended with a concert.",週の終わりはコンサートで締めくくられた。
a1-part1-0079,case,場合、事件,具体的な状況・場合を表す語。事例・事件・容器の意味もある。 ,"The detective reopened the case.",刑事はその事件を再び開いた。
a1-part2-0040,full,いっぱいの,中身が満ちている状態。完全なという意味もある。 ,"The basket was full of apples.",かごにはリンゴがいっぱい入っていた。
a1-part1-0130,group,集団、グループ,複数がまとまった集まり。仲間・分類・組にする動詞にもなる。 ,"A group of hikers crossed the ridge.",ハイカーの一団が尾根を渡った。
a1-part2-0037,live,生きる,命がある、生活するイメージ。生放送の意味もある。 ,"Many foxes live near the river.",多くのキツネが川の近くに住んでいる。
a1-part2-0054,read,～を読む,文字や情報を読み取るイメージ。readは過去形も同形。 ,"Read the warning on the label.",ラベルの警告を読みなさい。
a1-part6-0011,far,遠くに,距離や程度が遠いイメージ。はるかに・大いにの意味にも使う。,"The farm is far from the city.",農場は町から遠い。
a1-part3-0115,someone,だれか,名前を特定しないだれか。ある人を指す代名詞。,"Someone left a message on my desk.",誰かが私の机にメッセージを残した。
a1-part2-0014,four,4,数字の4。四つの数や順番を表す基本語。 ,"Four guests arrived before noon.",4人の客が正午前に到着した。
a1-part2-0161,hard,硬い,やわらかくない状態。難しい・一生懸命の意味もある。 ,"Hard ice covered the steps.",硬い氷が階段を覆った。
a1-part2-0124,job,仕事,報酬や役割として行う仕事。任務の意味もある。 ,"He found a job at the airport.",彼は空港で仕事を見つけた。
a1-part1-0129,mean,意味する,「意味を持つ・意図する」から、形容詞では意地悪な意味もある。 ,"What does this sign mean?",この標識はどういう意味ですか？
a1-part2-0062,once,一度,一回だけ、または過去のある時を表す副詞。 ,"I met him once at the harbor.",私は以前、港で一度彼に会ったことがある。
a1-part1-0176,tell,～を話す,「情報を相手に伝える」から、区別する・命じる意味にも使う。 ,"Tell the nurse about the pain.",看護師に痛みのことを伝えなさい。
a1-part2-0038,try,～を試す,うまくいくかやってみる。努力する意味もある。 ,"Try the smaller size first.",まず小さいサイズを試してみなさい。
a1-part4-0093,yes,はい,肯定の返事「はい」。同意・承諾を表す語。,"Please answer yes or no.",はいかいいえで答えてください。
a1-part2-0036,run,走る、経営する,人・物が速く進む。機械や店が動く意味もある。 ,"Run along the river path.",川沿いの道を走りなさい。
a1-part2-0051,start,始まる,動き出すイメージ。始める・出発する意味もある。 ,"Start the engine after the signal.",信号の後でエンジンをかけなさい。
a1-part2-0168,stop,～を止める,動きや行為を終わらせる。停留所の意味もある。 ,"Stop at the red sign.",赤い標識で止まりなさい。
a1-part6-0015,public,公の,人々全体に開かれた状態。公の・公共の意味。 ,"A public garden opened near city hall.",市庁舎の近くに公園が開設された。
a1-part2-0162,today,今日,現在の日。現代・今の時代を表すこともある。 ,"Today the harbor smells of rain.",今日、港は雨の香りがする。
a1-part1-0134,call,～を呼ぶ,「声をかける・電話する」から、名付ける・呼び出す意味にも広がる。 ,"Call the hotel before you arrive.",到着前にホテルに電話してください。
