id,english,japanese,detail,sample,sample-jpn
b1-part8-0160,stain,染み、～を汚す,しみ・汚れ。名声を汚す・着色するという動詞にも使う。,"Coffee left a stain on my shirt.",コーヒーがシャツにシミをつけた。
b1-part4-0013,amusing,おもしろい,思わず笑えるおもしろい様子。愉快なイメージ。,"The amusing joke made everyone smile.",面白いジョークでみんなが笑顔になった。
b1-part7-0109,superintendent,監督者、管理人,全体を見張る監督者。管理人・所長を指す。,"The superintendent manages the apartment building.",管理人はアパートを管理している。
b1-part3-0138,cautious,用心深い,慎重で用心深い様子。注意深いイメージ。,"Be cautious on the icy road.",凍った道路では注意しなさい。
b1-part2-0012,certainty,確実性、確信,まちがいないこと・確実性。確信を指す。,"There is no certainty that it will rain.",雨が降るという確証はない。
b1-add1-0033,CV,履歴書,学歴や経歴を記す履歴書CV。curriculum vitaeの略。主に英。,"Please send your CV by email.",履歴書をメールで送ってください。
b1-part1-0058,geology,地質学,大地を扱う地質学。地層・地質を指すこともある。,"Geology is the study of rocks and Earth.",地質学は岩石と地球の研究だ。
b1-part2-0011,hesitate,ためらう,決めかねてためらうイメージ。ちゅうちょする意味で使う。,"She hesitated before answering the difficult question.",彼女は難しい質問に答える前に躊躇した。
b1-part8-0001,probable,起こりそうな、あり得る,十分起こりそうな様子。ありそうな・見込みの高いイメージ。,"Rain is probable this afternoon.",今日の午後は雨が降る可能性が高い。
b1-part2-0200,regain,～を取り戻す,失ったものを取り戻すイメージ。回復する・戻り着く意味にも。,"She worked hard to regain her confidence.",彼女は自信を取り戻すために懸命に努力した。
b1-part3-0100,ripe,熟した、機が熟した,実が熟した様子。機が熟した・円熟したの意味にも使う。,"The ripe banana was sweet and soft.",熟したバナナは甘くて柔らかかった。
b1-part4-0181,sorrow,悲しみ,深く沈む悲しみ。悔恨や、嘆くという動詞にも使う。,"Her voice was full of sorrow.",彼女の声は悲しみに満ちていた。
b1-part2-0128,tightly,しっかりと,「しっかりと・きつく」を表す副詞。締まりや堅さを示す。,"Hold the rope tightly.",ロープをしっかり握ってください。
b1-part8-0110,undoubtedly,疑いなく,「疑いなく・確かに」を表す副詞。まちがいなさを示す。,"She is undoubtedly the best candidate.",彼女が最も適した候補者であることは疑いない。
b1-part4-0076,allergic,アレルギー性の,アレルギーを起こす様子。ひどく嫌うの意味にも使う。,"I am allergic to cats.",私は猫アレルギーがある。
b1-part5-0027,volcano,火山,溶岩を噴く火山。爆発しそうな状況の比喩にも使う。,"The volcano erupted at night.",火山が夜中に噴火した。
b1-part8-0067,assurance,保証、確信,確かだと請け合う保証。自信・確信の意味にも使う。,"He gave me an assurance that the work was finished.",彼は仕事が終わったと確約してくれた。
b1-part5-0053,backpack,背のう,背負う背のう・リュック。バックパックを指す。,"She carried books in her backpack.",彼女はバックパックに本を入れて運んだ。
b1-part5-0023,butcher,肉屋、虐殺する,肉を売る肉屋。虐殺する・台無しにする動詞にも使う。,"The butcher cut the meat.",肉屋が肉を切った。
