id,english,japanese,detail,sample,sample-jpn
b1-part4-0001,sadness,悲しみ,心がしずむ悲しみ。哀愁を指す。,"Sadness filled her voice.",悲しみが彼女の声に満ちていた。
b1-part4-0002,glide,すべるように動く,音もなくすべるように動くイメージ。滑空する意味にも使う。,"The swan seemed to glide across the lake.",白鳥が湖の上を滑るように進んでいるようだった。
b1-part4-0003,including,～を含めて,全体の中に含める表現。前置詞的に名詞を続ける。 ,"Ten people attended, including my brother.",弟を含め、10人が参加した。
b1-part4-0004,weird,奇妙な,一風変わった奇妙な様子。不気味な・異様なイメージ。,"That noise sounded weird.",あの音は変に聞こえた。
b1-part4-0005,gifted,才能のある,生まれつき才能のある様子。天賦の才を持つイメージ。,"He is a gifted pianist.",彼は才能あるピアニストだ。
b1-part4-0006,shave,剃る、削る,ひげや毛を剃るイメージ。薄く削る・かすめる意味にも使う。,"He needs to shave before the interview.",彼は面接前にひげを剃らなければならない。
b1-part4-0007,alphabet,アルファベット,文字を並べたアルファベット。字母を指す。,"Children learn the alphabet at school.",子どもたちは学校でアルファベットを学ぶ。
b1-part4-0008,secretly,ひそかに,「ひそかに・こっそりと」を表す副詞。人目を避ける様子を示す。,"They secretly planned a surprise party.",彼らはひそかにサプライズパーティーを計画した。
b1-part4-0009,groom,花婿、手入れする,結婚する男性の花婿。馬などの手入れをするという動詞にも使う。,"The groom waited nervously at the altar.",花婿は祭壇でそわそわしながら待った。
b1-part4-0010,ness,接尾辞 -ness（性質・状態）,文法・語形成の用語。「接尾辞 -ness（性質・状態）」として語や文の働きを表す。 ,"The suffix ness turns kind into kindness.",接尾辞「ness」はkindをkindnessに変える。
b1-part4-0011,fake,偽物の、偽造する,本物に似せた偽物・偽の。偽造する・見せかける動詞にも使う。,"The fake watch stopped working in one day.",偽物の時計は1日で止まった。
b1-part4-0012,circus,サーカス,曲芸を見せるサーカス。円形広場を指すこともある。,"The circus set up a large tent outside town.",サーカスは町の外れに大きなテントを設営した。
b1-part4-0013,amusing,おもしろい,思わず笑えるおもしろい様子。愉快なイメージ。,"The amusing joke made everyone smile.",面白いジョークでみんなが笑顔になった。
b1-part4-0014,lottery,富くじ,くじで当たる富くじ・宝くじ。運任せの事の比喩にも使う。,"He won money in the lottery.",彼は宝くじで賞金を当てた。
b1-part4-0015,trash,価値のないもの,価値のないごみ・くず。くだらないものや、酷評する動詞にも。,"Put the trash in the bin.",ゴミを箱に入れなさい。
b1-part4-0016,sparkle,きらめく,きらきら輝くイメージ。生き生きする・きらめきを指す。,"The stars sparkle at night.",星は夜にきらめく。
b1-part4-0017,terribly,恐ろしく,「恐ろしく・ひどく」を表す副詞。程度の大きさを示す。,"He was terribly sorry for the mistake.",彼はそのミスをひどく申し訳なく思った。
b1-part4-0018,notorious,悪名高い,悪い意味で有名な悪名高い様子。名の知れたイメージ。,"The town was notorious for crime.",その町は犯罪で悪名高かった。
b1-part4-0019,memorable,記憶に残る,心に残る記憶に残る様子。忘れがたいイメージ。,"Their wedding was a memorable day.",彼らの結婚式は忘れられない日となった。
