id,english,japanese,detail,sample,sample-jpn
a2-part3-0170,benefit,ためになること,ためになる利益・恩恵。給付金や、役立つ動詞にも使う。,"The benefit of daily walking is better health.",毎日歩くことの利点はより良い健康だ。
a2-part4-0155,hearing,聴力,動作を名詞・形容詞化した語。「聴力」場面や状態を表す。 ,"The judge scheduled a hearing for Monday.",裁判官は月曜日に審問の日程を設定した。
a2-add1-0059,Ms,～さん,女性の名字の前につける敬称Ms。既婚・未婚を区別しない語。,"Ms Jones will lead the meeting.",ジョーンズさんが会議を進めます。
a2-part4-0178,port,港,船が出入りする港。積み出し地や、左舷を指すこともある。,"The ship arrived at the port.",船が港に到着した。
a2-part4-0087,spirit,精神,心・精神。魂・気力や、蒸留酒の意味にも使う。,"The team played with great spirit.",チームは素晴らしい気迫でプレーした。
a2-part3-0173,agreement,一致,意見の一致・合意。契約・協定を指すこともある。,"They reached an agreement after talks.",彼らは話し合いの末に合意に達した。
a2-part1-0004,alive,生きている,命があり活動している状態。比喩的に生き生きした意味も。 ,"The plants were still alive after the storm.",嵐の後も植物はまだ生きていた。
a2-part3-0180,construction,組立て,動作・性質を名詞化した語。「組立て」という概念や結果を表す。 ,"Construction of the bridge began in April.",橋の建設は四月に始まった。
a2-part4-0071,distance,距離,動作・性質を名詞化した語。「距離」という概念や結果を表す。 ,"The distance between the towns is short.",二つの町の距離は短い。
a2-part3-0194,equipment,備品,目的に備える備品・装備。設備を指す。,"We need new equipment for the lab.",実験室に新しい設備が必要だ。
a2-part1-0096,magic,魔法,不思議な力の魔法・魔術。手品や、魅力の比喩にも使う。,"The magician used magic to entertain children.",手品師は魔法で子供たちを楽しませた。
a2-part6-0016,northern,北の,北の・北部の様子。北方のイメージ。,"They live in the northern part of the country.",彼らは国の北部に住んでいる。
a2-part4-0097,otherwise,そうでなければ,「さもなければ・別の点では」を表す副詞。異なる場合を示す。,"Leave now; otherwise, you will be late.",今すぐ出発してください。さもなければ遅刻しますよ。
a2-part6-0081,stick,～を刺す,先のとがった物で刺すイメージ。くっつく・突き出す・棒を指す。,"Stick the label on the box.",箱にラベルを貼ってください。
a2-part1-0076,ray,光線,一筋の光線。放射や、わずかな兆しの意味にも使う。,"A ray of sunlight entered the room.",一筋の日光が部屋に差し込んだ。
a2-part2-0150,frank,率直な,包み隠さない率直な様子。あからさまな・正直なイメージ。,"She gave me a frank opinion.",彼女は率直な意見を言った。
a2-part4-0148,fuel,燃料,燃やして力を得る燃料。あおる・燃料を補給する動詞にも使う。,"The car needs fuel.",車に燃料が必要だ。
a2-part4-0128,guide,～を案内する,道や物事を案内するイメージ。手引き・指針という名詞にも。,"A local guide led us through the cave.",地元のガイドが私たちを洞窟の中を案内してくれた。
a2-part4-0112,independent,頼らない,他に頼らない独立した様子。無所属のイメージ。,"She became independent after college.",彼女は大学を卒業して自立した。
a2-part4-0040,particularly,特に,「特に・とりわけ」を表す副詞。際立つ点を示す。,"I particularly enjoyed the final chapter.",私は特に最終章が気に入った。
a2-part5-0152,southern,南の,南の・南部の様子。南方のイメージ。,"The southern coast is warm.",南の海岸は暖かい。
a2-part4-0162,critical,重大な、批判的な,重大な・危機的な様子。批判的な・目の肥えたの意味にも使う。,"The patient was in critical condition.",患者は重篤な状態だった。
a2-part4-0049,treat,～を扱う,そのように扱うイメージ。治療する・おごる・楽しみを指す。,"Doctors treat patients with care.",医師は患者を丁寧に診療する。
a2-part3-0195,duty,義務,果たすべき義務・務め。関税や、勤務の意味にも使う。,"It is your duty to tell the truth.",真実を伝えることはあなたの義務だ。
a2-part5-0058,edition,版,動作・性質を名詞化した語。「版」という概念や結果を表す。 ,"The new edition includes extra practice pages.",新版には追加の練習ページが含まれている。
a2-part4-0026,length,長さ,端から端までの長さ。期間や、程度の意味にも使う。,"Measure the length of the rope.",ロープの長さを測ってください。
a2-part5-0032,vice,悪徳,道に外れた悪徳。欠点や、副～の意味にも使う。,"Greed is a common vice.",貪欲はよくある悪徳だ。
a2-part1-0071,beer,ビール,麦から造るビール。代表的な醸造酒を指す。,"He ordered a glass of beer.",彼はビール一杯を注文した。
a2-part7-0023,era,時代,ひとまとまりの時代・年代。時期・紀元を指す。,"The steam engine marked the start of a new era.",蒸気機関は新時代の始まりを告げた。
a2-add1-0030,eventually,結局、ついに,「結局・やがて」を表す副詞。時間がかかって最後にの意味。,"Eventually, they found the key.",結局、彼らは鍵を見つけた。
a2-part7-0194,fellow,仲間、同僚,気の合う仲間・同僚。男・やつや、特別研究員を指す。,"He helped a fellow student.",彼は仲間の学生を助けた。
a2-part4-0137,religious,宗教の,宗教に関する様子。信心深い・厳格なの意味にも使う。,"They attended a religious ceremony.",彼らは宗教的な儀式に出席した。
a2-part5-0035,solid,固体の,固く形がある感覚。確かな・信頼できるという評価にも使う。 ,"Ice is solid water.",氷は固体の水だ。
a2-part6-0117,taste,味、好み,舌で感じる味・味覚。好み・センスや、味わう動詞にも使う。,"This soup has a salty taste.",このスープは塩辛い味がする。
a2-part3-0198,volume,音量、量、巻,音量や量。本の一巻や、大きさを指す。,"Turn down the volume.",音量を下げてください。
a2-part5-0006,debt,借金,返す義務のある借金・負債。恩義の意味にも使う。,"He paid off his debt.",彼は借金を返済した。
a2-part6-0140,eastern,東の,東の・東部の様子。東洋のイメージ。,"The eastern sky turned pink.",東の空がピンク色に染まった。
a2-add1-0055,max,最大、最高,最大・最高の略(maximum)。上限や、目いっぱいの意味で使う。,"The room holds ten people max.",その部屋は最大10人まで入れる。
a2-part3-0119,require,～を必要とする,どうしても必要とするイメージ。要求する・命じる意味にも。,"This job will require strong communication skills.",この仕事には強いコミュニケーション能力が必要だ。
a2-part6-0027,unique,ただ一つしかない,他にないただ一つの様子。独特の・比類ないイメージ。,"The design is unique.",そのデザインは独特だ。
a2-part4-0119,upper,上のほうの,より上の・上位の様子。上部を指す。,"The upper shelf is hard to reach.",上の棚には手が届きにくい。
a2-part4-0185,injury,負傷,体を痛める負傷・けが。損害・侮辱の意味にも使う。,"He suffered a knee injury.",彼は膝を怪我した。
a2-part1-0021,cheap,値段が安い,値段が安い状態。安っぽい・けちなの意味にも使う。,"The cheap umbrella broke in the wind.",安い傘が風で壊れた。
a2-part4-0067,concept,概念,頭の中の概念・考え。着想・構想を指す。,"The concept is difficult to explain.",その概念は説明が難しい。
a2-part4-0005,flow,流れる,水が流れるイメージ。よどみなく続く・満ちてくる意味にも使う。,"The flow of traffic was slow.",交通の流れが遅かった。
a2-part1-0019,hero,英雄,人々を救う英雄。物語の主人公や、あこがれの人を指す。,"The hero saved the town.",英雄が町を救った。
a2-part5-0026,joint,関節,骨をつなぐ関節。継ぎ目や、共同のの意味にも使う。,"My knee joint hurts.",膝の関節が痛い。
a2-part1-0151,joke,冗談,笑わせる冗談。ふざけや、冗談を言うという動詞にも使う。,"He told a funny joke.",彼は面白い冗談を言った。
a2-part4-0007,journal,日誌,日々の記録・日誌。専門誌や、新聞を指すこともある。,"She writes in her journal every night.",彼女は毎晩日記を書く。
a2-part6-0002,setting,設定、環境,物語や場面の背景・舞台。設定・据え付けを指す。,"The story has a rural setting.",その物語は田舎を舞台にしている。
a2-part1-0123,somebody,だれか,「だれか」を表す語。ひとかどの人物の意味にも使う。,"Somebody knocked on the back door.",誰かが裏口をノックした。
a2-add1-0044,ID,身分証明、身元,本人を示す身分証明・ID。identificationの略。,"Please show your ID at the gate.",門で身分証を見せてください。
a2-part4-0064,steel,鋼鉄,硬く強い鋼鉄・鋼。強固さの比喩にも使う。,"The bridge is made of steel.",その橋は鉄鋼でできている。
a2-part3-0165,reduce,～を減らす,量や程度を減らすイメージ。要約する・還元する意味にも。,"Reduce the heat after boiling.",沸騰したら火を弱めてください。
a2-part4-0060,balance,釣り合い、残高,動作・性質を名詞化した語。「釣り合い」という概念や結果を表す。 ,"Good balance helps a gymnast stay steady.",バランス感覚が良いと体操選手は安定して立てる。
a2-part4-0116,stress,緊張,心身の緊張・ストレス。強調や、力説するという動詞にも使う。,"Too much stress can harm your health.",過度なストレスは健康を害することがある。
a2-part5-0078,enemy,敵,敵対する相手・敵。害となるものの意味にも使う。,"Fear is the enemy of progress.",恐れは進歩の敵だ。
a2-part5-0024,lay,～を置く,そっと横たえ置くイメージ。産む・敷く・並べる意味にも使う。,"Lay the blanket on the grass.",毛布を芝生の上に広げてください。
a2-part3-0157,limit,限界,越えられない限界・限度。～を制限するという動詞にも使う。,"Do not exceed the speed limit.",制限速度を超えてはいけない。
a2-part5-0084,proof,証拠,事実を示す証拠。証明や、校正刷りを指すこともある。,"We need proof of your identity.",身分証明書が必要だ。
a2-part4-0061,protection,保護,動作・性質を名詞化した語。「保護」という概念や結果を表す。 ,"A helmet gives protection to your head.",ヘルメットは頭を守ってくれる。
a2-part4-0196,responsible,責任を伴う,責任を負う様子。信頼できる・原因となるの意味にも使う。,"A responsible adult stayed with the children.",責任ある大人が子供たちのそばにいた。
a2-part4-0105,vehicle,乗り物,人や物を運ぶ乗り物・車両。手段・媒体の意味にも使う。,"A bicycle is a simple vehicle.",自転車はシンプルな乗り物だ。
a2-add1-0043,honor,名誉、光栄、敬意,世に認められる名誉・光栄。敬意や、敬う動詞にも使う。米式つづり。,"It is an honor to meet you.",お会いできて光栄です。
a2-part1-0095,plenty,たくさん,あり余るほどのたくさん。十分な量を指す。,"We have plenty of time before the train leaves.",電車が出発するまでたっぷり時間がある。
a2-part4-0089,progress,前進,前へ進む前進・進歩。はかどるという動詞にも使う。,"She made progress in English.",彼女は英語が上達した。
a2-part3-0151,authority,権限、当局,物事を決める権限。当局・権威者を指す。,"The police have authority to stop cars.",警察は車を止める権限を持っている。
a2-part7-0081,variety,変化に富んでいること,変化に富むこと・多様性。品種・種類の意味にも使う。,"The shop sells a variety of teas.",その店はさまざまな種類のお茶を売っている。
a2-part3-0135,application,応用、申し込み,動作・性質を名詞化した語。「応用」という概念や結果を表す。 ,"The university rejected his application.",大学は彼の入学申請を不合格にした。
a2-part1-0104,forever,永久に,「永久に・いつまでも」を表す語。果てしない継続を示す。,"I will remember this day forever.",この日を永遠に覚えていよう。
