id,english,japanese,detail,sample,sample-jpn
a2-part4-0154,intend,～を意図する,そうしようと意図するイメージ。～するつもりの意味で使う。,"I intend to finish the report today.",今日中にレポートを終わらせるつもりだ。
a2-part1-0042,shout,叫ぶ,大声で叫ぶイメージ。どなる・呼びかける意味にも使う。,"Do not shout in the library.",図書館で叫んではいけない。
a2-part2-0052,athlete,競技者,スポーツを行う競技者。運動選手を指す。,"The athlete trained every morning.",アスリートは毎朝トレーニングした。
a2-part1-0184,statue,像,人や動物をかたどった像。彫像を指す。,"A bronze statue stood in the park.",公園にブロンズの像が立っていた。
a2-part1-0164,differently,異なって,「異なって・別のやり方で」を表す副詞。違いを示す。,"Each culture celebrates the holiday differently.",それぞれの文化が異なる方法でその祝日を祝う。
a2-part6-0104,furthermore,さらに,「さらに・その上」を表す副詞。追加の情報を示す。,"Furthermore, the price is too high.",さらに、価格が高すぎる。
a2-part2-0075,happily,幸福に,「幸福に・喜んで」を表す副詞。満足や幸運を示す。,"The child happily opened the present.",子供は嬉しそうにプレゼントを開けた。
a2-part1-0124,harmony,調和,釣り合いのとれた調和。音楽の和声や、仲のよさを指す。,"The choir sang in harmony.",合唱団がハーモニーで歌った。
a2-part7-0070,graph,グラフ,数量を図で表すグラフ。図表を指す。,"The graph shows sales growth.",グラフは売上の成長を示している。
a2-part3-0021,pal,友達,気の置けない友達・仲間。親しい相手を指す。,"He is my best pal.",彼は私の親友だ。
a2-part5-0169,abstract,抽象的な,具体物から離れた感覚。要約・抽象芸術にも使う。 ,"The abstract painting used shapes instead of real objects.",その抽象画は現実の物体の代わりに形を使っていた。
a2-part6-0197,tire,～を疲れさせる,疲れさせるイメージ。飽きさせる・くたびれる意味にも使う。,"Long meetings tire me quickly.",長い会議はすぐに疲れさせる。
a2-part7-0088,warn,～に警告する,危険を前もって警告するイメージ。忠告する・戒める意味にも。,"Signs warn drivers about the sharp curve.",標識が運転手に急カーブについて警告している。
a2-part7-0191,widespread,広範囲にわたる,広い範囲に及ぶ様子。広く行きわたったイメージ。,"Widespread rain is expected tomorrow.",明日は広範囲で雨が予想される。
a2-add1-0007,apologize,謝る、謝罪する,過ちを詫び謝る動詞。すまなく思う気持ちを伝える。米式つづり。,"He apologized for being late.",彼は遅れたことを謝った。
a2-part1-0160,basket,かご,物を入れるかご。バスケットや、ひとまとめの意味にも使う。,"Put the apples in the basket.",リンゴをかごに入れてください。
a2-part4-0174,considerable,かなりの,かなりの・相当な様子。無視できない大きさを示す。,"She spent a considerable amount of money.",彼女はかなりの金額を使った。
a2-part4-0037,consideration,考慮,動作・性質を名詞化した語。「考慮」という概念や結果を表す。 ,"Please give the plan careful consideration.",その計画をよく検討してください。
a2-part5-0192,nevertheless,それでもやはり,「それでもやはり」を表す副詞。逆接を示す。,"Nevertheless, we continued the trip.",それでも私たちは旅行を続けた。
a2-add1-0078,shorts,半ズボン、ショートパンツ,丈の短い半ズボン。常に複数形で用いる。,"He wore shorts on the hot day.",彼は暑い日に半ズボンをはいていた。
a2-part2-0181,cycling,自転車に乗ること,動作を名詞・形容詞化した語。「自転車に乗る」場面や状態を表す。 ,"Cycling to work keeps him fit.",自転車通勤で彼は健康を保っている。
a2-part6-0165,discrimination,区別すること,動作・性質を名詞化した語。「区別」という概念や結果を表す。 ,"The law bans racial discrimination.",法律は人種差別を禁止している。
a2-part1-0041,imagination,想像,動作・性質を名詞化した語。「想像」という概念や結果を表す。 ,"Children use imagination when they tell stories.",子供たちは話を語るとき想像力を使う。
a2-part6-0107,admission,入場、入学許可,中に入れる入場・入学。入場料や、認めることの意味も。,"Admission to the museum is free.",博物館への入場は無料だ。
a2-part7-0045,buyer,買い手,品物を買う買い手。仕入れ係を指すこともある。,"The buyer compared prices before signing the contract.",買い手は契約書にサインする前に価格を比較した。
a2-part5-0148,eliminate,～を取り除く,不要なものを取り除くイメージ。排除・除去する意味で。,"We must eliminate waste from the process.",プロセスから無駄を排除しなければならない。
a2-part1-0115,anxious,心配している、不安な,気がかりで心配な様子。しきりに～したい気持ちにも使う。,"She felt anxious before the test.",彼女はテスト前に不安を感じた。
a2-part6-0101,assignment,割り当てられた仕事,割り当てられた仕事・課題。任務や、割り当てを指す。,"The assignment is due tomorrow.",課題は明日が締め切りだ。
a2-part3-0055,chin,あご,顔の下部のあご。あご先を指す。,"He rested his chin on his hand.",彼は手にあごを乗せた。
a2-part3-0023,climbing,登山、登ること,動作を名詞・形容詞化した語。「登山」場面や状態を表す。 ,"We went climbing in the mountains.",山に登山に行った。
a2-part4-0110,concentration,集中,動作・性質を名詞化した語。「集中」という概念や結果を表す。 ,"Noise made concentration difficult.",騒音で集中が難しかった。
a2-part6-0125,psychological,心理学の,心の働きに関する心理学の様子。精神面のイメージ。,"Stress can cause psychological problems.",ストレスは精神的な問題を引き起こすことがある。
a2-part4-0100,approve,～をよいと認める,よいと認め承認するイメージ。賛成する意味にも使う。,"The manager must approve the plan.",マネージャーがその計画を承認しなければならない。
a2-part4-0167,demonstrate,～を論証する,実例で論証するイメージ。実演する・デモをする意味にも使う。,"The teacher will demonstrate the experiment.",先生が実験を実演してくれる。
a2-part2-0029,mysterious,神秘的な,説明のつかない神秘的な様子。不可解な・謎めいたイメージ。,"A mysterious sound came from the attic.",屋根裏から謎めいた音がした。
a2-part2-0113,nowadays,今日では,「今日では・近ごろ」を表す副詞。現代の様子を示す。,"Nowadays, many people work from home.",最近、在宅勤務をする人が多い。
a2-part6-0178,reflection,反射,動作・性質を名詞化した語。「反射」という概念や結果を表す。 ,"His reflection appeared in the window.",窓に彼の姿が映っていた。
a2-part5-0179,substitute,代用品、代理,別の物で置き換える感覚。代理人・代用品にも使う。 ,"Tofu can be a substitute for meat.",豆腐は肉の代わりになる。
a2-part7-0151,northwest,北西,北と西の間の方角、北西。,"The town lies northwest of Tokyo.",その町は東京の北西に位置する。
a2-part6-0161,acceptance,受け取ること,動作・性質を名詞化した語。「受け取る」という概念や結果を表す。 ,"Her acceptance of the offer made everyone happy.",彼女がその申し出を受け入れたことでみんなが喜んだ。
a2-part1-0139,rhythm,リズム,規則正しい調子のリズム。律動・周期を指す。,"The song has a strong rhythm.",その曲は力強いリズムを持っている。
