id,english,japanese,detail,sample,sample-jpn
b1-part3-0001,grouping,グループに分けること,ばらばらのものを共通点でまとめるイメージ。分類に使う。 ,"The grouping of students changed each week.",生徒のグループ分けは毎週変わった。
b1-part3-0002,ambitious,野心的な、大がかりな,高望みする野心的な様子。大がかりな・意欲的なイメージ。,"She has an ambitious plan.",彼女は野心的な計画を持っている。
b1-part3-0003,drown,溺れる、～を溺れさせる,水におぼれるイメージ。おぼれさせる・かき消す意味にも使う。,"Do not swim alone or you may drown.",一人で泳がないでください、溺れるかもしれない。
b1-part3-0004,disappointment,失望,期待を裏切られる失望。がっかりさせる物・人を指す。,"Her face showed deep disappointment.",彼女の顔には深い失望が表れていた。
b1-part3-0005,fasten,～をしっかり留める,しっかり留めるイメージ。結ぶ・締める・向ける意味にも使う。,"Fasten your seat belt before takeoff.",離陸前にシートベルトを締めてください。
b1-part3-0006,turning,曲がり角、転換,道の曲がり角。方向転換・転機の意味にも使う。,"The accident was a turning point in his life.",その事故は彼の人生の転換点だった。
b1-part3-0007,misery,悲惨さ、不幸,つらく悲惨な状態。苦しみ・不幸を指す。,"Her voice carried a hint of misery.",彼女の声には悲しみの気配があった。
b1-part3-0008,disappoint,～を失望させる,期待を裏切り失望させるイメージ。がっかりさせる意味で使う。,"I do not want to disappoint my parents.",両親を失望させたくない。
b1-part3-0009,damp,湿った,しっとり湿った様子。じめじめした・気勢をそぐ意味にも使う。,"The towel was still damp.",タオルはまだ湿っていた。
b1-part3-0010,filling,詰め物、中身,中に詰める詰め物・中身。歯の充填物を指す。,"The pie has an apple filling.",パイにはリンゴのフィリングが入っている。
b1-part3-0011,meditation,瞑想、熟考,心を静める瞑想。熟考・黙想を指す。,"Meditation helps calm the mind.",瞑想は心を落ち着かせるのに役立つ。
b1-part3-0012,athletic,運動の、運動能力のある,運動の・運動能力のある様子。たくましいイメージ。,"He has an athletic build.",彼は運動選手のような体格をしている。
b1-part3-0013,brotherhood,兄弟愛、同志愛,兄弟のような兄弟愛・同志愛。組合・団体を指す。,"The team showed a strong sense of brotherhood.",チームは強い連帯感を示した。
b1-part3-0014,spoil,～を台無しにする、甘やかす,だめにするイメージ。台無し・甘やかす・腐る意味にも使う。,"Too much salt can spoil the soup.",塩が多すぎるとスープを台なしにする。
b1-part3-0015,killing,殺害、もうけ,命を奪う殺害。大もうけや、抱腹絶倒のの意味にも使う。,"The killing shocked the small town.",その殺害は小さな町を震撼させた。
b1-part3-0016,whistle,口笛、笛を吹く,息で鳴らす口笛・笛。汽笛や、笛を吹くという動詞にも使う。,"The referee blew a whistle.",審判が笛を吹いた。
b1-part3-0017,jazz,ジャズ,即興を重んじる音楽ジャズ。活気づけるという動詞にも使う。,"He listened to jazz all evening.",彼は夕方中ジャズを聴いた。
b1-part3-0018,boast,自慢する、誇る,得意げに自慢するイメージ。誇る・～を備えている意味にも。,"It is rude to boast about your success.",自分の成功を自慢するのは失礼だ。
b1-part3-0019,aboard,～に乗って,乗り物の上にいる状態。船・飛行機・列車に使う。 ,"We went aboard the ship.",私たちは船に乗り込んだ。
b1-part3-0020,enthusiastic,熱心な,打ち込む熱心な様子。夢中な・熱狂的なイメージ。,"The enthusiastic fans cheered before the game started.",熱心なファンたちが試合が始まる前から歓声を上げた。
b1-part3-0021,foolish,愚かな,分別のない愚かな様子。ばかげたイメージ。,"It was foolish to ignore the warning.",警告を無視するのは愚かなことだった。
b1-part3-0022,cough,咳、咳をする,ゴホンと出る咳。咳をする・言いよどむという動詞にも使う。,"She had a bad cough.",彼女はひどい咳をしていた。
b1-part3-0023,admiration,称賛、感嘆,心から感心する称賛・感嘆。あこがれを指す。,"She felt admiration for the brave rescue team.",彼女は勇敢な救助チームへの尊敬の念を感じた。
b1-part3-0024,burning,燃えている、強烈な,燃えている・強烈な様子。切実な・焼けつくようなイメージ。,"A burning candle stood on the table.",燃えているろうそくがテーブルの上に立っていた。
b1-part3-0025,imaginary,想像上の,頭の中だけの想像上の様子。架空の・虚数のの意味にも使う。,"The child had an imaginary friend.",その子どもには想像上の友達がいた。
b1-part3-0026,unfold,広がる、明らかになる,折りたたみを広げるイメージ。展開する・明らかになる意味も。,"Unfold the map on the table.",テーブルの上で地図を広げてください。
b1-part3-0027,recite,～を暗唱する,覚えた文を暗唱するイメージ。朗読する・列挙する意味にも。,"Students recite the poem aloud.",生徒たちは詩を声に出して暗唱する。
b1-part3-0028,purse,財布、ハンドバッグ,お金を入れる財布。賞金や、口をすぼめる動詞にも使う。,"She kept coins in her purse.",彼女は財布にコインを入れていた。
b1-part3-0029,embarrass,～に恥ずかしい思いをさせる,きまり悪くさせるイメージ。当惑させる・困らせる意味にも。,"Do not embarrass him in front of everyone.",みんなの前で彼を恥ずかしめないでください。
