id,english,japanese,detail,sample,sample-jpn
a1-part8-0001,scene,現場,出来事が起こる場面。現場・場面・景色に使う。 ,"The opening scene shows a quiet village.",オープニングシーンは静かな村を映し出す。
a1-part8-0002,clerk,店員、事務員,事務や接客を担当する人。店員・事務員を表す。 ,"The clerk counted the money at the register.",店員はレジでお金を数えた。
a1-part8-0003,destroy,～を破壊する,形や機能を完全に壊す動き。建物・計画にも使う。 ,"The fire may destroy the old building.",火災が古い建物を焼き尽くすかもしれない。
a1-part8-0004,safe,安全な,危険のない安全な状態。名詞では金庫を指す。,"The safe route avoids the cliff.",安全なルートは崖を避けている。
a1-part8-0005,custom,習慣,長く続く習慣。税関customsとの違いに注意。 ,"Bowing is an important custom in Japan.",お辞儀は日本の重要な習慣だ。
a1-part8-0006,impossible,不可能な,実現できない不可能な状態。ありえない・手に負えない意味にも。,"It is impossible to finish today.",今日中に終わらせるのは不可能だ。
a1-part8-0007,kingdom,王国,王が治める国。王国・分類上の界にも使う。 ,"The kingdom was ruled by a young queen.",その王国は若い女王に統治されていた。
a1-part8-0008,speaker,話す人,話す人・演説者。議長や、拡声器のスピーカーを指す。,"The speaker tested the microphone before the presentation.",スピーカーはプレゼンテーションの前にマイクをテストした。
a1-part8-0009,guard,見張り,見張る番人・護衛。守る・防護具や、守る動詞にも使う。,"The guard checked our bags.",警備員が私たちの荷物を確認した。
a1-part8-0010,graduate,大学卒業者,学校を出た卒業者。卒業する・目盛りをつける動詞にも。,"She will graduate from college next year.",彼女は来年大学を卒業する。
a1-part8-0011,chain,鎖,つながった鎖。鎖状の連なりや、チェーン店の意味にも使う。,"The bicycle chain came loose.",自転車のチェーンが外れた。
a1-part8-0012,background,背景,後ろにある土台。背景・経歴・事情を表す。 ,"Her background is in engineering.",彼女のバックグラウンドはエンジニアリングだ。
a1-part8-0013,usual,いつもの,いつも通りの・普通の様子を表す。,"This is the usual method.",これが通常の方法だ。
a1-part8-0014,complaint,不平,不満を正式に伝えること。苦情・訴えを表す。 ,"The customer filed a complaint.",お客様がクレームを申し立てた。
a1-part8-0015,explanation,説明,理由や仕組みを分かるように述べたもの。説明。 ,"The teacher gave a clear explanation.",先生は分かりやすい説明をした。
a1-part8-0016,youth,若さ,若い時期や若者。青春・若者層を表す。 ,"Youth is a time of learning.",青春は学びの時だ。
a1-part8-0017,apparently,どうやら、見たところ,見たところそうらしい。確実でない判断に使う。 ,"Apparently, the train skipped this stop.",どうやら、電車はこの停留所を通過したようだ。
a1-part8-0018,burn,燃える,火が燃えるイメージ。焼く・やけどする・日焼けする意味にも使う。,"Dry paper can burn very quickly.",乾いた紙は非常に速く燃える。
a1-part8-0019,expert,専門家,ある道に通じた専門家。熟達したのの意味にも使う。,"The expert gave clear advice.",専門家が明確なアドバイスをくれた。
a1-part8-0020,plus,～を加えて、プラスの,「～を加えて」を表す前置詞。プラスの・利点の意味にも使う。,"Two plus three equals five.",2足す3は5だ。
a1-part8-0021,tie,～を結ぶ、引き分け,ひもで結ぶイメージ。ネクタイ・引き分けや、束縛の意味にも使う。,"Tie your shoes before running.",走る前に靴紐を結んで。
a1-part8-0022,ill,病気で,体調が悪い病気の状態。悪い・不吉なの意味にも使う。,"He felt ill last night.",彼は昨夜気分が悪かった。
a1-part8-0023,danger,危険,害が起こりそうな状態。危険・危険性を表す。 ,"Danger signs lined the cliff path.",崖の道沿いに危険の標識が並んでいた。
a1-part8-0024,emergency,緊急事態,急を要する緊急事態。非常時を指す。,"Call this number in an emergency.",緊急時はこの番号に電話してください。
a1-part8-0025,fresh,新鮮な,新しく、古びていない状態。新鮮な・さわやかな。 ,"We bought fresh bread this morning.",今朝、新鮮なパンを買った。
a1-part8-0026,ancient,古代の,はるか昔の古代の様子。古めかしい・大昔のの意味にも使う。,"Ancient stones lined the path.",古い石が道沿いに並んでいた。
a1-part8-0027,suitable,適当な,目的や条件に合っている状態。適した、ふさわしい。 ,"This room is suitable for a small meeting.",この部屋は少人数の会議に適している。
a1-part8-0028,mix,～を混ぜる,かき混ぜて一つにするイメージ。混合する・交わる意味にも使う。,"Mix the flour and water in a bowl.",ボウルの中で小麦粉と水を混ぜる。
a1-part8-0029,perfect,完全な,欠けや失敗がない状態。完璧な・最適な。 ,"The weather was perfect for a picnic.",ピクニックにぴったりの天気だった。
a1-part8-0030,receipt,領収書,受け取った証拠の紙。領収書・受領に使う。 ,"Keep the receipt after you pay.",支払い後はレシートを保管してください。
a1-part8-0031,silver,銀,主な意味は色の「銀」。物の色や雰囲気を表す形容詞。 ,"He wore a silver watch.",彼は銀の時計をしていた。
a1-part8-0032,debate,討論,意見を根拠つきで争う話し合い。討論・議論。 ,"The students held a debate on climate change.",生徒たちは気候変動についてディベートを行った。
a1-part8-0033,oppose,～に反対する,相手・案に反対するイメージ。逆らう・対立させる意味にも使う。,"Many citizens oppose the new tax.",多くの市民が新しい税金に反対している。
a1-part8-0034,exactly,正確に,動作や状態の程度・様子を表す語。「正確に」の感じを加える。 ,"The answer was exactly right.",答えはまったく正しかった。
a1-part8-0035,novel,小説、新奇な,長編の小説。形容詞では目新しい・斬新なの意味にも使う。,"Her first novel became a bestseller.",彼女の最初の小説はベストセラーになった。
a1-part8-0036,succeed,成功する,目的を達成すること。成功する、後を継ぐの意味もある。 ,"He worked hard to succeed.",彼は成功するために懸命に働いた。
a1-part8-0037,rent,家賃、～を賃借りする,お金を払って借りること。家賃・賃借料にも使う。 ,"We pay rent at the start of each month.",毎月初めに家賃を払う。
a1-part8-0038,escape,逃げ出す,危険や制限から抜け出すこと。逃げる・脱出。 ,"The prisoners planned an escape.",囚人たちは脱走を計画した。
a1-part8-0039,opposite,反対の、向かい側の,正反対の・向かい側の様子。逆や、対する相手の意味にも使う。,"The note is opposite the box.",メモは箱の向かい側にある。
a1-part8-0040,flight,飛ぶこと,空を飛ぶこと。飛行便・逃走の意味もある。 ,"Our flight was delayed by heavy snow.",大雪で便が遅延した。
a1-part8-0041,appointment,約束,会う時間を決めること。予約・任命に使う。 ,"I made an appointment with the dentist.",歯医者の予約をした。
a1-part8-0042,captain,長,集団や乗り物を率いる人。船長・主将を表す。 ,"The captain steered the ship through fog.",船長は霧の中で船を操舵した。
a1-part8-0043,uniform,制服、同一の,そろいの制服。同一の・均一なの意味にも使う。,"The students wore a uniform.",生徒たちは制服を着ていた。
a1-part8-0044,soft,柔らかい,押すと柔らかい状態。やさしい・小さい音・手ざわりのよい意味も。,"Soft moss covered the stones.",柔らかい苔が石を覆っていた。
a1-part8-0045,tear,～を裂く、涙,布や紙を引き裂くイメージ。急いで走る動詞や、名詞で涙も指す。,"Do not tear the page.",ページを破らないでください。
a1-part8-0046,mainly,おもに,「主に・大部分は」を表す副詞。中心となる部分を示す。,"The discussion mainly focused on costs.",議論は主にコストに焦点を当てていた。
a1-part8-0047,apart,離れて,離れた状態。距離だけでなく関係の隔たりにも使う。 ,"The two houses stand far apart.",二つの家は遠く離れて建っている。
a1-part8-0048,gun,銃,弾を撃つ銃。大砲・拳銃全般を指す。,"The police found a gun in the car.",警察は車の中から銃を発見した。
a1-part8-0049,possibly,ひょっとしたら,可能性があることを示す副詞。ひょっとすると。 ,"We can possibly finish today.",今日中に終わらせることができるかもしれない。
a1-part8-0050,secret,秘密の,人に知られない秘密の様子。内緒の・隠れたの意味にも使う。,"The secret stayed inside the family.",秘密は家族の中にとどまった。
a1-part8-0051,prefer,～をより好む,他よりそちらを好むイメージ。選ぶ・優先する意味にも使う。,"I prefer tea to coffee.",私はコーヒーよりお茶が好きだ。
a1-part8-0052,writing,書くこと,書く行為や書かれたもの。文章・筆跡にも使う。 ,"His writing is clear.",彼の文章は明快だ。
a1-part8-0053,screen,画面、金網,映像を映す面。画面・仕切り・ふるい分けにも使う。 ,"The screen glowed in the dark room.",暗い部屋でスクリーンが光っていた。
a1-part8-0054,extremely,極端に,程度が非常に大きいこと。veryより強めの副詞。 ,"The water was extremely cold.",水は非常に冷たかった。
a1-part8-0055,slowly,遅く,速度が遅い様子。動作や変化がゆっくり進む。 ,"Speak slowly so everyone can understand.",全員が理解できるようにゆっくり話してください。
a1-part8-0056,powerful,強力な,大きな力や影響力を持つ状態。強力な。 ,"The engine is powerful and quiet.",エンジンはパワフルで静かだ。
a1-part8-0057,passenger,乗客,乗り物に乗せてもらう人。乗客を表す。 ,"Each passenger showed a ticket.",乗客全員がチケットを提示した。
a1-part8-0058,extra,余分の,必要以上の余分な様子。追加の・臨時のの意味にも使う。,"We need an extra chair for the guest.",ゲストのために椅子がもう一脚必要だ。
