english,japanese
administer,管理する
advocate,支持する
allocate,割り当てる
amend,修正する
attain,達成する
attribute,〜のせいにする
awaken,目覚めさせる
boast,自慢する
broaden,広げる
circulate,循環する
collaborate,協力する
compile,編集する
comprehend,理解する
compromise,妥協する
conceive,思いつく
condemn,非難する
conserve,保存する
contemplate,熟考する
contradict,矛盾する
convert,変える
coordinate,調整する
correspond,一致する
curb,抑制する
deceive,だます
dedicate,ささげる
defend,守る
depart,出発する
deprive,奪う
depict,描写する
diagnose,診断する
discard,捨てる
disclose,明らかにする
discourage,落胆させる
dismiss,退ける
display,展示する
dissolve,溶かす
draft,下書きする
endure,耐える
enforce,実施する
enrich,豊かにする
equip,備え付ける
evolve,進化する
exceed,超える
explode,爆発する
exploit,利用する
forecast,予測する
frame,構成する
guarantee,保証する
hinder,妨げる
implement,実行する
integrate,統合する
intensify,強める
interact,交流する
manufacture,製造する
monitor,監視する
motivate,やる気にさせる
overwhelm,圧倒する
postpone,延期する
prevail,広まる
prohibit,禁止する
reinforce,強化する
agency,機関
alliance,同盟
appetite,食欲
architecture,建築
astronomy,天文学
bacteria,細菌
ballot,投票用紙
budget,予算
canal,運河
candidate,候補者
capability,能力
casualty,犠牲者
certificate,証明書
clue,手がかり
commerce,商業
complaint,苦情
composition,構成
concern,関心
conquest,征服
craft,工芸
criterion,基準
density,密度
dimension,側面
diplomacy,外交
disorder,混乱
ecology,生態学
emission,排出
empire,帝国
enterprise,企業
era,時代
estate,地所
explosion,爆発
famine,飢饉
fate,運命
fluid,液体
fossil,化石
habitat,生息地
highway,幹線道路
horizon,地平線
ideology,思想
ingredient,材料
input,入力
insight,洞察
instinct,本能
irony,皮肉
landscape,風景
license,免許
membrane,膜
merit,利点
mineral,鉱物
myth,神話
norm,規範
particle,粒子
percentage,割合
platform,土台
preference,好み
prosperity,繁栄
province,州
qualification,資格
ratio,比率
reservoir,貯水池
ritual,儀式
shelter,避難所
shortage,不足
species,種
stimulus,刺激
strategy,戦略
substance,物質
threat,脅威
tourism,観光業
absolute,絶対的な
abundant,豊富な
accidental,偶然の
bare,むき出しの
coastal,沿岸の
compact,小型の
complicated,複雑な
controversial,議論を呼ぶ
desperate,必死の
digital,デジタルの
distant,遠い
divine,神聖な
dominant,支配的な
enthusiastic,熱心な
explicit,明確な
extensive,広範囲の
fatal,致命的な
fertile,肥沃な
genetic,遺伝の
hollow,空洞の
humble,謙虚な
inferior,劣った
informal,非公式の
isolated,孤立した
joint,共同の
loyal,忠実な
massive,大規模な
mechanical,機械の
modest,控えめな
multiple,多数の
numerous,多数の
optional,任意の
organic,有機の
permanent,永久の
personal,個人的な
primitive,原始的な
rigid,硬直した
scarce,乏しい
shallow,浅い
solar,太陽の
steady,着実な
strategic,戦略的な
subtle,微妙な
sufficient,十分な
toxic,有毒な
tropical,熱帯の
unavoidable,避けられない
valid,妥当な
vast,広大な
vital,極めて重要な
accordingly,それに応じて
accurately,正確に
apparently,どうやら
barely,かろうじて
briefly,簡潔に
certainly,確かに
completely,完全に
elsewhere,他の場所で
entirely,完全に
hardly,ほとんど〜ない
hence,それゆえ
highly,非常に
hopefully,願わくは
nevertheless,それにもかかわらず
partially,部分的に
primarily,主に
scarcely,ほとんど〜ない
simultaneously,同時に
somewhat,いくぶん
ultimately,最終的に
virtually,事実上
willingly,進んで
as opposed to,〜とは対照的に
at risk,危険にさらされて
by accident,偶然に
by definition,定義上
by far,はるかに
for a while,しばらくの間
in accordance with,〜に従って
in comparison with,〜と比較して
