id,english,japanese,detail,sample,sample-jpn
c1-add1-0190,untangled,もつれを解いた、解きほぐした,絡まりをほどいた様子。混乱を整理したイメージ。,"She finally untangled the wires.",彼女はようやく配線のもつれを解いた。
c1-add1-0173,tediously,退屈に、うんざりするほど,単調で・うんざりするほど長々と、を表す副詞。退屈さを示す。,"The meeting dragged on tediously.",会議は退屈に長引いた。
c1-add1-0067,fiendishly,極度に、悪魔のように、ひどく,悪魔のように・とてつもなく、を表す副詞。度を越した様子を示す。,"The puzzle was fiendishly hard.",そのなぞは極度に難しかった。
c1-add1-0080,immortalize,不朽にする、不滅にする,作品や名を永遠に残し不朽にする動詞。語り継がせる意味で使う。,"The poem immortalized her beauty.",その詩は彼女の美を永遠のものにした。
c1-add1-0135,recognizably,それと分かるほど、はっきりと,それと見分けられるほど・明らかに、を表す副詞。識別のしやすさを示す。,"The town is recognizably older now.",その町は目に見えて古びてきた。
c1-add1-0018,benignly,優しく、温和に,害がなく穏やかに・優しく、を表す副詞。柔和な様子を示す。,"The old man smiled benignly.",その老人は優しくほほえんだ。
c1-add1-0073,glumly,むっつりと、ふさぎ込んで,元気なく暗い顔で・むっつりと、を表す副詞。沈んだ様子を示す。,"He sat glumly in the corner.",彼は隅にふさぎ込んで座っていた。
c1-add1-0113,obscurely,はっきりせず、目立たずに,あいまいに・世に知られず、を表す副詞。不明瞭さを示す。,"The point was obscurely worded.",その要点はあいまいに書かれていた。
c1-part4-0068,baldly,ありのまま,「ありのまま・露骨に」を表す副詞。飾らない様子を示す。,"He stated the facts baldly.",彼はそっけなく事実を述べた。
c1-add1-0062,exuberantly,生き生きと、あふれるほど元気に,活気にあふれ生き生きと、を表す副詞。あふれる勢いを示す。,"The children played exuberantly.",子どもたちは生き生きと遊んだ。
c1-add1-0050,digitalization,デジタル化、電子化,情報や業務をデジタル形式にするデジタル化を指す。,"Digitalization changed the industry.",デジタル化がその産業を変えた。
c1-part4-0070,ecstatically,有頂天になって,「有頂天になって・うっとりと」を表す副詞。狂喜する様子を示す。,"Fans cheered ecstatically after the goal.",ゴール後、ファンは熱狂的に歓声を上げた。
c1-add1-0078,hypocritically,偽善的に、うわべだけで,本心と裏腹に善人ぶって、を表す副詞。偽善の様子を示す。,"He hypocritically praised what he hated.",彼は嫌っているものを偽善的にほめた。
c1-part4-0081,prolifically,多産して,「多産して・盛んに」を表す副詞。次々に生み出す様子を示す。,"The author wrote prolifically for decades.",その作家は数十年にわたって多作に書き続けた。
