english,japanese,detail,sample
weapon,武器,「武器」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the weapon under tools."
setting,設定、環境,物語・状況の背景が主な意味。設定・環境・置くことにも使う。 ,"The coach praised a setting effort."
witness,目撃者；目撃する,出来事を見た人が主な意味。目撃する動詞としても使う。「目撃者」の意味もある。 ,"The witness arrived early for the workshop."
vessel,船、容器,「船」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the vessel near the entrance."
wing,翼,「翼」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the wing clearly."
hang,～を掛ける,対象に働きかける動詞。「掛ける」動作から抽象的用法にも広がる。 ,"Workers learned to hang it during practice."
conservation,保護、保全,動作・性質を名詞化した語。「保護」という概念や結果を表す。 ,"The speaker defined conservation with a simple example."
calculation,計算、見積もり,動作・性質を名詞化した語。「計算」という概念や結果を表す。 ,"The survey tracked calculation over several years."
symptom,徴候,「徴候」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the symptom at the end."
democratic,民主主義の,「民主主義の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The report noted a democratic pattern."
valuable,価値のある,価値が高い感覚。物・情報・経験の重要さに使う。 ,"The report noted a valuable pattern."
scope,範囲,見える・扱える範囲が主な意味。計画や研究の対象範囲にも使う。 ,"A photo showed the scope beside the road."
capable,能力がある,能力があり実行できる感覚。be capable ofでよく使う。 ,"The guide suggested a capable method."
lift,～を持ち上げる,対象に働きかける動詞。「持ち上げる」動作から抽象的用法にも広がる。 ,"The training video shows how to lift it safely."
equally,平等に,「平等に」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The prize was shared equally."
northern,北の,「北の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A northern color filled the evening sky."
participant,参加者,「参加者」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A participant scene opened the film."
intention,意図,動作・性質を名詞化した語。「意図」という概念や結果を表す。 ,"The survey tracked intention over several years."
significance,重要性,動作・性質を名詞化した語。「重要性」という概念や結果を表す。 ,"The lecture explored significance through real cases."
compose,～を構成する,対象に働きかける動詞。「構成する」動作から抽象的用法にも広がる。 ,"Please compose it after checking the instructions."
urge,～を駆り立てる,対象に働きかける動詞。「駆り立てる」動作から抽象的用法にも広がる。 ,"Workers learned to urge it during practice."
diameter,直径,「直径」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the diameter with an example."
