english,japanese,detail,sample
grouping,グループに分けること,ばらばらのものを共通点でまとめるイメージ。分類に使う。 ,"The teacher chose a grouping example."
ambitious,野心的な、大がかりな,「野心的な」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked an ambitious phrase."
drown,溺れる、～を溺れさせる,「溺れる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The teacher asked about the drown after class."
disappointment,失望,「失望」を表す語。行為・過程・結果を名詞で表す。 ,"The policy raised questions about disappointment."
fasten,～をしっかり留める,「しっかり留める」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please fasten it after checking the instructions."
turning,曲がり角、転換,「曲がり角」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a turning pattern."
misery,悲惨さ、不幸,「悲惨さ」を表す語。状態やまとまりを名詞で表す。 ,"Her voice carried a hint of misery."
disappoint,～を失望させる,「失望させる」を表す語。動きや変化を表し、比喩にも広がる。 ,"They decided to disappoint it before noon."
damp,湿った,「湿った」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the damp clearly."
filling,詰め物、中身,「詰め物」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a filling phrase."
meditation,瞑想、熟考,「瞑想」を表す語。行為・過程・結果を名詞で表す。 ,"The debate revealed meditation after the vote."
athletic,運動の、運動能力のある,「運動の」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised an athletic effort."
brotherhood,兄弟愛、同志愛,「兄弟愛」を表す語。性質・立場・関係を名詞で表す。 ,"Her smile looked brotherhood after the news."
spoil,～を台無しにする、甘やかす,「台無しにする」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to spoil it safely."
killing,殺害、もうけ,「殺害」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a killing decision."
whistle,口笛、笛を吹く,具体的な物・場所を指す語。「口笛」を場面の名詞として使う。 ,"A photo showed the whistle beside the road."
jazz,ジャズ,「ジャズ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the jazz under tools."
boast,自慢する、誇る,「自慢する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The report connected the boast to the case."
aboard,～に乗って,乗り物の上にいる状態。船・飛行機・列車に使う。 ,"We went aboard the ship."
enthusiastic,熱心な,「熱心な」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted an enthusiastic pattern."
foolish,愚かな,「愚かな」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report noted a foolish pattern."
cough,咳、咳をする,「咳」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team checked the cough before leaving."
admiration,称賛、感嘆,「称賛」を表す語。行為・過程・結果を名詞で表す。 ,"A short story illustrated admiration clearly."
burning,燃えている、強烈な,「燃えている」を表す語。動きや変化を表し、比喩にも広がる。 ,"The teacher chose a burning example."
imaginary,想像上の,「想像上の」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked an imaginary phrase."
