english,japanese,detail,sample
scene,現場,出来事が起こる場面。現場・場面・景色に使う。 ,"The scene opened early for visitors."
clerk,店員；事務員,事務や接客を担当する人。店員・事務員を表す。 ,"The clerk opened early for visitors."
destroy,～を破壊する,形や機能を完全に壊す動き。建物・計画にも使う。 ,"They decided to destroy it before noon."
safe,安全な,「安全な」という性質を表す語。人・物・状況の様子を表す。 ,"The safe route avoids the cliff."
custom,習慣,長く続く習慣。税関customsとの違いに注意。 ,"A diagram showed the custom clearly."
impossible,不可能な,「不可能な」という性質を表す語。人・物・状況の様子を表す。 ,"The teacher chose an impossible example."
kingdom,王国,王が治める国。王国・分類上の界にも使う。 ,"The speaker defined kingdom with a simple example."
speaker,話す人,人・役割を表す「話す人」。家族・職業・立場を示す語。 ,"A client asked about the speaker after lunch."
guard,見張り,人・役割を表す「見張り」。家族・職業・立場を示す語。 ,"The manager reviewed the guard before the meeting."
graduate,大学卒業者,人・役割を表す「大学卒業者」。家族・職業・立場を示す語。 ,"The graduate opened early for visitors."
chain,鎖,「鎖」を表す語。物事・考え・状態を表す基本名詞。 ,"The teacher asked about the chain after class."
background,背景,後ろにある土台。背景・経歴・事情を表す。 ,"A photo showed the background beside the road."
usual,いつもの,「いつもの」という性質を表す語。人・物・状況の様子を表す。 ,"This is the usual method."
complaint,不平,不満を正式に伝えること。苦情・訴えを表す。 ,"The report connected the complaint to the case."
explanation,説明,理由や仕組みを分かるように述べたもの。説明。 ,"The committee discussed explanation for an hour."
youth,若さ,若い時期や若者。青春・若者層を表す。 ,"The guide mentioned the youth near the entrance."
apparently,明らかに,見たところそうらしい。確実でない判断に使う。 ,"Apparently, the train skipped this stop."
burn,燃える,「燃える」という動き・変化を表す語。人・物への働きかけを表す。 ,"The team checked the burn before leaving."
expert,専門家,人・役割を表す「専門家」。家族・職業・立場を示す語。 ,"The invoice listed the expert clearly."
plus,～を加えて；プラスの,「～を加えて；プラスの」という動き・変化を表す語。人・物への働きかけを表す。 ,"Two plus three equals five."
tie,～を結ぶ；引き分け,「～を結ぶ；引き分け」という動き・変化を表す語。人・物への働きかけを表す。 ,"Workers learned to tie it during practice."
ill,病気で,「病気で」を表す語。物事・考え・状態を表す基本名詞。 ,"He felt ill last night."
danger,危険,害が起こりそうな状態。危険・危険性を表す。 ,"Danger signs lined the cliff path."
emergency,緊急事態,「緊急事態」を表す語。物事・考え・状態を表す基本名詞。 ,"A photo showed the emergency beside the road."
fresh,新鮮な,新しく、古びていない状態。新鮮な・さわやかな。 ,"The committee made a fresh decision."
ancient,古代の,「古代の」という性質を表す語。人・物・状況の様子を表す。 ,"Ancient stones lined the path."
suitable,適当な,目的や条件に合っている状態。適した、ふさわしい。 ,"The room had a suitable feeling."
mix,～を混ぜる,「～を混ぜる」という動き・変化を表す語。人・物への働きかけを表す。 ,"They decided to mix it before noon."
perfect,完全な,欠けや失敗がない状態。完璧な・最適な。 ,"The team chose a perfect route."
receipt,領収書,受け取った証拠の紙。領収書・受領に使う。 ,"The team checked the receipt before leaving."
silver,銀,主な意味は色の「銀」。物の色や雰囲気を表す形容詞。 ,"A silver color filled the evening sky."
debate,討論,意見を根拠つきで争う話し合い。討論・議論。 ,"The presenter pointed to the debate on the slide."
oppose,～に反対する,「～に反対する」という動き・変化を表す語。人・物への働きかけを表す。 ,"They decided to oppose it before noon."
exactly,正確に,動作や状態の程度・様子を表す語。「正確に」の感じを加える。 ,"The machine ran exactly after the repair."
novel,新奇な,「新奇な」という性質を表す語。人・物・状況の様子を表す。 ,"The committee made a novel decision."
succeed,成功する,目的を達成すること。成功する、後を継ぐの意味もある。 ,"The teacher chose a succeed example."
rent,ほころび,お金を払って借りること。家賃・賃借料にも使う。 ,"The invoice listed the rent clearly."
escape,逃げ出す,危険や制限から抜け出すこと。逃げる・脱出。 ,"The report connected the escape to the case."
opposite,反対の；向かい側の,「反対の；向かい側の」という性質を表す語。人・物・状況の様子を表す。 ,"The note is opposite the box."
flight,飛ぶこと,空を飛ぶこと。飛行便・逃走の意味もある。 ,"We flight home."
appointment,約束,会う時間を決めること。予約・任命に使う。 ,"The debate revealed appointment after the vote."
captain,長,集団や乗り物を率いる人。船長・主将を表す。 ,"Tourists photographed the captain near the station."
uniform,制服；同一の,「制服；同一の」という性質を表す語。人・物・状況の様子を表す。 ,"The students wore a uniform."
soft,柔らかい,「柔らかい」という性質を表す語。人・物・状況の様子を表す。 ,"Soft moss covered the stones."
tear,～を裂く；涙,「～を裂く；涙」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please tear it after checking the instructions."
mainly,おもに,主な意味となる部分が多いこと。主に、大部分は。 ,"The boat drifted mainly across the lake."
apart,離れて,離れた状態。距離だけでなく関係の隔たりにも使う。 ,"The photograph showed the apart in soft light."
gun,銃,「銃」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the gun near the entrance."
possibly,ひょっとしたら,可能性があることを示す副詞。ひょっとすると。 ,"We can possibly finish today."
secret,秘密の,「秘密の」という性質を表す語。人・物・状況の様子を表す。 ,"The secret stayed inside the family."
prefer,～をより好む,「～をより好む」という動き・変化を表す語。人・物への働きかけを表す。 ,"Workers learned to prefer it during practice."
writing,書くこと,書く行為や書かれたもの。文章・筆跡にも使う。 ,"The guide mentioned the writing near the entrance."
