english,japanese,detail,sample
vacation,休暇、休み,仕事や学校から離れる休み。米語でよく使う。 ,"The debate revealed vacation after the vote."
anybody,だれか；だれでも,人を不特定に指す語。疑問・否定で「だれか／だれも」。「だれでも」の意味もある。 ,"Anybody arrived early."
potato,ジャガイモ,食べ物・飲み物の「ジャガイモ」。食事や好みの話で使う。 ,"The recipe calls for the potato at the end."
tonight,今晩,時を表す「今晩」。予定・順序・期間を説明する時に使う。 ,"The guide mentioned the tonight near the entrance."
march,3月、行進する,月名として「3月」。日付や予定を表す時に使う。 ,"The event is in March."
lovely,美しい,見て感じがよい・愛らしい。物や天気にも使う。 ,"The garden looked lovely."
piano,ピアノ,「ピアノ」を表す語。物事・考え・状態を表す基本名詞。 ,"The visitor noticed the piano near the doorway."
ghost,幽霊,死者の霊のイメージ。幽霊・ぼんやりした存在に使う。 ,"The presenter pointed to the ghost on the slide."
everyday,毎日の、日常の,時を表す「毎日の、日常の」。予定・順序・期間を説明する時に使う。 ,"The team chose an everyday route."
gold,金,「金」という性質を表す語。人・物・状況の様子を表す。 ,"The report noted a gold pattern."
ninety,90、九十,数を表す語。90、九十という数量や順番の表現に使う。 ,"Ninety guests arrived before noon."
swim,泳ぐ,「泳ぐ」という動き・変化を表す語。人・物への働きかけを表す。 ,"A photo showed the swim beside the road."
snake,ヘビ,動物の「ヘビ」。種類や特徴を言う基本名詞。 ,"The snake moved quietly."
singer,歌う人,人・役割を表す「歌う人」。家族・職業・立場を示す語。 ,"A client asked about the singer after lunch."
cow,雌牛,動物の「雌牛」。種類や特徴を言う基本名詞。 ,"The cow moved quietly."
shower,シャワー；シャワーを浴びる,「シャワー；シャワーを浴びる」を表す語。物事・考え・状態を表す基本名詞。 ,"The guide mentioned the shower near the entrance."
thirteen,13、十三,数を表す語。13、十三という数量や順番の表現に使う。 ,"Thirteen guests arrived before noon."
shelf,たな,身近な物を表す「たな」。形・用途・持ち物の説明で使う。 ,"The sign gave a shelf warning."
football,フットボール,身近な物を表す「フットボール」。形・用途・持ち物の説明で使う。 ,"The visitor noticed the football near the doorway."
knee,ひざ,体の一部「ひざ」を表す語。位置や動きの説明で使う。 ,"The presenter pointed to the knee on the slide."
luck,運,偶然よい結果を生む力。運・幸運を表す。 ,"The checklist included the luck at the end."
weekend,週末,週の終わりの休み。土日やその周辺を指す。 ,"The calendar marked the weekend in blue."
handsome,ハンサムな、見栄えのよい,主に男性の見た目が整った様子。物にも使える。 ,"The committee made a handsome decision."
musician,音楽家,「音楽家」を表す語。物事・考え・状態を表す基本名詞。 ,"The musician arrived early for the workshop."
grandfather,祖父,人・役割を表す「祖父」。家族・職業・立場を示す語。 ,"The invoice listed the grandfather clearly."
broken,壊れた,壊れて機能しない状態。約束・関係にも比喩で使う。 ,"The report connected the broken to the case."
greet,～にあいさつする,「～にあいさつする」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please greet the visitor warmly."
smoking,煙ること,「煙ること」という性質を表す語。人・物・状況の様子を表す。 ,"The guide suggested a smoking method."
purple,紫色,主な意味は色の「紫色」。物の色や雰囲気を表す形容詞。 ,"The wall is purple."
shopping,買い物,「買い物」を表す語。物事・考え・状態を表す基本名詞。 ,"The editor marked a shopping phrase."
exciting,興奮させる,「興奮させる」という性質を表す語。人・物・状況の様子を表す。 ,"The game was exciting."
dirty,汚い,「汚い」という性質を表す語。人・物・状況の様子を表す。 ,"Dirty boots stood by the door."
celebration,祝賀,「祝賀」を表す語。物事・考え・状態を表す基本名詞。 ,"A short story illustrated celebration clearly."
nationality,国籍,どの国に属するか。国籍・国民性を表す。 ,"The policy raised questions about nationality."
lucky,幸運の,偶然よい結果に恵まれた状態。幸運な、ついている。 ,"The committee made a lucky decision."
birthday,誕生日,時を表す「誕生日」。予定・順序・期間を説明する時に使う。 ,"A photo showed the birthday beside the road."
awake,目が覚めて；起こす,眠っていない状態。目が覚めている・起こす。 ,"She was awake all night."
foreigner,外国人,「外国人」という性質を表す語。人・物・状況の様子を表す。 ,"The committee made a foreigner decision."
pencil,鉛筆,身近な物を表す「鉛筆」。形・用途・持ち物の説明で使う。 ,"The note explained the pencil in plain words."
hungry,飢えた,「飢えた」という性質を表す語。人・物・状況の様子を表す。 ,"The report noted a hungry pattern."
funny,おかしい,笑える、変な感じ。おかしい・妙な両方に使う。 ,"The report noted a funny pattern."
monkey,さる,動物の「さる」。種類や特徴を言う基本名詞。 ,"The monkey moved quietly."
nineteen,19、十九,数を表す語。19、十九という数量や順番の表現に使う。 ,"Nineteen candles lit the cake."
sailor,水夫,人・役割を表す「水夫」。家族・職業・立場を示す語。 ,"The manager added the sailor to the agenda."
bathroom,浴室,場所を表す「浴室」。行き先・位置・活動場所の説明に使う。 ,"The bathroom opened early for visitors."
grandmother,祖母,人・役割を表す「祖母」。家族・職業・立場を示す語。 ,"The invoice listed the grandmother clearly."
grape,ぶどう,食べ物・飲み物の「ぶどう」。食事や好みの話で使う。 ,"The waiter carried the grape to table five."
chocolate,チョコレート飲料,食べ物・飲み物の「チョコレート飲料」。食事や好みの話で使う。 ,"She bought chocolate at the store."
baseball,野球,「野球」を表す語。物事・考え・状態を表す基本名詞。 ,"The manual listed the baseball under tools."
bat,コウモリ,「コウモリ」を表す語。物事・考え・状態を表す基本名詞。 ,"The report connected the bat to the case."
skirt,スカート,「スカート」を表す語。物事・考え・状態を表す基本名詞。 ,"The note explained the skirt in plain words."
headache,頭痛,「頭痛」を表す語。物事・考え・状態を表す基本名詞。 ,"He had a headache during practice."
saw,seeの過去形；のこぎり,seeの過去形が基本。名詞では「のこぎり」もある。 ,"The librarian set the saw near the entrance."
seventeen,17、十七,数を表す語。17、十七という数量や順番の表現に使う。 ,"Seventeen guests arrived before noon."
cinema,映画館,「映画館」を表す語。物事・考え・状態を表す基本名詞。 ,"The cinema opened early for visitors."
pardon,～を許す；もう一度お願いします,許すこと。「Pardon?」で聞き返す丁寧表現にも使う。「もう一度お願いします」の意味もある。 ,"Please pardon my mistake."
spy,スパイ,秘密を探る人。スパイ・見張る動詞にもなる。 ,"The checklist included the spy at the end."
toilet,便器,「便器」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the toilet near the entrance."
ribbon,リボン,身近な物を表す「リボン」。形・用途・持ち物の説明で使う。 ,"The teacher asked about the ribbon after class."
poster,ポスター,身近な物を表す「ポスター」。形・用途・持ち物の説明で使う。 ,"A photo showed the poster beside the road."
lonely,孤独な、寂しい,人とのつながりがなく寂しい状態。一人で寂しい感じ。 ,"She felt lonely after moving."
clever,利口な,頭の回転がよい。賢いが、ときに要領のよさも含む。 ,"The coach praised a clever effort."
couch,長いす,身近な物を表す「長いす」。形・用途・持ち物の説明で使う。 ,"The note explained the couch in plain words."
bucket,バケツ,身近な物を表す「バケツ」。形・用途・持ち物の説明で使う。 ,"The guide mentioned the bucket near the entrance."
cop,警官,人・役割を表す「警官」。家族・職業・立場を示す語。 ,"A client asked about the cop after lunch."
bee,はち,動物の「はち」。種類や特徴を言う基本名詞。 ,"The bee moved quietly."
fairy,妖精,小さな魔法の存在。妖精を表す物語語。 ,"The visitor noticed the fairy near the doorway."
album,アルバム,身近な物を表す「アルバム」。形・用途・持ち物の説明で使う。 ,"The presenter pointed to the album on the slide."
is,～である、です,be動詞の現在形。主語の状態・存在をつなぐ。 ,"She is at home now."
bicycle,自転車,身近な物を表す「自転車」。形・用途・持ち物の説明で使う。 ,"The guide marked the bicycle on the map."
ugly,醜い,見た目や性質が不快な状態。醜い・ひどいに使う。 ,"The old wall looked ugly."
toy,おもちゃ,身近な物を表す「おもちゃ」。形・用途・持ち物の説明で使う。 ,"A photo showed the toy beside the road."
rabbit,ウサギ,動物の「ウサギ」。種類や特徴を言う基本名詞。 ,"The rabbit moved quietly."
frog,カエル,動物の「カエル」。種類や特徴を言う基本名詞。 ,"The frog moved quietly."
candy,砂糖菓子,食べ物・飲み物の「砂糖菓子」。食事や好みの話で使う。 ,"The menu listed the candy under lunch specials."
drum,太鼓,身近な物を表す「太鼓」。形・用途・持ち物の説明で使う。 ,"The guide mentioned the drum near the entrance."
salad,サラダ,食べ物・飲み物の「サラダ」。食事や好みの話で使う。 ,"The waiter carried the salad to table five."
sunshine,日光,「日光」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the sunshine near the entrance."
taxi,タクシー,身近な物を表す「タクシー」。形・用途・持ち物の説明で使う。 ,"The visitor noticed the taxi near the doorway."
rose,バラの花,「バラの花」を表す語。物事・考え・状態を表す基本名詞。 ,"The presenter pointed to the rose on the slide."
temple,こめかみ,場所を表す「こめかみ」。行き先・位置・活動場所の説明に使う。 ,"The temple opened early for visitors."
prince,王子,人・役割を表す「王子」。家族・職業・立場を示す語。 ,"The invoice listed the prince clearly."
tomato,トマト,食べ物・飲み物の「トマト」。食事や好みの話で使う。 ,"The recipe calls for the tomato at the end."
best,最もよい、最高の,good/wellの最上級。いちばんよい、最善の意味。 ,"The teacher chose a best example."
swimming,水泳,「水泳」を表す語。物事・考え・状態を表す基本名詞。 ,"The manual listed the swimming under tools."
boring,退屈な,人を退屈させる性質。boredは「退屈している」。 ,"The report noted a boring pattern."
pet,愛がん動物,「愛がん動物」を表す語。物事・考え・状態を表す基本名詞。 ,"The pet moved quietly."
bell,鐘,「鐘」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the bell near the entrance."
