english,japanese,detail,sample
mountaintop,山頂,具体的な物・場所を指す語。「山頂」を場面の名詞として使う。 ,"The hikers photographed the mountaintop at sunrise."
earache,耳痛,具体的な物・場所を指す語。「耳痛」を場面の名詞として使う。 ,"The patient asked about the earache after the exam."
gravy,グレービー,「グレービー」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a gravy decision."
vein,静脈,具体的な物・場所を指す語。「静脈」を場面の名詞として使う。 ,"A photo showed the vein beside the road."
saucepan,シチューなべ,「シチューなべ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the saucepan under tools."
sundial,日時計,「日時計」を表す語。人・物の性質・状態を表す形容詞。 ,"A sundial wind moved through the trees."
paradise,天国,「天国」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the paradise in plain words."
seawater,海水,「海水」を表す語。その役割を持つ人・物を表す名詞。 ,"Seawater splashed over the deck."
bin,ふたつきの大箱,「ふたつきの大箱」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the bin clearly."
tracksuit,トラックスーツ,「トラックスーツ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team checked the tracksuit before leaving."
tuna,マグロ,具体的な物・場所を指す語。「マグロ」を場面の名詞として使う。 ,"The visitor noticed the tuna near the doorway."
wristwatch,腕時計,具体的な物・場所を指す語。「腕時計」を場面の名詞として使う。 ,"The presenter pointed to the wristwatch on the slide."
englishman,イギリス人,「イギリス人」を表す語。その役割を持つ人・物を表す名詞。 ,"The englishman arrived early for the workshop."
seaweed,海草,「海草」を表す語。人・物の性質・状態を表す形容詞。 ,"The hikers crossed a seaweed slope."
hearted,心を持った、～な心の,「心を持った」を表す語。人・物の性質・状態を表す形容詞。 ,"A hearted scene opened the film."
cabin,小屋,具体的な物・場所を指す語。「小屋」を場面の名詞として使う。 ,"A photo showed the cabin beside the road."
ginger,ショウガ,「ショウガ」を表す語。その役割を持つ人・物を表す名詞。 ,"The manual listed the ginger under tools."
visa,査証,「査証」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the visa to the case."
kettle,やかん,具体的な物・場所を指す語。「やかん」を場面の名詞として使う。 ,"The note explained the kettle in plain words."
dolphin,イルカ,具体的な物・場所を指す語。「イルカ」を場面の名詞として使う。 ,"The guide mentioned the dolphin near the entrance."
maple,カエデ,「カエデ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the maple clearly."
jungle,密林,「密林」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team checked the jungle before leaving."
washbowl,洗面器,具体的な物・場所を指す語。「洗面器」を場面の名詞として使う。 ,"The visitor noticed the washbowl near the doorway."
sports,スポーツ,「スポーツ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Sports teach teamwork."
engaged,忙しい,「忙しい」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked an engaged phrase."
indoors,室内に,「室内に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The boat drifted indoors across the lake."
provided,～という条件で、提供された,条件を付ける表現。provided thatで「～ならば」。 ,"The coach praised a provided effort."
forbidden,禁じられた,「禁じられた」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A photo showed the forbidden beside the road."
regarding,～に関して,「関して」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to regarding it safely."
goods,商品、品物,売買される物品が主な意味。複数形で商品・財産を表す。 ,"The report connected the goods to the case."
amazed,びっくりぎょうてんした,「びっくりぎょうてんした」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose an amazed example."
farther,さらに遠く,「さらに遠く」を表す語。動きや変化を表し、比喩にも広がる。 ,"They tried to farther the sketch after lunch."
physics,物理学,「物理学」を表す語。科学・学問分野の文脈で使われる。 ,"The librarian set the physics near the entrance."
animated,生き生きした、アニメの,「生き生きした」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose an animated example."
graphics,画像、図表,具体的な物・場所を指す語。「画像」を場面の名詞として使う。 ,"The visitor noticed the graphics near the doorway."
involved,関わっている、複雑な,「関わっている」を表す語。動きや変化を表し、比喩にも広がる。 ,"The report noted an involved pattern."
relaxing,リラックスさせる,「リラックスさせる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the relaxing at the end."
shocking,びっくりさせる,「びっくりさせる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide suggested a shocking method."
confusing,混乱させる,「混乱させる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The teacher asked about the confusing after class."
delighted,うれしい,「うれしい」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a delighted phrase."
exhausted,疲れ果てた,「疲れ果てた」を表す語。人・物の性質・状態を表す形容詞。 ,"She felt exhausted after work."
satisfied,満足した,「満足した」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a satisfied effort."
encouraging,励みになる,「励みになる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The note explained the encouraging in plain words."
threatening,脅すような,「脅すような」を表す語。人・物の性質・状態を表す形容詞。 ,"The chef served a threatening sauce."
telecommunications,電気通信,「電気通信」を表す語。科学・学問分野の文脈で使われる。 ,"Telecommunications connects people."
united,結束した、統一された,「結束した」を表す語。人・物の性質・状態を表す形容詞。 ,"The team was united."
data,データ、資料,「データ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The data show a steady rise."
project,計画、～を投影する,前へ投げ出すイメージ。計画、投影、予測に広がる。 ,"The project began with a sketch."
