english,japanese,detail,sample
follow,～の後について行く；従う,後ろに続く感じ。人・順序・規則に従う意味もある。「の後について行く」の意味もある。 ,"Follow the signs to the exit."
include,～を含む,全体の中に入れて数える感じ。含む・含める。 ,"Include your phone number on the form."
act,行い；行動する,実際に動く・行うこと。行為・演じる意味にも使う。意味は「行い」・「行動する」などに分かれる。 ,"The teacher asked about the act after class."
report,報告,「報告」という動き・変化を表す語。人・物への働きかけを表す。 ,"A photo showed the report beside the road."
law,法,社会の決まり。法律・法則の両方に使う。 ,"The law applies to all drivers."
less,もっと少ない,「もっと少ない」という性質を表す語。人・物・状況の様子を表す。 ,"This option costs less."
even,平らな,「平らな」という性質を表す語。人・物・状況の様子を表す。 ,"Even the dog noticed the thunder."
during,～の間ずっと,時を表す「～の間ずっと」。予定・順序・期間を説明する時に使う。 ,"No one spoke during the movie."
company,来客,「来客」を表す語。物事・考え・状態を表す基本名詞。 ,"The company opened a small office."
increase,増える,「増える」という動き・変化を表す語。人・物への働きかけを表す。 ,"Rain can increase the river level."
far,遠くに,「遠くに」を表す語。物事・考え・状態を表す基本名詞。 ,"The farm is far from the city."
area,面積,「面積」を表す語。物事・考え・状態を表す基本名詞。 ,"The area floods after heavy rain."
government,政府,「政府」を表す語。物事・考え・状態を表す基本名詞。 ,"The government announced new safety rules."
court,中庭,判断や競技の場。裁判所・中庭・コートに使う。 ,"The court heard the case on Monday."
public,公の,人々全体に開かれた状態。公の・公共の意味。 ,"A public garden opened near city hall."
upon,～の上に,「～の上に」を表す語。物事・考え・状態を表す基本名詞。 ,"Once upon a time, there was a king."
however,しかしながら；どんなに～でも,「しかしながら；どんなに～でも」を表す語。物事・考え・状態を表す基本名詞。「どんなにでも」の意味もある。 ,"However, the route needs more time."
value,価値,大切さや金額。価値・値・評価する動詞にもなる。 ,"The value of the painting rose."
power,能力,物事を動かす力。権力・電力・能力にも使う。 ,"The power failed during the storm."
while,時間,「時間」を表す語。物事・考え・状態を表す基本名詞。 ,"She hummed while she cooked."
member,一員,「一員」を表す語。物事・考え・状態を表す基本名詞。 ,"The member arrived early for the workshop."
country,国,「国」を表す語。物事・考え・状態を表す基本名詞。 ,"The country exported tea and wool."
effect,結果,原因から生じた結果。効果・影響を表す。 ,"The effect lasted for several hours."
without,～なしに,「～なしに」を表す語。物事・考え・状態を表す基本名詞。 ,"She crossed the room without a sound."
rate,割合,割合や速さ。料金・評価の意味にも広がる。 ,"The checklist included the rate at the end."
control,統制,思い通りに動かすこと。支配・管理・制御を表す。 ,"The article described the control with an example."
