english,japanese,detail,sample
timely,時宜を得た、適時の,ちょうどよい時に合っている状態。timely adviceなど。 ,"Your advice was timely."
continually,ひんぱんに、絶えず,「ひんぱんに」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The guard moved continually along the hallway."
gallon,ガロン（液量の単位）,具体的な物・場所を指す語。「ガロン（液量の単位）」を場面の名詞として使う。 ,"The note explained the gallon in plain words."
rage,激怒、猛威,「激怒」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The letter was full of rage."
ecology,生態学、生態系,「生態学」を表す語。人・物の性質・状態を表す形容詞。 ,"Ecology studies relationships in nature."
bold,大胆な、太字の,「大胆な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The artist used a bold color."
beast,獣、野獣,「獣」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the beast near the doorway."
bow,おじぎする、弓,体を曲げる動作と、弓形の物の両方を表す。 ,"The bow arrived early for the meeting."
marble,大理石、ビー玉,「大理石」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The checklist included the marble at the end."
entertain,～を楽しませる、もてなす,「楽しませる」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please entertain it after checking the instructions."
hesitate,ためらう,「ためらう」を表す語。動きや変化を表し、比喩にも広がる。 ,"Children sometimes hesitate near the fountain."
certainty,確実性、確信,「確実性」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a certainty phrase."
shame,恥、残念なこと,「恥」を表す語。人の性質・感情・状態を表す抽象語。 ,"The room felt shame after the announcement."
champion,優勝者,「優勝者」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The champion arrived early for the workshop."
pregnant,妊娠している,「妊娠している」を表す語。動きや変化を表し、比喩にも広がる。 ,"The editor marked a pregnant phrase."
prescription,処方箋、規定,「処方箋」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked prescription to climate change."
discourage,～を思いとどまらせる,「思いとどまらせる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to discourage it."
curtain,カーテン、幕,具体的な物・場所を指す語。「カーテン」を場面の名詞として使う。 ,"The team checked the curtain before leaving."
tablet,錠剤、タブレット,具体的な物・場所を指す語。「錠剤」を場面の名詞として使う。 ,"The visitor noticed the tablet near the doorway."
soul,魂、精神,「魂」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the soul on the slide."
miracle,奇跡,「奇跡」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The checklist included the miracle at the end."
survivor,生存者,「生存者」を表す語。その役割を持つ人・物を表す名詞。 ,"The survivor arrived early for the workshop."
prepared,準備ができた,「準備ができた」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a prepared decision."
ink,のインク,具体的な物・場所を指す語。「インク」を場面の名詞として使う。 ,"A photo showed the ink beside the road."
hammer,金づち,「金づち」を表す語。その役割を持つ人・物を表す名詞。 ,"The manual listed the hammer under tools."
faint,かすかな、気絶する,「かすかな」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the faint to the case."
grave,重大な、墓,重く深刻なイメージ。形容詞の重大な、名詞の墓がある。 ,"The room had a grave feeling."
temper,気性、機嫌,「感情の熱さ・気性」から、機嫌や怒りっぽさを表す。 ,"The letter was full of temper."
trim,～を刈る、整える,「刈る」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to trim it safely."
nonetheless,それにもかかわらず,「それにもかかわらず」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"Nonetheless, the route needs more time."
unexpected,予期しない,「予期しない」を表す語。人・物の性質・状態を表す形容詞。 ,"The result was unexpected."
inscription,記すこと,「記すこと」を表す語。行為・過程・結果を名詞で表す。 ,"The study measured inscription across three groups."
fade,薄れる、色あせる,「薄れる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the fade at the end."
permanently,永久に,「永久に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The machine ran permanently after the repair."
unfortunate,不運な,「不運な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The committee made an unfortunate decision."
bubble,泡、泡立つ,具体的な物・場所を指す語。「泡」を場面の名詞として使う。 ,"A photo showed the bubble beside the road."
urgent,緊急の,「緊急の」を表す語。人・物の性質・状態を表す形容詞。 ,"The room had an urgent feeling."
supporter,支持者,「支持者」を表す語。その役割を持つ人・物を表す名詞。 ,"The supporter arrived early for the workshop."
packing,荷造り、包装材,「荷造り」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose a packing route."
boom,好景気、急増する,「好景気」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide mentioned the boom near the entrance."
mentally,精神的に,「精神的に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The door closed mentally behind us."
impressive,印象的な,「印象的な」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked an impressive phrase."
heel,かかと,具体的な物・場所を指す語。「かかと」を場面の名詞として使う。 ,"The visitor noticed the heel near the doorway."
slot,細長い穴、時間枠,「細い差し込み口」から、予定表の時間枠にも使う。 ,"The calendar marked the slot in blue."
inject,～を注射する、注入する,「注射する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please inject it after checking the instructions."
outdoor,屋外の,「屋外の」を表す語。その役割を持つ人・物を表す名詞。 ,"The artist used an outdoor color."
triumph,勝利、大成功,「勝利」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher asked about the triumph after class."
viewpoint,観点,「観点」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A photo showed the viewpoint beside the road."
confirmation,確認、承認,「確認」を表す語。行為・過程・結果を名詞で表す。 ,"The lecture explored confirmation through real cases."
rid,～を取り除く,不要なものを取り除く語。rid A of Bの形でよく使う。 ,"Please rid it after checking the instructions."
encouragement,励まし,「励まし」を表す語。行為・過程・結果を名詞で表す。 ,"The debate revealed encouragement after the vote."
garment,衣服,「衣服」を表す語。行為・過程・結果を名詞で表す。 ,"The study measured garment across three groups."
eager,熱心な、しきりに～したい,「熱心な」を表す語。その役割を持つ人・物を表す名詞。 ,"The committee made an eager decision."
alcoholic,アルコールの、アルコール依存の,「アルコールの」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose an alcoholic example."
ration,配給量、～を配給する,「配給量」を表す語。動きや変化を表し、比喩にも広がる。 ,"The committee discussed ration for an hour."
comedy,喜劇,「喜劇」を表す語。人・物の性質・状態を表す形容詞。 ,"The artist used a comedy color."
deadline,最終期限,「最終期限」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The checklist included the deadline at the end."
hatch,孵化する、ふた,「孵化する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the hatch with an example."
nowhere,どこにも～ない,「どこにも～ない」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"There was nowhere to sit."
fantasy,想像,「想像」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a fantasy phrase."
flock,群れ、群がる,「群れ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the flock under tools."
submarine,潜水艦、海底の,具体的な物・場所を指す語。「潜水艦」を場面の名詞として使う。 ,"A field note described the submarine after the storm."
offensive,攻撃的な、不快な,相手を攻める・不快にさせるイメージ。攻撃的にも無礼にも。 ,"The coach praised an offensive effort."
sickness,病気、吐き気,「病気」を表す語。性質・状態そのものを名詞で表す。 ,"A sickness result changed the treatment."
traditionally,伝説的に,「伝説的に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The child listened traditionally during the story."
cage,おり,「おり」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team checked the cage before leaving."
disabled,障がいのある、無効にされた,「障がいのある」を表す語。動きや変化を表し、比喩にも広がる。 ,"The visitor noticed the disabled near the doorway."
thumb,親指,具体的な物・場所を指す語。「親指」を場面の名詞として使う。 ,"The presenter pointed to the thumb on the slide."
distinctly,はっきりと,「はっきりと」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She spoke distinctly to the visitor."
dirt,泥、汚れ,具体的な物・場所を指す語。「泥」を場面の名詞として使う。 ,"The article described the dirt with an example."
unemployed,失業中の,「失業中の」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted an unemployed pattern."
advertise,～を宣伝する,「宣伝する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to advertise it."
ecosystem,生態系,「生態系」を表す語。科学・学問分野の文脈で使われる。 ,"The librarian set the ecosystem near the entrance."
bullet,弾丸,具体的な物・場所を指す語。「弾丸」を場面の名詞として使う。 ,"The report connected the bullet to the case."
toss,～を軽く投げる,「軽く投げる」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please toss it after checking the instructions."
destructive,破壊的な,「破壊的な」を表す語。人・物の性質・状態を表す形容詞。 ,"A destructive color filled the evening sky."
puzzle,悩ませる物,「悩ませる物」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the puzzle clearly."
candle,ろうそく,「ろうそく」を表す語。動きや変化を表し、比喩にも広がる。 ,"The team checked the candle before leaving."
straw,麦わら,具体的な物・場所を指す語。「麦わら」を場面の名詞として使う。 ,"The visitor noticed the straw near the doorway."
lightly,軽く,「軽く」を表す語。動きや変化を表し、比喩にも広がる。 ,"The team worked lightly through the night."
useless,無益な,「無益な」を表す語。人・物の性質・状態を表す形容詞。 ,"The old key was useless."
mess,散らかった状態、混乱,「散らかった状態」を表す語。人の性質・感情・状態を表す抽象語。 ,"The room felt mess after the announcement."
vague,あいまいな,「あいまいな」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The committee made a vague decision."
yell,叫ぶ,「叫ぶ」を表す語。動きや変化を表し、比喩にも広がる。 ,"A photo showed the yell beside the road."
sleeve,袖,具体的な物・場所を指す語。「袖」を場面の名詞として使う。 ,"The manual listed the sleeve under tools."
patience,忍耐,「忍耐」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked patience to climate change."
conquer,～を征服する、克服する,「征服する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to conquer it."
willingness,意欲、快くする気持ち,「意欲」を表す語。性質・状態そのものを名詞で表す。 ,"The room felt willingness after the announcement."
feast,ごちそう、祝宴,「ごちそう」を表す語。動きや変化を表し、比喩にも広がる。 ,"A diagram showed the feast clearly."
carpet,じゅうたん,「じゅうたん」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Tourists photographed the carpet near the station."
tremble,震える,「震える」を表す語。動きや変化を表し、比喩にも広がる。 ,"The visitor noticed the tremble near the doorway."
outward,外側への、外見上の,「外側への」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The door opened outward onto the balcony."
parental,親の,「親の」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a parental effort."
scare,～を怖がらせる、恐怖,「怖がらせる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to scare it safely."
scratch,ひっかく、傷,「ひっかく」を表す語。動きや変化を表し、比喩にも広がる。 ,"The teacher asked about the scratch after class."
positively,断固として,「断固として」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The boat drifted positively across the lake."
vain,無駄な、うぬぼれた,「成果が出ないむなしさ」から、うぬぼれた性格にも使う。 ,"The manual listed the vain under tools."
nationalist,国家主義者,「国家主義者」を表す語。その役割を持つ人・物を表す名詞。 ,"The nationalist arrived early for the workshop."
lawful,合法の,「合法の」を表す語。人・物の性質・状態を表す形容詞。 ,"The lawyer found a lawful clause."
improper,不適切な,「不適切な」を表す語。その役割を持つ人・物を表す名詞。 ,"The report noted an improper pattern."
settler,移住者、入植者,「移住者」を表す語。その役割を持つ人・物を表す名詞。 ,"The settler arrived early for the workshop."
hunger,空腹、渇望,「空腹」を表す語。その役割を持つ人・物を表す名詞。 ,"The team checked the hunger before leaving."
officially,公式に,「公式に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The guard moved officially along the hallway."
socially,社会的に、社交上,「社会的に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The machine ran socially after the repair."
stupid,ばかな、愚かな,「ばかな」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The editor marked a stupid phrase."
devotion,献身、深い愛情,「献身」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked devotion to climate change."
