english,japanese,detail,sample
feature,特徴；顔立ち,「目立つ特徴」から、機能・特色・顔立ちにも使う。 ,"The kitchen smelled of the feature all morning."
perform,～を行う；演じる,人前または決めた手順で行うこと。実行・演技に使う。「演じる」の意味もある。 ,"The guide showed us how to perform it."
direction,方向,向かう向きや指示。方向・説明・指図に使う。 ,"A short story illustrated direction clearly."
improve,～を改善する；よくなる,「～を改善する；よくなる」という動き・変化を表す語。人・物への働きかけを表す。 ,"The training video shows how to improve it safely."
discussion,議論,意見を出し合う話し合い。議論・討論を表す。 ,"The committee discussed discussion for an hour."
weight,重さ,重さ。比喩で重要性・重みの意味にも使う。 ,"The weight bent the thin shelf."
mention,～に言及する,「～に言及する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The speaker defined mention with a simple example."
agent,代理人,代わりに動く人やもの。代理人・薬剤・作用物にも使う。 ,"The doctor explained the agent to the patient."
explain,～を説明する,「～を説明する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Explain the rule with an example."
staff,つえ,組織で働く人たち全体。職員・スタッフを集合的に指す。 ,"The report connected the staff to the case."
physical,身体の,体や物質に関係する。身体の・物理的なの意味。 ,"The teacher chose a physical example."
detail,ささいなこと,細かい部分。詳細・細部を表す。 ,"Every detail matters."
wide,幅の広い,「幅の広い」という性質を表す語。人・物・状況の様子を表す。 ,"A wide river separated the towns."
separate,～を分ける；別々の,「～を分ける；別々の」という動き・変化を表す語。人・物への働きかけを表す。 ,"The training video shows how to separate it safely."
attention,注意,意識を向けること。注意・注目・配慮に使う。 ,"The committee discussed attention for an hour."
chairman,議長,会議や組織をまとめる人。議長・会長を表す。 ,"The presenter pointed to the chairman on the slide."
final,最終の,「最終の」という性質を表す語。人・物・状況の様子を表す。 ,"The final train left at midnight."
credit,信用,「信頼や評価」から、信用・単位・クレジットにも使う。 ,"The article described the credit with an example."
original,元の；独創的な,最初の形や独自のもの。原作の・独創的なの意味。「元の」の意味もある。 ,"The team chose an original route."
decide,～を決める,「～を決める」という動き・変化を表す語。人・物への働きかけを表す。 ,"Decide the route before morning."
normal,正常な,基準から外れていない状態。普通の・正常な。 ,"A normal color filled the evening sky."
across,～を横切って；向こう側に,「～を横切って；向こう側に」という動き・変化を表す語。人・物への働きかけを表す。 ,"A fox ran across the road."
communication,伝達,情報や気持ちを伝え合うこと。連絡・意思疎通。 ,"Her voice carried a hint of communication."
appropriate,適切な,「適切な」という性質を表す語。人・物・状況の様子を表す。 ,"The teacher chose an appropriate example."
text,原文,「原文」を表す語。物事・考え・状態を表す基本名詞。 ,"A diagram showed the text clearly."
hundred,100、百,数を表す語。100、百という数量や順番の表現に使う。 ,"Hundred guests arrived before noon."
exchange,交換；～を交換する,「交換；～を交換する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The visitor noticed the exchange near the doorway."
blood,血,「血」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the blood near the entrance."
simple,簡単な,「簡単な」という性質を表す語。人・物・状況の様子を表す。 ,"The team chose a simple route."
trust,信頼,「信頼」という動き・変化を表す語。人・物への働きかけを表す。 ,"The article described the trust with an example."
scale,規模；目盛り；はかり,「規模；目盛り；はかり」を表す語。物事・考え・状態を表す基本名詞。 ,"Use the scale to weigh the box."
significant,重要な,無視できないほど重要な状態。重大な・意味のある。 ,"The editor marked a significant phrase."
heat,熱さ,「熱さ」を表す語。物事・考え・状態を表す基本名詞。 ,"Heat the soup slowly."
whom,だれを、だれに,「だれを、だれに」を表す語。物事・考え・状態を表す基本名詞。 ,"Whom arrived early."
contact,接触,「接触」を表す語。物事・考え・状態を表す基本名詞。 ,"The note explained the contact in plain words."
recent,最近の,「最近の」という性質を表す語。人・物・状況の様子を表す。 ,"A recent color filled the evening sky."
modern,現代の,「現代の」という性質を表す語。人・物・状況の様子を表す。 ,"Modern trains stop at this platform."
fail,失敗する,「失敗する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The team checked the fail before leaving."
basic,基礎の,「基礎の」という性質を表す語。人・物・状況の様子を表す。 ,"The team chose a basic route."
consist,成る,「成る」という動き・変化を表す語。人・物への働きかけを表す。 ,"The presenter pointed to the consist on the slide."
likely,しそうな,「しそうな」という性質を表す語。人・物・状況の様子を表す。 ,"It is likely to rain tonight."
drug,薬,「薬」を表す語。物事・考え・状態を表す基本名詞。 ,"The article described the drug with an example."
chemical,化学の,物質の性質や反応に関係する語。化学の・化学物質。 ,"The class found a chemical pattern in the story."
depend,頼る,「頼る」という動き・変化を表す語。人・物への働きかけを表す。 ,"A photo showed the depend beside the road."
deep,深い,「深い」という性質を表す語。人・物・状況の様子を表す。 ,"A deep crack split the ice."
finally,最後に,時を表す「最後に」。予定・順序・期間を説明する時に使う。 ,"They finally arrived."
image,像,心や画面に浮かぶ像。画像・印象・イメージに使う。 ,"The technician tested the image in the lab."
voice,声,人が出す声。発言権・表現の調子にも使う。 ,"His voice carried across the hall."
prevent,～を防ぐ,「～を防ぐ」という動き・変化を表す語。人・物への働きかけを表す。 ,"The training video shows how to prevent it safely."
metal,金属,「金属」を表す語。物事・考え・状態を表す基本名詞。 ,"The editor marked a metal phrase."
lack,不足；～を欠く,「不足；～を欠く」という動き・変化を表す語。人・物への働きかけを表す。 ,"The visitor noticed the lack near the doorway."
thousand,1000、千,数を表す語。1000、千という数量や順番の表現に使う。 ,"Thousand guests arrived before noon."
instead,その代わりに,「その代わりに」を表す語。物事・考え・状態を表す基本名詞。 ,"Instead, the route needs more time."
branch,枝,「枝」を表す語。物事・考え・状態を表す基本名詞。 ,"The article described the branch with an example."
rock,岩片,「岩片」を表す語。物事・考え・状態を表す基本名詞。 ,"The teacher asked about the rock after class."
beyond,～を越えて；～の向こうに,「～を越えて；～の向こうに」という動き・変化を表す語。人・物への働きかけを表す。 ,"The mountains are beyond the town."
film,薄皮,「薄皮」を表す語。物事・考え・状態を表す基本名詞。 ,"The manual listed the film under tools."
error,誤り,「誤り」を表す語。物事・考え・状態を表す基本名詞。 ,"The error appeared in the last column."
impact,衝突,強くぶつかる効果。衝撃・影響を表す。 ,"The note explained the impact in plain words."
shape,形,外から見える形。形作る動詞にもなる。 ,"The shape looked like a shell."
indeed,実に,「実に」を表す語。物事・考え・状態を表す基本名詞。 ,"The report noted an indeed pattern."
manager,支配人,「支配人」を表す語。物事・考え・状態を表す基本名詞。 ,"The manager arrived early for the workshop."
importance,重要性,大切さの度合い。重要性を表す。 ,"A short story illustrated importance clearly."
professional,専門職の；プロの,「専門職の；プロの」という性質を表す語。人・物・状況の様子を表す。 ,"The teacher chose a professional example."
forest,森林,「森林」を表す語。物事・考え・状態を表す基本名詞。 ,"The forest grew quiet after snow."
latter,後者の、後半の,「後者の、後半の」という性質を表す語。人・物・状況の様子を表す。 ,"The latter chapter explains the rule."
task,仕事,やるべき一つの仕事。課題・任務を表す。 ,"A client asked about the task after lunch."
fee,料金,サービスに対して払う料金。会費・手数料に使う。 ,"A photo showed the fee beside the road."
attack,攻撃；～を攻撃する,「攻撃；～を攻撃する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The manual listed the attack under tools."
achieve,～を達成する,「～を達成する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please achieve it after checking the instructions."
description,記述,特徴を言葉で説明したもの。記述・説明文。 ,"The debate revealed description after the vote."
thought,考えること,考えた内容。考え・思考・思いやりにも使う。 ,"A strange thought crossed his mind."
principal,主要な；校長,「主要な；校長」を表す語。物事・考え・状態を表す基本名詞。 ,"The committee made a principal decision."
plate,平皿,「平皿」を表す語。物事・考え・状態を表す基本名詞。 ,"The kitchen smelled of plate."
inch,インチ,「インチ」を表す語。物事・考え・状態を表す基本名詞。 ,"The visitor noticed the inch near the doorway."
proper,適切な,目的や状況に合って正しい。適切な・本来の。 ,"The class found a proper pattern in the story."
ability,能力,何かができる力。能力・才能を表す。 ,"Her ability improved with daily practice."
simply,簡単に,動作や状態の程度・様子を表す語。「簡単に」の感じを加える。 ,"The door closed simply behind us."
clearly,はっきりと,動作や状態の程度・様子を表す語。「はっきりと」の感じを加える。 ,"Clearly, the bridge needs repairs."
earth,地球,自然や天候に関する「地球」。季節・空・環境の話で使う。 ,"The earth smelled fresh after rain."
release,～を解放する；発表する,「～を解放する；発表する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Workers learned to release it during practice."
affair,事,「事」を表す語。物事・考え・状態を表す基本名詞。 ,"The report connected the affair to the case."
actually,実際に,動作や状態の程度・様子を表す語。「実際に」の感じを加える。 ,"Actually, the station is behind us."
strength,力,強さや長所。力・強度・強みを表す。 ,"Strength comes with practice."
nearly,ほとんど,動作や状態の程度・様子を表す語。「ほとんど」の感じを加える。 ,"The glass nearly slipped from his hand."
strike,～を打つ；ストライキ,「～を打つ；ストライキ」という動き・変化を表す語。人・物への働きかけを表す。 ,"Workers learned to strike it during practice."
reflect,～を反射する；反映する,「～を反射する；反映する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The guide showed us how to reflect it."
mark,跡,「跡」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the mark near the entrance."
advantage,有利な立場,有利になる点。利点・優位を表す。 ,"This gives us an advantage."
print,～を印刷する,「～を印刷する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please print it after checking the instructions."
electric,電気の,「電気の」という性質を表す語。人・物・状況の様子を表す。 ,"The report noted an electric pattern."
choice,選択,選ぶ行為や選ばれたもの。選択・選択肢。 ,"Her choice surprised the committee."
expression,言葉で表すこと,外に表れた言葉や顔つき。表現・表情に使う。 ,"A short story illustrated expression clearly."
round,丸い；一周；～を回る,「丸い；一周；～を回る」という動き・変化を表す語。人・物への働きかけを表す。 ,"The report connected the round to the case."
forward,前方へ,「前方へ」を表す語。物事・考え・状態を表す基本名詞。 ,"Step forward when your name is called."
speed,速いこと,「速いこと」を表す語。物事・考え・状態を表す基本名詞。 ,"Speed matters on the rescue boat."
wave,揺れる,「揺れる」を表す語。物事・考え・状態を表す基本名詞。 ,"A diagram showed the wave clearly."
award,賞；～に賞を与える,「賞；～に賞を与える」という動き・変化を表す語。人・物への働きかけを表す。 ,"The path turned award near the cliff."
avoid,～を避ける,「～を避ける」という動き・変化を表す語。人・物への働きかけを表す。 ,"Avoid the road during the parade."
fix,～を固定する；修理する,「～を固定する；修理する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please fix it after checking the instructions."
police,警察,「警察」を表す語。物事・考え・状態を表す基本名詞。 ,"The checklist included the police at the end."
difficulty,難しさ,簡単でないこと。困難・難しさ・問題点を表す。 ,"The article described the difficulty with an example."
budget,予算,使えるお金の枠。予算・予算を立てる動詞にも。 ,"Workers need to budget the proposal safely."
success,成功,目標を達成した結果。成功・成功者にも使う。 ,"A photo showed the success beside the road."
fear,恐れ,危険を予想する気持ち。恐れ・恐怖を表す。 ,"Fear kept the hikers close together."
instrument,器具,目的に使う道具。楽器・器具・手段に使う。 ,"The article linked instrument to climate change."
load,荷,「荷」を表す語。物事・考え・状態を表す基本名詞。 ,"The note explained the load in plain words."
meaning,目的,言葉や行為が示す内容。意味・意義を表す。 ,"The guide suggested a meaning method."
educational,教育の,「教育の」という性質を表す語。人・物・状況の様子を表す。 ,"The program was educational."
doubt,疑い,本当か迷う気持ち。疑い・疑う動詞として使う。 ,"Doubt the rumor until you check it."
argument,論争,理由を出して争うこと。議論・口論・主張に使う。 ,"The debate revealed argument after the vote."
male,男性の,「男性の」という性質を表す語。人・物・状況の様子を表す。 ,"The coach praised a male effort."
female,雌の,「雌の」という性質を表す語。人・物・状況の様子を表す。 ,"The coach praised a female effort."
daily,毎日の,時を表す「毎日の」。予定・順序・期間を説明する時に使う。 ,"The machine ran daily after the repair."
schedule,時間表,時間順に並べた予定。予定表・予定する動詞もある。 ,"The calendar marked the schedule in blue."
truth,真実,事実に合っていること。真実・本当のこと。 ,"Truth matters in a courtroom."
strategy,兵法,目的に向かう大きな計画。戦略・作戦を表す。 ,"The manual listed the strategy under tools."
assistant,助手,人・役割を表す「助手」。家族・職業・立場を示す語。 ,"A client asked about the assistant after lunch."
square,正方形,四角い形。広場・二乗・正方形にも使う。 ,"The note explained the square in plain words."
scientific,科学の,「科学の」という性質を表す語。人・物・状況の様子を表す。 ,"A scientific question started the debate."
fully,十分に,動作や状態の程度・様子を表す語。「十分に」の感じを加える。 ,"The door closed fully behind us."
village,村,「村」を表す語。物事・考え・状態を表す基本名詞。 ,"The village opened early for visitors."
search,捜索；～を探す,「捜索；～を探す」という動き・変化を表す語。人・物への働きかけを表す。 ,"A shadow covered the search by the river."
certainly,確かに,動作や状態の程度・様子を表す語。「確かに」の感じを加える。 ,"Certainly, the route needs more time."
handle,取って,「取って」という動き・変化を表す語。人・物への働きかけを表す。 ,"The checklist included the handle at the end."
net,網,「網」を表す語。物事・考え・状態を表す基本名詞。 ,"The article described the net with an example."
citizen,国民,国や町の一員。市民・国民を表す。 ,"Every citizen can vote."
argue,議論する,「議論する」という動き・変化を表す語。人・物への働きかけを表す。 ,"A photo showed the argue beside the road."
recently,近ごろ,時を表す「近ごろ」。予定・順序・期間を説明する時に使う。 ,"She moved recently."
admit,～を認める；入れる,「～を認める；入れる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please admit it after checking the instructions."
promise,約束,将来そうすると言うこと。約束・見込みにも使う。 ,"The note explained the promise in plain words."
count,～を数える,「～を数える」という動き・変化を表す語。人・物への働きかけを表す。 ,"The guide showed us how to count it."
style,流行,人・物のやり方・見た目。様式・型を表す。 ,"A diagram showed the style clearly."
fit,適した,形や条件に合うこと。合う・健康な・適したに使う。 ,"The doctor explained the fit to the patient."
double,倍の,「倍の」という性質を表す語。人・物・状況の様子を表す。 ,"The committee made a double decision."
divide,～を分ける,「～を分ける」という動き・変化を表す語。人・物への働きかけを表す。 ,"They learned to divide the cake during training."
challenge,挑戦；～に異議を唱える,「挑戦；～に異議を唱える」を表す語。物事・考え・状態を表す基本名詞。 ,"They tried to challenge the assignment after lunch."
summary,要約,要点だけを短くまとめたもの。概要・要約。 ,"The guide suggested a summary method."
regular,いつもの,「いつもの」という性質を表す語。人・物・状況の様子を表す。 ,"The team chose a regular route."
zone,地帯,「地帯」を表す語。物事・考え・状態を表す基本名詞。 ,"A photo showed the zone beside the road."
context,前後関係,言葉や出来事を取り巻く状況。文脈・背景。 ,"The manual listed the context under tools."
useful,役に立つ,「役に立つ」を表す語。物事・考え・状態を表す基本名詞。 ,"This tool is useful."
easily,容易に,動作や状態の程度・様子を表す語。「容易に」の感じを加える。 ,"The guard moved easily along the hallway."
reply,答える,「答える」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please reply by Friday."
reveal,～を明らかにする,「～を明らかにする」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please reveal it after checking the instructions."
dead,死んだ,「死んだ」を表す語。物事・考え・状態を表す基本名詞。 ,"The team checked the dead before leaving."
