english,japanese,detail,sample
kit,用具一式,「用具一式」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the kit clearly."
golf,ゴルフ,「ゴルフ」を指す基本語。物・考え・場面を具体的に表す。 ,"The team checked the golf before leaving."
asleep,眠って,「眠って」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the asleep near the entrance."
fighter,戦う人,「戦う人」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the fighter after lunch."
brave,勇敢な,「勇敢な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked a brave phrase."
singular,非凡な,「非凡な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A singular color filled the evening sky."
married,結婚した,「結婚した」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a married effort."
spill,～をこぼす,対象に働きかける動詞。「こぼす」動作から抽象的用法にも広がる。 ,"They decided to spill it before noon."
panic,あわてふためき,「あわてふためき」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a panic route."
invade,～に侵入する,対象に働きかける動詞。「侵入する」動作から抽象的用法にも広がる。 ,"Please invade it after checking the instructions."
sandy,砂の,「砂の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a sandy example."
cooking,料理,動作を名詞・形容詞化した語。「料理」場面や状態を表す。 ,"The chef served a cooking sauce."
fortunately,運よく,「運よく」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"Fortunately, the rain stopped before the hike."
onion,タマネギ,食べ物・飲み物としての「タマネギ」が主な意味。料理や食事場面で使う。 ,"The chef added the onion to the bowl."
terrorist,テロリスト,「テロリスト」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the terrorist clearly."
folder,フォルダー、書類ばさみ,「フォルダー」を指す基本語。物・考え・場面を具体的に表す。 ,"The presenter pointed to the folder on the slide."
ruin,破滅；～を台無しにする,「破滅」という動きや変化を表す語。人・物の状態変化にも使う。「台無しにする」の意味もある。 ,"The checklist included the ruin at the end."
kindly,親切に,「親切に」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The door closed kindly behind us."
semester,一学期,「一学期」を指す基本語。物・考え・場面を具体的に表す。 ,"The teacher asked about the semester after class."
bulb,球根,「球根」を指す基本語。物・考え・場面を具体的に表す。 ,"A photo showed the bulb beside the road."
midnight,真夜中,「真夜中」を指す基本語。物・考え・場面を具体的に表す。 ,"The calendar marked the midnight in blue."
garage,車庫,「車庫」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The brochure described the garage in three languages."
glove,手袋,「手袋」を指す基本語。物・考え・場面を具体的に表す。 ,"The glove arrived early for the workshop."
bride,花嫁,「花嫁」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the bride clearly."
angel,天使,「天使」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the angel after lunch."
cruise,巡航する,船でゆっくり進む感覚。車で流すように走る意味にも使う。 ,"Experts can cruise the reservation carefully."
clue,手がかり,「手がかり」を指す基本語。物・考え・場面を具体的に表す。 ,"The clue arrived early for the workshop."
bake,～を焼く,対象に働きかける動詞。「焼く」動作から抽象的用法にも広がる。 ,"They decided to bake it before noon."
mysterious,神秘的な,「神秘的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a mysterious route."
softly,柔らかに,「柔らかに」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The team worked softly through the night."
harmful,有害な,「有害な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The report noted a harmful pattern."
tape,テープ,「テープ」を指す基本語。物・考え・場面を具体的に表す。 ,"A photo showed the tape beside the road."
cheer,歓呼,歓声や励ましが主な意味。元気づける動作にも使う。 ,"Workers need to cheer the sketch safely."
comic,漫画の；喜劇の,「漫画の」という状態・性質を表す語。人・物の特徴・評価を表す。「喜劇の」の意味もある。 ,"The teacher chose a comic example."
exam,試験,「試験」を指す基本語。物・考え・場面を具体的に表す。 ,"The exam covered chapters one to five."
pea,エンドウ豆,食べ物・飲み物としての「エンドウ豆」が主な意味。料理や食事場面で使う。 ,"The kitchen smelled of the pea at noon."
businessman,実業家,「実業家」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the businessman after lunch."
shore,岸、海岸,「岸」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"A shadow covered the shore by the river."
soda,ソーダ,食べ物・飲み物としての「ソーダ」が主な意味。料理や食事場面で使う。 ,"The chef added the soda to the bowl."
supper,夕食,食べ物・飲み物としての「夕食」が主な意味。料理や食事場面で使う。 ,"The menu listed the supper under lunch specials."
tune,曲,「曲」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the tune at the end."
mirror,鏡,「鏡」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the mirror with an example."
stove,ストーブ,「ストーブ」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the stove near the entrance."
drawer,引き出し,「引き出し」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The artist drew the drawer in charcoal."
handicapped,身体に障害のある,障害により不利がある状態。現在はdisabledなどが一般的。 ,"The handicapped parking space is near the door."
sunlight,日光,「日光」を指す基本語。物・考え・場面を具体的に表す。 ,"The report connected the sunlight to the case."
manner,方法、態度、行儀,「方法」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the manner in plain words."
policeman,警官,「警官」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the policeman clearly."
