english,japanese,detail,sample
dock,波止場・ドック,「船を着ける場所」から、港湾施設や修理用ドックにも使う。 ,"The dock opened early for visitors."
intimate,親密な,距離が近く深く知る感覚。親しい関係や私的内容に使う。 ,"The editor marked an intimate phrase."
mobility,移動性・可動性,「移動性・可動性」を表す語。性質・状態・考え方を表す抽象語。 ,"A short story illustrated mobility clearly."
blast,爆発・強い一吹き,「一気に放つ強い力」から、爆発・突風・大音量にも広がる。 ,"Hikers noticed the blast near the trail."
hybrid,混成物・雑種,異なるものを混ぜる感覚。生物・車・方式に使う。 ,"The guide marked the hybrid on the map."
recruit,～を採用する・新兵を募る,仲間に入れる感覚。採用・募集・新兵補充に使う。 ,"Workers learned to recruit it during practice."
retreat,退却する・後退する,後ろへ下がる感覚。退却・撤退・静養場所も表す。 ,"The waiter carried the retreat to table five."
offender,違反者・加害者,「違反者・加害者」を表す語。その役割・職業・立場の人を表す。 ,"The invoice listed the offender clearly."
opponent,相手・対戦相手,「相手・対戦相手」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The opponent arrived early for the meeting."
seasonal,季節の,「季節の」を表す語。人・物・状況の性質を描く形容詞。 ,"A seasonal cloud covered the ridge."
successive,連続する,「連続する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A successive color filled the evening sky."
hazardous,危険な,「危険な」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised a hazardous effort."
toxic,有毒な,「有毒な」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised a toxic effort."
tough,丈夫な・厳しい,「丈夫な・厳しい」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher chose a tough example."
tuberculosis,結核,「結核」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the tuberculosis after class."
outlook,見通し・考え方,「見通し・考え方」を表す語。外へ出る・上回る感覚に広がる。 ,"A photo showed the outlook beside the road."
electronics,電子工学・電子機器,「電子工学・電子機器」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the electronics under tools."
dip,～を少し浸す・下がる,「少し浸す・下がる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to dip it before noon."
await,～を待つ,「待つ」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to await it safely."
coarse,粗い・粗野な,「粗い・粗野な」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted a coarse pattern."
courtesy,礼儀,「礼儀」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The contract defines the courtesy in plain language."
allegation,申し立て・主張,「申し立て・主張」を表す語。行為・結果・状態を表す名詞。 ,"The study measured allegation across three groups."
dye,染料・染める,「染料・染める」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The visitor noticed the dye near the doorway."
scarcely,ほとんど～ない,「ほとんどない」を表す語。動作・判断の仕方や程度を添える。 ,"The machine ran scarcely after the repair."
hint,手がかり・ほのめかし,「手がかり・ほのめかし」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The hint arrived early for the workshop."
stake,くい・利害関係,「地面に打つ杭」から、賭け金や利害関係にも広がる。 ,"The article described the stake with an example."
economist,経済学者,「経済学者」を表す語。その役割・職業・立場の人を表す。 ,"The economist arrived early for the workshop."
adequately,適切に,「適切に」を表す語。動作・判断の仕方や程度を添える。 ,"The door closed adequately behind us."
resign,辞任する,「辞任する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The manual listed the resign under tools."
persist,粘り強く続く,「粘り強く続く」を表す語。動作・判断の仕方や程度を添える。 ,"The report connected the persist to the case."
legend,伝説,「伝説」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the legend in plain words."
dense,密度が濃い,「密度が濃い」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The editor marked a dense phrase."
actively,活発に,「活発に」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved actively along the hallway."
overlap,～と重なる,「と重なる」を表す語。基準を越える・上回る感覚が中心。 ,"The two circles overlap."
stimulation,刺激,「刺激」を表す語。行為・結果・状態を表す名詞。 ,"The committee discussed stimulation for an hour."
conceal,～を隠す,「隠す」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The report noted a conceal pattern."
query,質問・問い合わせ,「質問・問い合わせ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the query at the end."
concession,譲歩・売店,「譲歩・売店」を表す語。行為・結果・状態を表す名詞。 ,"The concession opened early for visitors."
compression,圧縮,「圧縮」を表す語。行為・結果・状態を表す名詞。 ,"The lecture explored compression through real cases."
ballot,投票用紙・投票,「投票用紙・投票」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the ballot beside the road."
rejection,拒絶・却下,「拒絶・却下」を表す語。行為・結果・状態を表す名詞。 ,"Her rejection of the offer surprised us."
plead,嘆願する・主張する,「嘆願する・主張する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The report connected the plead to the case."
sharply,鋭く,「鋭く」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved sharply along the hallway."
analyst,分析者・アナリスト,「分析者・アナリスト」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The analyst arrived early for the workshop."
hunting,狩り,「狩り」を表す語。行為・結果・状態を表す名詞。 ,"A diagram showed the hunting clearly."
cooperate,協力する,「協力する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The team checked the cooperate before leaving."
anchor,いかり・支え,動かないよう固定する感覚。支え・司会者にも使う。 ,"The anchor held the boat."
medication,薬・投薬,「薬・投薬」を表す語。行為・結果・状態を表す名詞。 ,"Take the medication after meals."
distributor,販売業者・配給者,「販売業者・配給者」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the distributor before the meeting."
independently,独立して,「独立して」を表す語。動作・判断の仕方や程度を添える。 ,"The team worked independently through the night."
promptly,敏速に,「敏速に」を表す語。動作・判断の仕方や程度を添える。 ,"The door closed promptly behind us."
inference,推論,「推論」を表す語。行為・結果・状態を表す名詞。 ,"The study measured inference across three groups."
mate,仲間・配偶者,「仲間・配偶者」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The mate arrived early for the meeting."
conscience,良心,「良心」を表す語。行為・結果・状態を表す名詞。 ,"The policy raised questions about conscience."
altitude,高度・標高,「高度・標高」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the altitude in plain words."
sue,～を告訴する,「告訴する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to sue it during practice."
rival,競争相手,「競争相手」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The coach praised a rival effort."
flee,逃げる,「逃げる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The team checked the flee before leaving."
metric,メートル法の,「メートル法の」を表す語。人・物・状況の性質を描く形容詞。 ,"The team chose a metric route."
wilderness,荒れ地,「荒れ地」を表す語。性質・状態・考え方を表す抽象語。 ,"Her essay connected wilderness with daily life."
sanitary,衛生の,「衛生の」を表す語。人・物・状況の性質を描く形容詞。 ,"The teacher chose a sanitary example."
solvent,溶剤・支払能力のある,「溶剤・支払能力のある」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The article described the solvent with an example."
grin,歯を見せて笑う,「歯を見せて笑う」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"He gave a wide grin."
obey,～に従う,「従う」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"We obey the rules."
merge,合併する・溶け合う,別々のものが一つになる感覚。会社・車線・データに使う。 ,"The team will merge the proposal before Friday."
revelation,暴露・啓示,「暴露・啓示」を表す語。行為・結果・状態を表す名詞。 ,"The article linked revelation to climate change."
explosive,爆発性の・爆発物,「爆発性の・爆発物」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The room had an explosive feeling."
genius,天才,「天才」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the genius near the entrance."
dignity,尊厳,「尊厳」を表す語。性質・状態・考え方を表す抽象語。 ,"The lecture explored dignity through real cases."
literally,文字どおりに,「文字どおりに」を表す語。動作・判断の仕方や程度を添える。 ,"The team worked literally through the night."
cone,円すい,「円すい」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A cone color filled the evening sky."
snap,パチンと音をたてる・ポキッと折れる,「パチンと音をたてる・ポキッと折れる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They tried to snap the sketch after lunch."
grip,握る力・支配力,「握る力・支配力」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the grip at the end."
distinguished,著名な・際立った,「著名な・際立った」を表す語。人・物・状況の性質を描く形容詞。 ,"The teacher chose a distinguished example."
breakdown,故障・内訳・崩壊,「故障・内訳・崩壊」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the breakdown after class."
exceptional,例外の,「例外の」を表す語。人・物・状況の性質を描く形容詞。 ,"The teacher chose an exceptional example."
spark,火花,「小さな火花」から、感情や出来事のきっかけにもなる。 ,"The letter was full of spark."
fatal,致命的な,「致命的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The committee made a fatal decision."
specialty,専門・名物,「専門・名物」を表す語。性質・状態・考え方を表す抽象語。 ,"The team chose a specialty route."
mercy,慈悲,「慈悲」を表す語。性質・状態・考え方を表す抽象語。 ,"The room felt mercy after the announcement."
deer,シカ,「シカ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the deer clearly."
closure,閉鎖・終結,「閉鎖・終結」を表す語。行為・結果・状態を表す名詞。 ,"The team checked the closure before leaving."
rocky,岩の多い,「岩の多い」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide suggested a rocky method."
modest,謙虚な・控えめな,「謙虚な・控えめな」を表す語。人・物・状況の性質を描く形容詞。 ,"The teacher chose a modest example."
utter,まったくの・～を発する,「まったくの・を発する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The checklist included the utter at the end."
profitable,利益の上がる,「利益の上がる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A profitable color filled the evening sky."
tender,優しい・柔らかい,「強く押せない柔らかさ」から、優しさ・痛みやすさも表す。 ,"The nurse prepared a tender room."
jaw,あご,「あご」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the jaw beside the road."
consensus,合意・一致,「合意・一致」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the consensus under tools."
follower,支持者・フォロワー,「支持者・フォロワー」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the follower after lunch."
strive,大いに努力する,「大いに努力する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher chose a strive example."
tag,札,「札」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the tag near the entrance."
coalition,連立,「連立」を表す語。行為・結果・状態を表す名詞。 ,"A short story illustrated coalition clearly."
alert,警戒している・警報,「警戒している・警報」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team checked the alert before leaving."
penetrate,～に入り込む・貫く,「入り込む・貫く」を表す語。動作・判断の仕方や程度を添える。 ,"Please penetrate it after checking the instructions."
inherit,～を相続する・受け継ぐ,「相続する・受け継ぐ」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to inherit it during practice."
educator,教育者,「教育者」を表す語。その役割・職業・立場の人を表す。 ,"The educator arrived early for the workshop."
cemetery,共同墓地,「共同墓地」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the cemetery with an example."
chancellor,首相,「首相」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The chancellor spoke at graduation."
abolish,～を廃止する,「廃止する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The editor marked an abolish phrase."
nomination,指名,「指名」を表す語。行為・結果・状態を表す名詞。 ,"The debate revealed nomination after the vote."
trader,商人,「商人」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the trader after lunch."
fame,名声,「名声」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The artist captured the fame in the sketch."
timing,時間の調節,「時間の調節」を表す語。行為・結果・状態を表す名詞。 ,"The calendar marked the timing in blue."
publicity,宣伝・世間の注目,「宣伝・世間の注目」を表す語。性質・状態・考え方を表す抽象語。 ,"The publicity opened early for visitors."
imprisonment,投獄,「投獄」を表す語。行為・結果・状態を表す名詞。 ,"The article linked imprisonment to climate change."
eagle,ワシ,「ワシ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the eagle near the doorway."
wipe,～をふく,「ふく」を表す語。動作・判断の仕方や程度を添える。 ,"They decided to wipe it before noon."
rub,～をこする,「こする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to rub it safely."
displace,～に取って代わる・移動させる,「取って代わる・移動させる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"We displace home."
sophisticated,洗練された・高度な,「洗練された・高度な」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted a sophisticated pattern."
triangle,三角形,「三角形」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the triangle beside the road."
descriptive,記述的な,「記述的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The guide suggested a descriptive method."
ounce,オンス重量の単位,「オンス重量の単位」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the ounce to the case."
cottage,小さな家,「小さな家」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The cottage arrived early for the workshop."
intersection,交差点,「交差点」を表す語。行為・結果・状態を表す名詞。 ,"The article linked intersection to climate change."
therapist,治療専門家,「治療専門家」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the therapist after lunch."
competence,能力,「能力」を表す語。行為・結果・状態を表す名詞。 ,"The survey tracked competence over several years."
emergence,出現,「出現」を表す語。行為・結果・状態を表す名詞。 ,"The lecture explored emergence through real cases."
advancement,進歩,「進歩」を表す語。行為・結果・状態を表す名詞。 ,"Her essay connected advancement with daily life."
temporarily,一時的に,「一時的に」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke temporarily to the visitor."
endorse,～を支持する・裏書きする,「支持する・裏書きする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to endorse it."
glow,赤々と燃える,「赤々と燃える」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher asked about the glow after class."
weave,織物を織る,「織物を織る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A photo showed the weave beside the road."
corruption,腐敗・不正,「腐敗・不正」を表す語。行為・結果・状態を表す名詞。 ,"The committee discussed corruption for an hour."
ample,十分な・豊富な,「十分な・豊富な」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted an ample pattern."
punch,～をげんこつでなぐる,「げんこつでなぐる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to punch it."
gang,一団,「一団」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the gang near the entrance."
persistent,粘り強い・しつこい,「粘り強い・しつこい」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team chose a persistent route."
dash,突進する,「突進する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The team checked the dash before leaving."
disregard,～を無視する,「無視する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to disregard it during practice."
gradual,段階的な,「段階的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised a gradual effort."
nursery,子供部屋,「子供部屋」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the nursery at the end."
secondly,第二に,「第二に」を表す語。動作・判断の仕方や程度を添える。 ,"The machine ran secondly after the repair."
relaxation,くつろぎ・緩和,「くつろぎ・緩和」を表す語。行為・結果・状態を表す名詞。 ,"The committee discussed relaxation for an hour."
morality,道徳,「道徳」を表す語。性質・状態・考え方を表す抽象語。 ,"The article linked morality to climate change."
ignorance,無知,「無知」を表す語。行為・結果・状態を表す名詞。 ,"The speaker defined ignorance with a simple example."
confess,～を白状する,「白状する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to confess it before noon."
radar,電波探知法,「電波探知法」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the radar in plain words."
footnote,脚注,「脚注」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the footnote near the entrance."
invoke,～を呼び起こす・訴える,「呼び起こす・訴える」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to invoke it during practice."
catalyst,触媒,「触媒」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team checked the catalyst before leaving."
burial,埋葬,「埋葬」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide suggested a burial method."
compulsory,義務的な・強制的な,「義務的な・強制的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The contract required a compulsory signature."
subtle,微妙な・かすかな,「微妙な・かすかな」を表す語。人・物・状況の性質を描く形容詞。 ,"The editor marked a subtle phrase."
costly,高価な,「高価な」を表す語。動作・判断の仕方や程度を添える。 ,"The mistake was costly."
nerve,神経,「神経」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the nerve after class."
contradiction,矛盾・反論,「矛盾・反論」を表す語。行為・結果・状態を表す名詞。 ,"The survey tracked contradiction over several years."
disciple,弟子,「弟子」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the disciple under tools."
weaken,～を弱める,「弱める」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please weaken it after checking the instructions."
mighty,強力な,「強力な」を表す語。性質・状態・考え方を表す抽象語。 ,"The teacher chose a mighty example."
pad,当て物・メモ帳,「当て物・メモ帳」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the pad near the entrance."
transient,一時的な,「一時的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The committee made a transient decision."
refugee,難民・避難者,「難民・避難者」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the refugee before the meeting."
arouse,～を呼び起こす,「呼び起こす」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please arouse it after checking the instructions."
cane,茎,「茎」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The presenter pointed to the cane on the slide."
correspondent,通信員・文通相手,「通信員・文通相手」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The correspondent arrived early for the meeting."
squeeze,～を絞る,「絞る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to squeeze it before noon."
retrieve,～を取り戻す・検索する,「取り戻す・検索する」を表す語。再び行う・元に戻す感覚がある。 ,"The training video shows how to retrieve it safely."
pastor,牧師,「牧師」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the pastor before the meeting."
compatible,互換性がある・両立できる,「互換性がある・両立できる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A compatible color filled the evening sky."
worm,虫,「虫」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The worm moved quietly."
doubtful,疑わしい,「疑わしい」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The coach praised a doubtful effort."
midst,真ん中・最中,「真ん中・最中」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the midst near the entrance."
corridor,廊下,「廊下」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the corridor clearly."
packet,包み,「包み」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team checked the packet before leaving."
wealthy,富裕な,「富裕な」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a wealthy feeling."
aspiration,大望・強い願望,「大望・強い願望」を表す語。行為・結果・状態を表す名詞。 ,"The survey tracked aspiration over several years."
analogy,類推・たとえ,「類推・たとえ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the analogy at the end."
compress,～を圧縮する,「圧縮する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please compress it after checking the instructions."
instinct,本能,「本能」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the instinct after class."
confession,自白,「自白」を表す語。行為・結果・状態を表す名詞。 ,"The study measured confession across three groups."
sympathetic,同情的な・好意的な,「同情的な・好意的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The guide suggested a sympathetic method."
unconscious,意識のない・無意識の,「意識のない・無意識の」を表す語。否定・不足・反対状態を表す。 ,"The teacher chose an unconscious example."
undergraduate,大学生・学部生,「大学生・学部生」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The undergraduate opened early for visitors."
vigorous,精力的な,「精力的な」を表す語。人・物・状況の性質を描く形容詞。 ,"A vigorous color filled the evening sky."
infect,～に感染させる,「感染させる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to infect it."
vaccine,ワクチン,「ワクチン」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team checked the vaccine before leaving."
broadly,広く,「広く」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke broadly to the visitor."
bracket,括弧・階層,囲って分ける感覚。括弧・価格帯・競技の組合せに使う。 ,"A client asked about the bracket after lunch."
articulate,はっきり話す・明瞭な,「はっきり話す・明瞭な」を表す語。人・物・状況の性質を描く形容詞。 ,"She can articulate her ideas clearly."
terrace,テラス・段丘,「テラス・段丘」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the terrace with an example."
exile,追放・亡命,「追放・亡命」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the exile after class."
conquest,征服,「征服」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the conquest beside the road."
distortion,ゆがみ・歪曲,「ゆがみ・歪曲」を表す語。行為・結果・状態を表す名詞。 ,"The committee discussed distortion for an hour."
unreasonable,不合理な・法外な,「不合理な・法外な」を表す語。否定・不足・反対状態を表す。 ,"The report noted an unreasonable pattern."
repetition,繰り返すこと,「繰り返すこと」を表す語。行為・結果・状態を表す名詞。 ,"The speaker defined repetition with a simple example."
cathedral,大寺院,「大寺院」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide suggested a cathedral method."
metaphor,隠喩,「隠喩」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the metaphor clearly."
outbreak,突発,「突発」を表す語。外へ出る・上回る感覚に広がる。 ,"The team checked the outbreak before leaving."
transcript,写し,「写し」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the transcript near the doorway."
grief,深い悲しみ,「深い悲しみ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A moment of grief passed through the room."
vanish,見えなくなる,「見えなくなる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The lights will vanish before midnight."
economical,経済的な・節約になる,「経済的な・節約になる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher chose an economical example."
keen,鋭い,「鋭い」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The committee made a keen decision."
observer,観察者,「観察者」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the observer before the meeting."
signify,～を意味する・示す,「意味する・示す」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to signify it."
torture,～を拷問する・拷問,「拷問する・拷問」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to torture it before noon."
deliberately,故意に・慎重に,「故意に・慎重に」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke deliberately to the visitor."
hollow,空洞のある,「空洞のある」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide mentioned the hollow near the entrance."
