english,japanese,detail,sample
outgrow,～が合わないほど成長する・卒業する,「合わないほど成長する・卒業する」を表す語。外へ出る・上回る感覚に広がる。 ,"Children outgrow their clothes quickly."
tattoo,入れ墨・タトゥー,皮膚に刻む模様が主な意味。軍隊の合図の意味もある。 ,"The article described the tattoo with an example."
cruelly,残酷に,「残酷に」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved cruelly along the hallway."
leash,リード・革ひも,「リード・革ひも」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the leash beside the road."
stubbornly,頑固に,「頑固に」を表す語。動作・判断の仕方や程度を添える。 ,"The child listened stubbornly during the story."
cellar,地下貯蔵室・地下室,「地下貯蔵室・地下室」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the cellar to the case."
walnut,クルミ,「クルミ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the walnut in plain words."
convinced,確信している,「確信している」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide suggested a convinced method."
sliver,～を細長く切る,「細長く切る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to sliver it safely."
invariable,不変の,「不変の」を表す語。否定・不足・反対状態を表す。 ,"The editor marked an invariable phrase."
homeward,～家の方へ,「家の方へ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The path turned homeward near the cliff."
incurable,不治の,「不治の」を表す語。否定・不足・反対状態を表す。 ,"The coach praised an incurable effort."
nightclub,ナイトクラブ,「ナイトクラブ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the nightclub at the end."
prawn,テナガエビ,「テナガエビ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the prawn with an example."
shortness,短いこと,「短いこと」を表す語。性質・状態・考え方を表す抽象語。 ,"The committee discussed shortness for an hour."
rafter,垂木,「垂木」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"Hikers noticed the rafter near the trail."
suspiciously,疑い深く,「疑い深く」を表す語。動作・判断の仕方や程度を添える。 ,"The singer paused suspiciously before the chorus."
tabloid,タブロイド紙,「タブロイド紙」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the tabloid to the case."
uncomfortably,心地よくなく,「心地よくなく」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke uncomfortably to the visitor."
mournful,悲しみに沈んだ,「悲しみに沈んだ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The letter was full of mournful."
electrician,電気技師,「電気技師」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the electrician after lunch."
filial,子としての・親孝行の,「子としての・親孝行の」を表す語。人・物・状況の性質を描く形容詞。 ,"The editor marked a filial phrase."
stepmother,継母,「継母」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The stepmother arrived early for the meeting."
unselfish,利己的でない,「利己的でない」を表す語。否定・不足・反対状態を表す。 ,"His action was unselfish."
personification,擬人化,「擬人化」を表す語。行為・結果・状態を表す名詞。 ,"The personification arrived early for the workshop."
refuge,避難,「避難」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the refuge with an example."
inspirational,感動を与える・励みになる,「感動を与える・励みになる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The coach praised an inspirational effort."
ruinous,破滅的な,「破滅的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The sign gave a ruinous warning."
fondly,かわいがって,「かわいがって」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke fondly to the visitor."
