english,japanese
abstain,控える
acclaim,称賛する
activate,作動させる
adjoin,隣接する
afflict,苦しめる
aggravate,悪化させる
amplify,増幅する
annihilate,全滅させる
anticipate,予想する
appease,なだめる
arouse,引き起こす
audit,監査する
bar,妨げる
beckon,手招きする
bewilder,当惑させる
brood,くよくよ考える
categorize,分類する
coexist,共存する
commemorate,記念する
compensate,補償する
condense,凝縮する
confer,授与する
confine,制限する
conspire,共謀する
contaminate,汚染する
contrive,考案する
convene,招集する
crave,切望する
defy,逆らう
delegate,委任する
denounce,公然と非難する
deteriorate,悪化する
diffuse,広める
disapprove,反対する
discard,捨てる
discern,見分ける
dismantle,分解する
disperse,散らばらせる
diversify,多様化する
dominate,支配する
dwell,住む
elicit,引き出す
embark,着手する
encapsulate,要約する
envision,心に描く
eradicate,根絶する
escalate,拡大する
facilitate,容易にする
flourish,繁栄する
formulate,明確に作り上げる
generalize,一般化する
hover,空中に浮かぶ
immerse,浸す
impose,課す
infer,推論する
inherit,受け継ぐ
intervene,介入する
intrude,侵入する
jeopardize,危険にさらす
legitimize,正当化する
manipulate,操作する
misinterpret,誤解する
misrepresent,誤って伝える
offset,埋め合わせる
originate,生じる
outweigh,上回る
persevere,忍耐する
prescribe,処方する
preside,議長を務める
radiate,放射する
adversity,逆境
allegiance,忠誠
anecdote,逸話
apparatus,装置
arbitration,仲裁
artifact,人工物
auditorium,講堂
bankruptcy,破産
bias,偏見
bystander,傍観者
calamity,災難
chronology,年表
coalition,連合
commodity,商品
concession,譲歩
conscience,良心
consensus,合意
constituent,構成要素
constraint,制約
controversy,論争
defect,欠陥
delegation,代表団
dilemma,ジレンマ
discretion,判断の自由
disparity,格差
disposal,処分
distortion,歪曲
domain,領域
ecosystem,生態系
endeavor,努力
entity,存在
equity,公平
ethic,倫理
exaggeration,誇張
feast,祝宴
fertility,肥沃さ
framework,枠組み
hostility,敵意
incentive,動機づけ
jurisdiction,管轄権
kinship,親族関係
landmark,目印
lineage,血統
livelihood,生計
manipulation,操作
morale,士気
neglect,怠慢
notion,考え
offspring,子孫
outlook,見方
parliament,議会
patron,後援者
perception,認識
phenomenon,現象
predator,捕食者
probability,可能性
protocol,手順
reform,改革
remnant,残り
repetition,繰り返し
reputation,評判
safeguard,保護手段
scheme,計画
solidarity,連帯
spectrum,範囲
stakeholder,利害関係者
subscription,定期購読
tension,緊張
tolerance,寛容
transaction,取引
adverse,不利な
affectionate,愛情深い
alien,異質な
analogous,類似した
antique,古風な
applicable,適用できる
arrogant,傲慢な
barren,不毛の
biased,偏った
catastrophic,壊滅的な
coherent,筋の通った
communal,共同体の
concise,簡潔な
conflicting,矛盾する
constructive,建設的な
diligent,勤勉な
disposable,使い捨ての
exquisite,非常に美しい
favorable,好意的な
finite,有限の
flawless,欠点のない
gloomy,暗い
hierarchical,階層的な
imminent,差し迫った
inadequate,不十分な
incompatible,相いれない
indifferent,無関心な
intact,無傷の
ironic,皮肉な
juvenile,青少年の
liable,責任がある
literal,文字通りの
metropolitan,大都市の
naive,世間知らずの
notorious,悪名高い
obligatory,義務的な
pessimistic,悲観的な
plentiful,豊富な
prestigious,名声のある
reckless,無謀な
robust,頑丈な
scattered,散らばった
sensible,分別のある
sequential,連続的な
spacious,広々とした
spiritual,精神的な
stubborn,頑固な
substantial,かなりの
superficial,表面的な
tangible,具体的な
at first glance,一見したところ
at stake,危険にさらされて
by comparison,比較すると
by coincidence,偶然にも
by convention,慣例により
by implication,暗に
for good,永久に
from a practical standpoint,実用的な観点から
in a broad sense,広い意味で
in association with,〜と関連して
in collaboration with,〜と協力して
in conjunction with,〜と連動して
in defense of,〜を擁護して
in excess of,〜を超えて
in moderation,適度に
on the basis of,〜に基づいて
to a large extent,大部分は
under the influence of,〜の影響下で
with caution,注意して
with precision,正確に
