english,japanese
feature,顔の造作の一つ
perform,を成し遂げる
direction,方向
improve,をもっとよくする
discussion,議論
weight,重さ
mention,を簡潔に述べる
agent,代理人
explain,を説明する
staff,つえ
physical,身体の
detail,ささいなこと
wide,幅の広い
separate,を分離する
attention,注意
chairman,議長
final,最終の
credit,信用
original,以前にはなかった
decide,を解決する
normal,正常な
across,を横断して
communication,伝達
appropriate,を勝手に使う
text,原文
hundred,百
exchange,を取り替える
blood,血
simple,簡単な
trust,信頼
scale,てんびんのさら
significant,重要な
heat,熱さ
whom,だれを
contact,接触
recent,少し前に起こった
modern,現代の
fail,失敗する
basic,基礎の
consist,成る
likely,しそうな
drug,薬
chemical,化学の
depend,頼る
deep,深い
finally,最後に
image,像
voice,声
prevent,が起こらないようにする
metal,金属
lack,を欠く
thousand,千の記号
instead,その代りとして
branch,枝
rock,岩片
beyond,を越えて
film,薄皮
error,誤り
impact,衝突
shape,形
indeed,実に
manager,支配人
importance,重要性
professional,専門職の
forest,森林
latter,後半の
task,仕事
fee,料金
attack,を襲う
achieve,を達成する
description,記述
thought,考えること
principal,第1の
plate,平皿
inch,インチ(尺度の単位で1
proper,適切な
ability,能力
simply,簡単に
clearly,はっきりと
earth,地球
release,を自由にする
affair,事
actually,実際に
strength,力
nearly,ほとんど
strike,をなぐる
reflect,を反射する
mark,跡
advantage,有利な立場
print,を印刷する
electric,電気の
choice,選択
expression,言葉で表すこと
round,を回って
forward,前方へ
speed,速いこと
wave,揺れる
award,にを与える
avoid,を避ける
fix,を固定する
police,警察
difficulty,難しさ
budget,予算
success,成功
fear,恐れ
instrument,器具
load,荷
meaning,目的
educational,教育の
doubt,疑い
argument,論争
male,男性の
female,雌の
daily,毎日の
schedule,時間表
truth,真実
strategy,兵法
assistant,助手
square,正方形
scientific,科学の
fully,十分に
village,村
search,をくまなく捜す
certainly,確かに
handle,取って
net,網
citizen,国民
argue,議論する
recently,近ごろ
admit,を入れる
promise,約束
count,を数える
style,流行
fit,適した
double,倍の
divide,を分ける
challenge,挑戦
summary,要約
regular,いつもの
zone,地帯
context,前後関係
useful,役に立つ
easily,容易に
reply,答える
reveal,を明らかにする
dead,死んだ
freedom,自由
encourage,を勇気づける
attitude,姿勢
editor,編集者
pull,を引く
display,を展示する
customer,お客
negative,否定の
roll,転がる
suit,スーツ
marry,と結婚する
target,標的
generation,同時代の人人
beginning,初め
manage,を管理する
myself,私自身
belong,所有である
valley,谷
coast,海岸
whatever,するものは何でも
discover,を発見する
consequence,結果
couple,個
crime,犯罪
seed,種
column,円柱
contrast,を対照させる
chance,偶然
native,出生地の
cash,現金
passage,節
replace,に取って代わる
bit,小片
spread,を広げる
being,存在
frame,骨組み
highway,幹線道路
traffic,往来
herself,彼女自身
popular,人気がある
satisfy,を満足させる
repair,を修繕する
traditional,伝説の
track,小道
delay,を延期する
path,小道
wonder,驚くべきもの
trouble,苦難
royal,王の
accident,偶然
tradition,しきたり
museum,博物館
appearance,現れること
competition,競争
