english,japanese
teaspoon,茶さじ
predicament,苦境
neurosis,神経症
tremendously,途方もなく
outwardly,外側に
falter,ためらう
dwarf,こびと
overestimate,を過大評価する
itch,かゆい感じ
lucrative,利益が上がる
backyard,裏庭
standby,たよりになる人
droop,垂れ下がる
clog,じゃま物
sage,賢人
buzz,ブンブンいう音
nourishment,滋養分
compassionate,あわれみ深い
dropout,脱落者
stool,腰掛け
attainable,達せられる
permanence,永久不変性
serene,穏やかな
sprint,短距離競走
visibly,目に見えて
outrageous,法外な
pallet,わらぶとん・粗末な寝床
unsure,不安定な
pessimistic,悲観的な
powerfully,力強く
overshadow,に影を投げかける
millionaire,百万長者
rebellious,反抗する
bum,なまけ者
rubble,石くず
rash,向こう見ずな
landslide,地すべり
trample,を踏みつける
patriot,愛国者
cascade,小滝
unforeseen,予知しない
birthplace,出生地
peacefully,平和に
thickly,厚く
educated,教育のある
frigate,フリゲート艦
sag,たるむ
microbe,微生物
gulp,を急いでごくりと飲む
strangle,を窒息させる
belongings,所有物
brilliantly,きらきらと
waterproof,防水の
bravery,勇敢
enduring,がまん強い
circuitry,電気回路
lush,生い茂った
humiliate,の自尊心を傷つける
tricky,こうかつな
perseverance,がん張ること
truthful,真実をいう
orchestral,オーケストラの
firmness,堅固
demanding,形要求の多い
dissident,違った意見の
culmination,最高点
benevolence,善意
impulsive,衝動的な
telescope,望遠鏡
impatiently,いらいらして
showcase,陳列ケース
lame,びっこの
piracy,海賊行為
humanist,人文主義者
unbearable,耐えられない
referent,指示するもの
disorderly,秩序のない
blindly,盲目的に
burdensome,重荷となる
twinkle,きらきら光る
dearly,愛情をもって
downfall,急落
reed,アシ笛
crocodile,ワニ
prom,ダンスパーティー
verbally,口頭で
adversity,逆境
indent,にぎざぎざをつける
fume,煙
brochure,小冊子
purposeful,意図的な
yawn,あくびをする
forcefully,力強く
slang,通語
appreciative,鑑賞眼のある
irritating,いらだたせる
conceit,うぬぼれ
torch,たいまつ
engulf,を飲む込む
furiously,怒り狂って
adventurous,冒険好きな
windshield,フロントガラス
leisurely,ゆっくりした
subculture,異文化集団
tack,びょう・船の針路
outing,遠足
delicately,繊細に
sonnet,ソネット
displeasure,不満
shipwreck,難船
dime,ダイム
barometer,晴雨計
stink,悪臭を放つ
nomad,放浪者
funk,おじけ
shaky,揺れる
darling,最愛の
obsessive,妄想がとりついて
prick,をちくりと刺す
sneer,あざ笑う
figurative,比喩的な
bombard,を砲撃する
achievable,成就できる
tactile,触覚の
shopkeeper,店を経営者
wondrous,はなはだ
upbringing,教育
overboard,船外に
unjustly,不正に
lifeless,生命のない
dowry,持参金
pancake,パンケーキ
tenderly,優しく
prefect,長官
frantically,狂気のように
standstill,停止
overcoat,外とう
badge,記章
softness,柔らかさ
taunt,を軽べつして非難する
desolation,荒廃させること
fluency,流ちょう
scribble,を走り書きする
tickle,をくすぐる
shabby,古ぼけた
owl,フクロウ
godly,信心深い
yearn,あこがれる
humiliating,不面目な
transitive,目的語をとる
clearness,明白さ
ecstatic,有頂天の
hone,砥石
priceless,非常に貴重な
dove,ハト
dishonesty,不正直
determined,断固として決意した
lance,が突撃のときに使う)やり
perspiration,汗
blurt,をなにげなく言う
inanimate,生命のない
unhappiness,不幸
audition,視聴テスト
dignify,に威厳を添える
snore,いびきをかく
pointless,先のとがっていない
checkpoint,検問所
salty,塩のきいた
breakup,解体
disillusion,に迷いを覚まさせる
trusty,信頼できる
lowland,低地
hatching,線影を引くこと
hospitable,もてなしのよい
lawmaker,立法者
fingernail,指のつめ
mediocre,月並みの
gravitation,引力
stammer,どもる
dated,時代遅れの
personify,を擬人化する
gangster,犯罪組織の一員
roommate,同宿者
pee,小便すること
gorge,谷間
embassy,大使館
swan,ハクチョウ
timeliness,時宜にかなっていること
deforestation,森林伐採
navy,単数扱い
practicality,実際的であること
tiptoe,つま先で歩く
affectionately,愛情をこめて
sparrow,すずめ
naughty,いたずらな
cowardly,おくびょうな
unmistakably,まぎれもなく
untie,を解く
handout,施し物
gunshot,射撃
