english,japanese
similarity,類似
burst,破裂する
grab,をぎゅっとつかむ
railroad,鉄道
server,仕える人
shortage,不足
usage,用い方
ceremony,礼儀
protest,抗議
sword,刀
cultivate,を耕す
examiner,試験官
interrupt,をさえぎる
bomb,爆弾
primitive,原始の
essence,本質
southeast,南東
bare,からの
upward,上のほうへ
heal,を直す
twin,ふたごの
freely,自由に
calm,穏やかな
forecast,を予測する
honest,正直な
dedicate,を奉納する
isolation,孤立
destination,目的地
myth,神話
farming,農業
swear,誓う
intensive,集中的な
wherever,する所はどこでも
arrow,矢
diverse,別種の
silk,生糸
shallow,浅い
sigh,ため息をつく
melt,溶ける
occasional,時たまの
courage,勇気
carriage,四輪馬車
sympathy,共感
studio,仕事場
unlikely,ありそうもない
dare,あえてる
nearby,すぐ近くの
swell,大きくなる
volunteer,志願者
prohibition,禁止すること
motivation,動機を与えること
politician,政治家
persuade,を説得する
depart,立ち去る
refusal,拒否
deprive,から奪う
agenda,会議事項
geology,地質学
southwest,南西
exit,出口
designer,設計者
humanity,人間性
librarian,司書
irregular,不規則な
tropical,熱帯の
cave,ほら穴
invasion,侵入
gene,遺伝子
simplify,を簡単にする
firmly,しっかりと
tide,潮
trigger,引き金
merchant,商人
abundant,豊富な
mild,柔和な
slavery,奴隷制度
ingredient,成分
accurately,正確に
curious,好奇心の強い
pond,池
gesture,身ぶり
obstacle,障害
rescue,を救う
monument,記念碑
cancel,を取り消す
geography,地理
thorough,完全な
haven,安全な所
refund,を返済する
dot,点
passive,受動的な
graphic,絵を見るような
specially,特に
boot,蹴り
christian,キリスト者
reception,受け取ること
invitation,招待
auxiliary,補助の
delete,を削除する
questionnaire,質問表
artistic,芸術的な
nutrient,栄養に富む
inevitable,避けがたい
announcement,発表
punish,を罰する
abundance,たくさん
innocent,無罪の
alike,同じように
impair,を損なう
airline,航空会社
tremendous,ものすごい
behave,ふるまう
caution,用心
poison,毒
accessible,近づきやすい
safeguard,保護するもの
enthusiasm,熱中
dioxide,二酸化物
eternal,永遠の
sensation,感覚
explosion,爆発
barely,かろうじて
twist,をよる
suspicion,疑い
builder,建築者
marked,印のついた
breeding,繁殖
bitter,苦い
parking,駐車
hip,腰
endure,に耐える
mud,泥
motivate,の動機となる
biography,伝記
blend,を混ぜ合わせる
tragedy,悲劇
bronze,青銅
crash,ガラガラ
competitor,競争者
privacy,他人から干渉されない状態
affection,病気
loyalty,忠義
plug,栓
abnormal,異常な
prosperity,繁栄
landlord,家主
citizenship,市民権
precious,高価な
tourism,観光旅行
realistic,現実主義の
voyage,航海
giant,大男
dump,をどさっと落とす
pin,ピン・留め針・ピンの働きをする物
faithful,忠実な
meaningful,有意義な
brass,真ちゅう
steep,傾斜の急な
interact,相互に作用する
indirectly,間接に
tent,テント
orbit,軌道
aggressive,侵略的な
downward,下の方へ
guilt,有罪
accessory,従犯者
parcel,包み
ecological,生態学の
bless,に授ける
repeatedly,繰り返して
crossing,横断
vacancy,あき部屋
terror,恐怖
funeral,葬式
leap,ぴょんと飛ぶ
attraction,引力
virtual,事実上の
proclaim,を宣言する
journalist,ジャーナリスト
steadily,着実に
unify,を一つにする
severely,厳しく
generous,気前のよい
rainfall,降雨
collar,えり
forgive,を許す
salmon,サケ
dull,鈍い
excitement,興奮
publicly,公に
accountant,会計係
delicate,繊細な
safely,安全に
sculpture,彫刻
liberation,解放
bet,かけ
blessing,神の祝福を求める祈り
painful,痛い
legally,法律上
laughter,笑い
