english,japanese
mountaintop,山頂
earache,耳痛
gravy,グレービー
vein,静脈
saucepan,シチューなべ
sundial,日時計
paradise,天国
seawater,海水
bin,ふたつきの大箱
tracksuit,トラックスーツ
tuna,マグロ
wristwatch,腕時計
englishman,イギリス人
seaweed,海草
hearted,「の心を持った」「心がの」の意を表す
cabin,小屋
ginger,ショウガ
visa,査証
kettle,やかん
dolphin,イルカ
maple,カエデ
jungle,密林
washbowl,洗面器
sports,=sport形
engaged,忙しい
indoors,室内に
provided,もしならば
forbidden,禁じられた
regarding,に関して
goods,財産
amazed,びっくりぎょうてんした
farther,さらに遠く
physics,物理学
animated,生き生きとした
graphics,製図法
involved,複雑な
relaxing,リラックスさせる
shocking,びっくりさせる
confusing,混乱させる
delighted,うれしい
exhausted,疲れ果てた
satisfied,満足した
encouraging,元気付ける
threatening,脅す
telecommunications,電信・ラジオ・テレビによる遠距離通信
united,一致協力した
data,資料
project,を計画する
commission,委任
god,神
community,共同会社
federal,連邦の
contract,契約
energy,精力
factor,要因
provision,供給
particular,特にこの
reference,言及すること
corporation,社団法人
division,分けること
stock,在庫品
procedure,進行
payment,支払い
institution,設立
species,種
purchase,を買う
trial,裁判
conference,会議
identify,を見分ける
acid,酸性の
employ,を雇う
investment,投資すること
motion,動くこと
minister,聖職者
phase,段階
publication,出版
environment,環境
technical,専門の
reaction,名反応
index,索引
component,構成している
primary,第一の
portion,部分
senator,元老院議員
executive,実行の
export,を輸出する
estate,地所
yield,を産出する
actual,現実の
resolution,決心すること
wage,賃金
submit,屈服する
revenue,歳入
master,主人
profit,利益
equation,等式
circumstance,事情
import,を輸入する
formation,形成
constant,不変の
ton,トン
assessment,評価
employer,雇い主
entitle,に表題をつける
specify,を明確に述べる
user,使用者
output,生産高
assembly,集会
understanding,理解
domestic,家庭の
exceed,を越える
circuit,回ること
sector,扇形
evaluation,評価
discharge,の荷を降ろす
scheme,計画
personnel,全職員
convention,会議
variation,変化すること
commerce,商業
manufacture,製造
learning,学ぶこと
legislation,立法
percentage,百分率
illustrate,を説明する
administrative,行政上の
compensation,償い
fiscal,国庫の
western,西の
urban,都市の
territory,地域
reform,を編成し直す
relief,軽減
rural,いなかの
grain,粒
faith,信頼
secondary,第2の
resistance,抵抗すること
substance,物質
obligation,義務
previously,以前に
certificate,証明書
extension,拡大すること
interpretation,意味を明らかにすること
recommendation,推薦すること
impose,を課する
somewhat,幾分か
exception,除外すること除外
bind,をしばる
whereas,であるのに反して
exhibit,を表す
manufacturer,製造業者
elect,を選ぶ
operator,運転する人
neither,どちらのもない
salary,給料・俸給
client,依頼人
enterprise,事業
particle,小片
multiple,多数の部分から成る
route,道筋
welfare,幸福
implement,道具
external,外側の
version,翻訳
applicant,志願者
input,投入
province,州
treaty,条約
adequate,十分な
exclude,を除外する
grand,壮大な
classification,分類
evaluate,を評価する
overall,全部の
loan,貸し付け
assess,を評価する
perspective,遠近法
utility,役に立つこと
concrete,具体的な
testimony,証言
relevant,適切な
gross,全体の
campaign,軍事行動
quote,を引用する
fundamental,基本的な
assumption,引き受けること
adjustment,調停
carbon,炭素棒
related,関係のある
aircraft,航空機
investigate,を調べる
physician,医者
revolution,革命
billion,億
fluid,流体
jury,陪審
cast,を投げる
candidate,候補者
precede,より先に来る
