english,japanese
the,その
of,の
be,である
and,と
to,へ
in,の中に
that,あれ
for,の間
have,を持っている
it,それは
as,同じくらい
with,と
on,の上に
by,のそばに
not,でない
or,または
this,これ
i,私は
at,で
from,から
he,彼は
will,だろう
which,どちら
an,不定冠詞
hi,やあ
much,多くの
do,をする
can,することができる であり得る し得る
but,しかし
you,あなたは
we,私たちは
they,彼らが
one,個の
all,全体の
their,彼らの
other,別の
may,かもしれない
make,を作る
use,を使う
there,そこで
if,もしならば
her,彼女の
time,時間
say,「」と言う
when,いつ
year,年
no,一つもない
new,新しい
these,これら
she,彼女は
so,そういうふうに
see,が見える
who,だれが
than,より
any,いくらかの
what,何
some,いくらかの
work,仕事
also,もまた
about,について
only,唯一の
out,外へ
into,の中へ
two,2の記号
take,を手に取る
give,を与える
up,上へ
my,私の
them,彼らを
good,よい
him,彼を
first,第1の
our,我々の
under,の下に
go,行く
know,を知る
after,の後に
man,男
case,実例
then,その時
well,井戸
your,あなたの
over,の上に
between,の間に
me,私を
find,を見つける
day,昼間
where,どこに
come,来る
high,高い
show,を見せる
each,おのおのの
very,非常に
like,を好む
through,を貫いて
now,今
those,それ
many,多くの
number,数
great,大きい
same,同じ
must,ねばならない
right,右の
way,道
because,だから
get,を受け取る
before,の前に
order,順序
people,人々
study,勉強
section,部分
long,長い
place,場所
how,どんなふうに
form,形
result,結果
need,必要
change,を変える
life,生命
think,を考える
both,両方の
present,出席している
point,とがった先
water,水
school,学校
three,3の記号
child,子供
large,大きい
mean,を意図する
group,群れ
become,なる
own,自分自身の
just,正しい
call,を呼ぶ
world,世界
look,目を向ける
small,小さい
us,我々を
line,線
end,端
problem,問題
back,背
information,情報
house,家
city,都市
here,ここで
question,質問
hand,手
hold,を持つ
person,人
set,を置く・すえる・をつける・あてがう・当てる・を課す・出す・示す・をはめ込
old,年とった
woman,女
down,下へ
another,もう一つの
second,第2の
leave,を去る
type,型
want,をほしがる
name,名
little,小さい
pay,を支払う
book,本
business,職業
note,注
different,異なった
write,を書く
early,早い
thing,物
table,テーブル
still,静止した
period,期間
action,行動
office,事務所
word,語
tell,を話す
every,すべての
plan,計画
social,社会の
example,例
subject,主題
ask,について質問する
too,もまた
family,家族
board,板
rule,規則
war,戦争
course,進路
important,重要な
home,家
test,試験
party,社交的な集まり
head,頭
begin,始まる
price,値段
activity,活動
bring,を持ってくる
field,野原
matter,物質
off,から
