english,japanese
grouping,グループに分けること
ambitious,大望を抱いた
drown,を溺死させる
disappointment,失望
fasten,を固定する
turning,曲がり角
misery,不運のたね
disappoint,を失望させる
damp,湿気
filling,詰め物
meditation,深く考えにふけること
athletic,運動競技の
brotherhood,兄弟の間がら
spoil,をだいなしにする
killing,殺害
whistle,口笛を吹く
jazz,ジャズ
boast,自慢する
aboard,乗って
enthusiastic,熱狂的な
foolish,愚かな
cough,せき
admiration,賞賛
burning,燃えている
imaginary,想像の
unfold,を広げる
recite,を暗唱する
purse,ハンドバッグ
embarrass,のまごつかせる
appetite,食欲
chase,追跡
haunt,にしばしば行く
crow,カラス
graduation,卒業
freezing,凍るように寒い
defender,防御する人
overnight,一晩じゅう
spelling,語のつづり方
deadly,致命的な
dive,頭から飛び込む
sunset,日没
uncover,のおおいを取る
noticeable,人目を引く
challenging,挑戦的な
bore,に穴をあける
vivid,あざやかな
sphere,球
pork,豚肉
sidewalk,歩道
pillow,まくら
insane,狂気の
delightful,喜びを与える
liberate,を自由にする
performer,実行する人
supportive,支える
complicated,複雑な
ache,痛みを感じる
stripe,筋
unrelated,無関係の
oppression,虐げること
hidden,隠された
complement,補う物
incredible,信じられない
imitate,を見習う
cliff,がけ
lasting,永続する
sore,痛い
heavenly,天の
underneath,の下に
transitional,移り変わりの
basin,たらい
sometime,いつか
referee,審判員
choke,を息を止める
bang,バンという音
oneself,自分自身が
glimpse,ちらりと見ること
extinction,消滅すること
freshman,新入生
illuminate,を照らす
miserable,みじめな
whichever,するどれでも
ridiculous,おかしな・ばかばかしい
horrible,恐ろしい
aloud,声を出して
compliment,賛辞
harness,馬具
westward,西に向かう
spectacular,見せ物的な
prosperous,繁栄している
stumble,つまずく
nonsense,無意味な言葉
concerned,関係のある
nephew,おい
shelter,保護
tick,カチカチ
gown,ガウン
novelist,小説家
spider,クモ
ripe,熟した
monk,修道僧
warrior,戦士
horn,角
cushion,クッション
unclear,はっきりしない
spice,薬味
mislead,を誤って道案内する
fetch,を取って来る
discomfort,不快
overwhelm,を圧倒する
passport,旅券
evenly,等しく
beaver,ビーバー
ocean,大洋
newborn,生まれたばかりの
choir,聖歌隊
countless,数えきれないほどの無数の
helpless,自分の始末ができない
honestly,正直に
ashamed,恥じて
knit,を編む
honesty,正直
keyboard,鍵盤
disastrous,災害の
awkward,ぶかっこうな
turbulence,荒れ狂うこと
misunderstanding,誤解すること
skeleton,骨格
beautifully,美しく
respectable,ちゃんとした
shiver,震える
biochemistry,生化学
experienced,経験を積んだ
rewrite,を書き直す
congratulate,にお祝いを言う
calf,子牛
needle,針
cautious,用心深い
bump,衝突
apology,わび
worthwhile,時間をかけるだけの価値がある
cherish,を大事にする
homeless,家のない
continual,たびたび起こる
ambulance,救急車
depressed,元気のない
supposedly,想像上
emotionally,感情的に
pronoun,代名詞
hopefully,希望に満ちて
tile,タイル
selfish,利己的な
shrimp,小エビ
headline,見出し
tumble,ころがる
queue,弁髪
greeting,あいさつ
handy,取り扱いに便利な
antique,古風な
fond,好んで
chuckle,くすくす笑い
magical,魔法の
oppress,を虐げる
gossip,うわさ話
inscribe,を記す
applause,拍手かっさい
baggage,手荷物
consonant,子音
jealous,しっと深い
swarm,いる昆虫などの)群れ
sour,すっぱい
bounce,はずむ
bust,半身像
eternity,永遠
blush,顔を赤らめる
embarrassment,困惑
cheerful,きげんのよい
scenic,景色の
lamb,子羊
earnest,まじめな
chronological,年代順の
reclaim,を造成する
flute,フルート
runway,滑走路
mourn,悲しむ
proverb,ことわざ
horizon,地平線
tongue,舌
actress,女優
prefix,接頭辞
slogan,スローガン
tease,をいじめる
strangely,奇妙に
diligence,勤勉
bilingual,つの言語を話す
hopeless,希望を失った
hopeful,希望に満ちた
charity,博愛
cabbage,キャベツ
careless,不注意な
