english,japanese
engine,エンジン
deliver,を配達する
register,登録
acquire,を習得する
constitute,を構成する
debt,借金
establishment,設立
curve,曲線
governor,知事
derive,を引き出す
enable,に可能にする
combination,結合
refuse,を断る
finance,財政
existence,存在
nuclear,核の
season,季
preparation,用意
calculate,を見積もる
pain,苦痛
construct,を組み立てる
attend,に出席する
entry,入ること
lay,を置く
origin,起源
joint,関節
mental,精神の
constitution,構成
criminal,犯罪の
decline,を断る
completely,完全に
vice,悪徳
merely,単に
suffer,苦しむ
solid,固体の
aim,のねらいをつける
religion,宗教
declare,を宣言する
sheet,敷布
interaction,相互作用
forth,前へ
proportion,割合
depth,深さ
ensure,を保証する
compound,を混ぜ合わせる
option,選択すること
entirely,全く
frequently,しばしば
marriage,結婚
selection,選ぶこと
promote,を助長する
despite,にもかかわらず
medium,中間にあるもの
ordinary,いつもの
moral,道徳的な
mission,使節団
limitation,制限すること
edition,版
composition,創作
absence,留守
generate,を発生させる
settlement,解決
storage,貯蔵すること
stream,小川
slightly,わずかに
tissue,組織
assign,を割り当てる
accompany,に同行する
cycle,周期
reality,現実
angle,かど
brief,短時間の
belief,信念
skin,皮膚
liquid,液体
occasion,時
assist,を手伝う
enemy,敵
trend,傾向
politics,政治
expand,拡大する
permanent,永久の
efficiency,能率
proof,証拠
settle,を決定する
height,高さ
household,家中の者
struggle,もがく
limited,限られた
retain,を持ち続ける
teaching,教えること
largely,主として
dependent,頼っている
rapid,速い
mineral,無機物
furnish,に家具を備え付ける
occupy,を占める
commit,を犯す
remark,簡単な発言
participate,参加する
delivery,配達
numerous,非常に多い
substantial,かなりの
distribute,を分配する
battle,戦闘
respond,返事をする
resident,居住者
attach,をつける
cancer,がん
excess,超過
inform,に知らせる
sequence,連続
proceed,取りかかる
sand,砂
modify,を修正する
electrical,電気と関係のある
marine,海の
identity,同一であること
score,スコア
career,生涯
arrange,を整理する
electron,電子
consumption,消費消費高
possession,所有
global,球の
immediate,即座の
pipe,管
minor,小さいほうの
philosophy,哲学
properly,適切に
possess,を所有する
wire,針金
moreover,そのうえ
reserve,を別にしておく
plain,はっきり見える
narrow,狭い
guarantee,保証
typical,典型的な
differ,違う
preserve,を守る
qualify,に資格を与える
mechanical,機械の
muscle,筋肉
approval,賛成
inspection,検査
primarily,第一に
cotton,綿
eliminate,を取り除く
revise,を改訂する
surround,を囲む
opening,空いている所
southern,南の
govern,を治める
anti,反対する人
closely,ぴったりと
aware,知っている
finger,指
recovery,取り戻すこと
resolve,を決心する
trace,跡
monthly,月1回の
recover,を再びおおう
continuous,切り目なく続く
expose,をさらす
confirm,を確証する
infection,伝染
rank,階級
membership,一員であること
abstract,抽象的な
vision,視力
formula,決まった言い方
aid,を助ける
pure,混じりけのない
artist,芸術家
emerge,出てくる
announce,を発表する
severe,厳しい
producer,生産者
substitute,代りをする人
electronic,電子の
distinguish,を区別する
leadership,指導者の地位
radiation,発散
superior,普通以上に優れた
border,ヘリ
interval,間の時間
rapidly,速く
recall,を思い出す
formal,正式の
apparent,明白な
phenomenon,現象
nevertheless,それでもやはり
fifth,第5の
reject,を断る
crisis,重大な事態
obvious,明白な
accomplish,を成し遂げる
outline,輪郭
suddenly,突然に
emphasis,強調
