english,japanese
keep,をずっと持っている
health,健康
above,の上方へ
never,かつてない
open,を開く
turn,を回す
help,を手伝う
class,種類
side,面
feel,に触れる
until,まで
again,再び
design,略図
four,4の記号
body,身体
age,年齢
student,学生
light,光
month,月
put,を置く
date,日付
paper,紙
carry,を運ぶ
history,歴史
move,動く
often,しばしば
bank,土手
special,特別な
reason,理由
close,を閉じる
face,顔
describe,を描写する
hour,時間
add,を合計する
free,自由な
run,走る
live,生きている
try,に努力する
practice,練習
full,いっぱいの
let,にさせる
young,若い
five,5の記号
white,白
meet,に会う
always,いつも
due,支払われるべき
building,建物
either,どちらかの
around,の周りに
start,出発する
believe,を信じる
yet,まだ
read,を読む
why,なぜ
cover,の表面をおおう
care,心配
eye,目
room,部屋
review,を調べ直す
stand,立つ
once,度
sale,販売
away,離れて
officer,公務員
money,金
kind,親切な
science,科学
page,ページ
street,街路
play,遊ぶ
short,を短絡させる
foreign,外国の
letter,文字
something,何か
hear,が聞こえる
art,芸術
article,記事
later,もっと遅い
food,食物
love,愛
week,週
half,半分
grow,成長する
college,大学
list,表
file,やすり
mind,心
language,言語
difference,違い
ground,地面
size,大きさ
real,現実の
along,をたどって
together,いっしょに
late,遅れた
answer,答え
idea,考え
church,教会
share,分け前
almost,ほとんど
river,川
black,黒い
bear,クマ
already,もう
near,近くに
speak,話す
future,未来
self,自己
meeting,集会
step,一歩
nothing,何もない
worker,仕事をする人
past,過ぎ去った
father,父
address,あて名
true,ほんとうの
friend,友人
mother,母
fire,火
build,を組み立てる
story,話
teacher,先生
job,職
library,図書館
site,場所
night,夜
talk,話す
whose,だれの
town,町
discuss,を論ずる
six,6の記号
event,でき事
king,王
learn,を習う
usually,普通は
hope,を望む
strong,力の強い
personal,一個人の
draw,を引く
code,法典
below,の下方へ
stage,舞台・on stage 舞台上で・・off stage 舞台の陰で :ス
station,場所
sign,表れ
car,自動車電車
heart,心臓
sell,を売る
agree,意見が一致する
technology,科学技術
cut,を切る
character,性格
post,柱
wall,壁
animal,動物
survey,を見渡す
really,実際に
judge,裁判官
minute,分(1
drive,を追い立てる
hard,堅い
today,きょう
tree,木
soon,間もなく
hospital,病院
break,を壊す
top,いちばん上の部分
stop,を止める
sit,座る
moment,瞬間
big,大きい
arm,腕
island,島
door,扉
fine,罰金
happen,起こる
item,項目
culture,教養
outside,外側
bad,悪い
farm,農場
box,箱
parent,親代りの人
copy,写す
front,前面
sea,海
anything,何か
wife,妻
boy,少年
difficult,難しい
ten,10の記号
girl,女の子
visit,を訪問する
ship,船
sure,確信して
choose,を選択する
wish,であればよいのにと思う
walk,歩く
store,店
poor,貧乏な
