english,japanese
sadness,悲嘆
glide,滑る
including,を含んで
weird,起自然的な
gifted,天分のある
shave,をそる
alphabet,アルファベット
secretly,内密に
groom,馬丁
ness,岬
fake,のふりをする
circus,サーカス
amusing,おもしろい
lottery,富くじ
trash,価値のないもの
sparkle,きらきら輝く
terribly,恐ろしく
notorious,名高い
memorable,忘れられない
curiously,物珍しそうに
fashionable,流行の
informative,知識を与える
persuasive,説得できる
newcomer,新しく入った人
undo,を開く
tournament,トーナメント
motorcycle,オートバイ
breakthrough,敵陣突破
poisonous,有毒な
animation,活気
violently,激しく
graceful,優雅な
telegram,電報
thirst,のどの渇き
bakery,パン製造所
superstition,迷信
loaf,パンの一塊
unfit,適当でない
password,合い言葉
celebrity,有名人
outlaw,常習犯
talented,才能のある
charm,まじない
avenue,並木道
mustard,カラシ
comet,慧星
dusty,ほこりっぽい
piety,敬けんなこと
northeastern,北東の
devastate,を荒廃させる
handkerchief,ハンカチ
niece,めい
hearty,心のこもった
bald,はげた
preschool,小学校入学前の
carton,カートン
soothe,をなだめる
unexpectedly,思いがけなく
unwanted,要求されない
mule,ラバ
penny,セント銅貨
irritate,を怒らせる
reef,礁
patrol,を巡回する
inhale,を吸い込む
steam,蒸気
bull,雄牛
gardening,造園
isle,島
accidentally,偶然に
bandage,包帯
outweigh,より重い
handwriting,肉筆
stun,を気絶させる
suffix,接尾辞
allergic,アレルギー性の
likeness,似ていること
bark,木の皮
fascinate,を魅惑する
mischief,いたずら
jewel,宝石
diver,水に飛び込む人
giggle,くすくす笑う
extinct,絶滅した
stubborn,がん固な
limp,びっこを引く
yoga,ヨガ
sticky,ねばねばした
shiny,光る
unpredictable,予言できない
nasty,意地悪な
lifelong,終生の
sunrise,日の出
photocopy,を写真複写する
humorous,こっけいな
remembrance,思い出
phantom,幽霊
thankful,感謝している
paddle,パドル
fortnight,週間
incredibly,信じられないほど
puppy,子犬
nickname,あだ名
gorgeous,豪華な
fur,毛皮
mosquito,カ
luggage,手荷物
applaud,拍手かっさいする
wildly,乱暴に
narrate,の話をする
written,書かれた
vowel,母音
motto,モットー
boldly,大胆に
astronomer,天文学者
terrific,ものすごい
annoyance,困惑
calculator,計算者
elbow,ひじ
brightly,輝いて
courageous,勇気のある
vividly,あざやかに
anyhow,どうしても
owing,未払いの
enjoyable,おもしろい
hasty,急ぎの
peanut,落花生
warmly,暖かく
rearrange,を整理し直す
necklace,首飾り
rotten,腐敗した
humid,湿気のある
diving,潜水
smoker,喫煙家
nap,ひと眠り
farmland,農地
mend,を直す
outdoors,戸外で
boxing,ボクシング
ecstasy,有頂天
gym,体操
caller,訪問客
hut,小屋
rubbish,くず
robot,ロボット
horrify,をぞっとさせる
enthusiast,狂
motionless,動かない
meditate,慎重に考える
runaway,逃亡者
bent,曲がった
swollen,膨れた
stormy,あらしの
bedside,寝床の側まくら元
strawberry,イチゴ
qualified,資格のある
frost,霜
wither,しぼむ
northeast,北東
retrospect,回顧
anxiously,心配して
devastating,荒廃させる
waterfall,滝
magician,魔法使い
tornado,竜巻
stunning,気絶させるような
parrot,オウム
trustworthy,信頼に値する
emperor,皇帝
empire,帝国
diligent,勤勉な
fright,恐怖
adverb,副詞
spinach,ホウレンソウ
dangerously,危険なほど
wasteful,浪費する
sophomore,年生
awesome,畏敬の念を起こさせる
eagerness,熱心
lorry,貨物自動車
sorrow,悲しみ
gee,右へ
worn,すり切れた
curly,カールした
wax,ろう
wardrobe,衣装だんす
sheriff,または都市の)長官
trumpet,トランペット
pleasantly,心地よく
carelessness,不注意
bracelet,腕輪
firework,花火
ferry,渡し船
idol,偶像
parachute,パラシュート
turtle,海ガメ
fountain,泉
preposition,前置詞
thump,をゴツンとたたく
boredom,退屈
