english,japanese
middle,まん中の
computer,計算機
lot,くじ
twenty,20の記号
exercise,運動
picture,絵
introduce,を紹介する
collection,集めること
miss,嬢
focus,焦点
behind,の後ろに
key,かぎ
spring,跳ぶ
check,阻止
remember,を思い出す
park,公園
fill,をいっぱいにする
leader,指導者
mine,私のもの
easy,容易な
bar,棒
alone,ひとりで
dollar,ドル
spend,を使う
music,音楽
vote,票
owner,持ち主
bed,ベッド
train,列車
brown,褐色の
green,緑の
piece,部分
dry,乾いた
wait,待つ
watch,をじっと見つめる
travel,旅行する
engineer,技師
morning,朝
buy,を買う
fish,魚
brother,兄弟
grade,学年
heavy,重い
block,かたまり
thank,に感謝する
news,報道
ago,前に
stay,とどまる
peace,平和
teach,を教える
collect,を集める
everything,なんでも
seven,7の記号
machine,機械
game,遊び
paragraph,区切り
kill,を殺す
floor,床
please,を喜ばせる
drop,したたる
map,地図
correct,事実に合った
tool,道具
join,をつなぐ
red,赤
eight,8の記号
smith,かじ屋
window,窓
goal,ゴール
glass,ガラス
save,を救う
dark,暗い
wind,風
fight,戦う
fair,品評会
summer,夏
else,そのほかに
feeling,感覚
hall,会館
cold,寒い
wear,を身につけている
blue,青い
mountain,山
arrive,着く
fast,速い
inside,内部
team,チーム
skill,熟練
reading,読書
horse,馬
memory,記憶
ready,準備ができた
reader,読者
speech,話すこと
writer,作家
left,左の
smile,ほほえむ
finish,終える
telephone,電話機
catch,を捕らえる
successful,成功した
win,勝つ
feed,に食物を与える
husband,夫
club,こん棒
bridge,橋
quarter,分の1
eat,を食べる
sentence,文
touch,をさわる
mail,鎖かたびら
card,カード
band,帯
daughter,娘
someone,だれか
interesting,興味を起こさせる
living,生きている
message,伝書
fruit,果物
bird,鳥
winter,冬
hair,毛
ring,指輪
hot,熱い
throw,を投げる
thirty,30の記号
wrong,正しくない
star,星
tube,管
seat,腰掛け
medicine,医学
radio,ラジオ
quickly,速く
bottom,底
leaf,葉
mouth,口
enjoy,を楽しむ
sleep,眠り
fly,飛ぶ
rich,金持ちの
repeat,を繰り返して言う
evening,夕方
slow,遅い
circle,円
pair,組
plane,平面
clean,汚れのない
pick,を選ぶ
dog,犬
phone,電話
shop,小売店
interview,面接
brain,脳
nine,9の記号
sister,妹
camp,野営地
dream,夢
hotel,ホテル
spot,斑点
chair,いす
newspaper,新聞
listen,聞く
forget,を忘れる
birth,誕生
bone,骨
everyone,すべての人
partner,相手
flower,花
happy,幸福な
leg,脚
cry,泣く
song,歌
egg,卵
sugar,砂糖
gift,贈り物
ice,氷
beautiful,美しい
push,を押す
cool,涼しい
weather,天気
boat,小型の船
hole,穴
thin,薄い
corner,かど
drink,を飲む
solve,を解く
dress,に服を着せる
maybe,たぶん
farmer,農場経営者
factory,工場
excellent,すぐれた
ideal,理想
shoulder,肩に似た部分
straight,まっすぐな
shake,を振る
laugh,笑う
paint,ペンキ
magazine,雑誌
poem,詩
carefully,注意深く
