english,japanese
yellow,黄色の
surprise,を驚かす
flat,平平らな
trip,旅行
suggestion,提案
baby,赤ん坊
topic,話題
warm,暖かい
fifty,50記号
match,マッチ
sight,をねらう
ear,耳
yard,ヤード)
truck,運搬車
nurse,看護人
hide,を隠す
thick,厚い
row,列
cook,料理人
sport,スポーツ
television,テレビ放送
yourself,あなた自身
noise,音
ball,球
am,be動詞の一人称単数
dance,踊る
wheel,車輪
pleasure,喜び
conversation,会話
ride,乗って行く
forty,40の記号
following,次の
blow,吹く
imagine,を想像する
tooth,歯
cup,茶わん
driver,追う人
twelve,12の記号
pretty,きれいな
fat,脂肪
careful,注意深い
meat,動物の肉
sing,歌う
rain,雨
interested,興味のある
wash,を洗う
beach,浜
painting,絵をかくこと
bus,バス
rat,ネズミ
famous,有名な
bright,輝いている
worry,心配する
welcome,ようこそ
scientist,科学者
lesson,課
bag,袋
habit,習慣
pool,水たまり
corn,とうもろこし
meal,食事
grass,草
neck,首
kid,子ヤギ
sweet,甘い
strange,奇妙な
afternoon,午後
guy,控え綱
coat,コート
player,競技者
rice,米
cloud,雲
dinner,主要な食事
quiet,静かな
pollution,汚すこと
sky,空
vegetable,植物
mouse,ハツカネズミ
tower,塔
coffee,コーヒー
kitchen,台所
smoke,煙
bottle,びん
cat,猫
guess,を推測する
elementary,初歩の
fifteen,15記号
cap,帽子
kiss,に口づけする
shoe,靴
video,テレビの映像
pocket,ポケット
yes,はい
camera,カメラ
sick,病気の
nice,良い
guest,招待客
fishing,魚取り
healthy,健康な
orange,オレンジ
afraid,恐れて
jump,跳ぶ
actor,俳優
pray,祈る
glad,うれしい
clothes,衣服
moon,月
sixty,60の記号
mobile,動くことができる
bath,入浴
tall,高い
wake,目を覚ます
restaurant,レストラン料理店
airport,空港
cloth,布
apple,リンゴ
classroom,クラスルーム
sum,合計
expensive,費用のかかる
sheep,羊
bread,パン
nose,鼻
beside,のそばに
hurt,に苦痛を与える
holiday,休日
sorry,悲しいと思う
climb,をよじ登る
brush,ブラシ
busy,忙しい
desk,机
contest,争い
pig,豚
button,ボタン
movie,映画
wonderful,驚くべき
cream,クリーム
fan,うちわ
borrow,を借りる
flag,旗
fever,熱
uncle,おじ
tight,きっちり締まった
pen,ペン
everywhere,至る所に
butter,バター
celebrate,を祝う
excuse,を許す
dig,を掘る
smell,をかぐ
everybody,すべての人
blank,白紙の
stone,石
lunch,昼食
dear,親愛な
dad,おとうちゃん
reporter,報告者
fun,楽しみ
strict,厳しい
drama,戯曲
clock,時計
ticket,切符
shirt,シャツ
bean,豆
seventy,70の記号
knife,ナイフ
lady,淑女
eleven,11を表す記号
yesterday,きのう
jet,噴出
angry,おこった
bowl,どんぶり
coach,大型四輪馬車
dish,大皿
terrible,恐ろしい
festival,祭り
cheese,チーズ
breakfast,朝食
hurry,急ぐ
pop,ポンと音がする
garden,庭
ruler,支配者
spell,をつづる
pink,桃色
dictionary,辞書
sad,悲しい
breathe,呼吸する
bedroom,寝室
juice,汁
eighteen,18の記号
aunt,おば
concert,演奏会
kick,をける
smart,機敏な
super,管理人
fourteen,14の記号
eighty,80の記号
beef,牛肉
cake,ケーキ
sixteen,16の記号
grammar,文法
