english,japanese
outgrow,が合わないほど大きくなる
tattoo,帰営ラッパ
cruelly,残酷に
leash,皮ひも
stubbornly,がん固に
cellar,地下室食料貯蔵室
walnut,クルミ
convinced,確信している
sliver,を細長く切る
invariable,不変の
homeward,自分の家の方へ
incurable,不治の
nightclub,ナイトクラブ
prawn,テナガエビ
shortness,短いこと
rafter,たる木
suspiciously,疑い深く
tabloid,タブロイド判新聞
uncomfortably,心地よくなく
mournful,悲しみに沈んだ
electrician,電気技師
filial,子としての
stepmother,まま母
unselfish,利己的でない
personification,擬人化
refuge,避難
inspirational,霊感を与える
ruinous,破滅させる
fondly,かわいがって
presenter,テレビショーの司会者
indulgent,気ままな
thrilling,ぞくぞくさせるような
brag,自慢する
tiresome,飽き飽きさせる
outlive,より長生きする
innocently,無邪気に
stepfather,まま父
uneasily,不安のうちに
stingy,けちな
absentee,欠席者
subjunctive,仮定法の
cyclist,自転車に乗る人
solidity,固いこと
folly,愚かさ
zoom,急上昇する
dreamy,夢のような
unkind,不親切な
sloppy,ぬけて汚れた
ecologist,生態学者
lousy,シラミのたかった
narcissistic,自己陶酔の
impressionist,印象主義者
optimist,楽天主義者
tremor,震動
artistry,芸術的効果
inborn,生まれつきの
mortify,を抑制する
obituary,死亡記事
outdo,にまさる
subcontinent,亜大陸
donkey,ロバ
indignity,軽べつすること
breathtaking,かたずをのませるような
carefree,心配のない
stew,をとろ火で煮る
mystify,を惑わせる
hilarious,とてもおかしい
drapery,垂れ布
nutshell,殻
unease,不安
indescribable,言葉では言い表せない
caravan,隊商
exactness,正確
beautify,を美しくする
thoughtless,思いやりのない
tablecloth,テーブル掛け
oversize,標準より大きい
flawless,傷のない
salesmanship,販売の手腕
selfless,私心のない
unconcerned,かかわりがない
duel,決闘
scooter,スクーター
bikini,ビキニ
soundtrack,サウンドトラック
dandelion,タンポポ
gaudy,けばけばしい
sociable,社交的な
regrettably,遺憾ながら
playmate,遊び友達
leopard,ヒョウ
unimaginable,想像できない
altar,祭壇
collocation,配置
silverware,銀器
tulip,チューリップ
penguin,ペンギン
boxer,ボクサー
ghetto,ユダヤ人街
timeless,無限の
harrow,まぐわ
eyelash,まつ毛の1本
linen,リネン
cornet,コルネット
bustling,忙しそうな
bustle,せかせかと動き回る
frugal,倹約な
reprove,を非難する
soliloquy,独白
fearsome,恐ろしい
anchorage,停泊地
intransitive,自動詞の
malady,疾病
hyphen,ハイフン
times,掛ける
creepy,ぞくぞくする
bestseller,ベストセラー
mistreat,を虐待する
bun,ロールパン
splatter,はねかかる
apostrophe,アポストロフィー
pessimist,悲観論者
offhand,即座の
vocalist,歌手
proven,証明された
overstep,からはみだす
punctual,時間を守る
irresistibly,抵抗できないほどに
ungodly,神を恐れない
tiredness,疲労
aircrew,航空機乗組員
papaya,パパイヤ
reverence,崇敬
impressionism,印象主義
getaway,逃亡
determiner,決定詞
pedantic,学者ぶる
hyperbole,誇張法
gymnastic,体操の
stylist,文章家
spa,鉱泉
handrail,手すり
humbug,詐欺
trek,長くつらい旅をする
punctuality,時間厳守
stonework,石造物の集合
posh,すばらしい
rainstorm,暴風雨
breezy,そよ風の吹く
prance,前脚を上げ後脚でけって跳び進む
scholasticism,スコラ哲学
rainbow,にじ
redo,を再びする
steely,鋼鉄の
wearisome,疲れさせる
bathhouse,浴場
lark,ヒバリ
mango,マンゴー
workbench,仕事台
soaking,しみ込む
leek,ニラ
giveaway,うっかり漏らすこと
solo,独唱曲
bothersome,やっかいな
cubism,キュービズム
vanity,虚栄心
paratrooper,落下傘降下兵
undersea,海中の
bookmark,しおり
bartender,バーテン
quarrelsome,議論好きな
stopover,旅行途上の短期滞在
funky,素朴さのある
fantastically,異様に
repertoire,上演目録
doorkeeper,門衛
spellbound,呪文で縛られた
smokestack,煙突
bourbon,バーボンウイスキー
snowball,雪の玉
bossy,親分風を吹かせる
prejudge,を先入観をもって判断する
outback,奥地
mutable,変わりやすい
coastline,海岸線
subplot,わき筋
exultant,大喜びの
catchy,調子がおもしろくて覚えやすい
cornerstone,すみ石
cheeky,ずうずうしい
chimney,煙突
shoplifting,万引き
hospice,宿泊所
barbershop,理髪店
cellist,チェロ奏者
blooming,花盛りの
outshine,よりよく光る
tightrope,綱
wallboard,壁張り用材
predicative,叙述的な
