english,japanese
bidding,入札
conveniently,都合よく
despise,を軽べつする
mentor,指導者
converse,話す
alcoholism,アルコール中毒
squad,分隊
immerse,を浸す
hover,空に浮かぶ
scramble,をかきまぜる
petty,取るに足らない
peg,くぎ
agony,苦悶
soar,空高く飛ぶ
awe,畏敬
microorganism,微生物
trainer,訓練する人
oval,卵形の
debit,借り方
expressive,表情の豊かな
exhaustion,使い果たすこと
persuasion,説得
nobility,貴族階級
glare,ぎらぎら光る
greatness,大きいこと
gardener,植木屋
eruption,突発
battlefield,戦場
reflective,反射する
madness,狂気
unfamiliar,よく知らない
defy,に挑む
herb,草
lastly,最後に
tenderness,柔らかさ
understandable,分かりやすい
tug,ぐいと引く
dumb,物の言えない
dreadful,恐ろしい
negatively,否定的に
amaze,をひどくびっくりさせる
eagerly,しきりに
pebble,小石
patriotism,愛国心
toil,骨折って働く
flutter,ぱたぱたする
blossom,花
frontier,国境
southward,南へ
cocoa,ココア
goodwill,善意
narrowly,狭く
coherence,密着
predictable,予報し得る
superb,りっぱな
fireplace,暖炉
youthful,若い
underestimate,を実際より低く評価する
plum,西洋スモモ
endurance,忍耐
firstly,第一に
disapprove,を好ましくないと思う
caption,題目
northward,北へ
immortal,不死の
dissatisfaction,不満
tan,をなめす
uneven,まっすぐでない
overly,過度に
massage,マッサージ
optimism,楽天主義
influenza,インフルエンザ
catastrophe,大変動
admittedly,明らかに
accessibility,近づきやすさ
evacuation,避難
nominee,指名された人
furious,怒り狂った
stern,厳格な
impartial,片寄らない
weakly,じょうぶでない
needless,不必要な
disconnect,の関係を絶つ
outpatient,外来患者
lick,をなめる
generosity,寛大さ
tyranny,圧制
temperate,節度のある
crater,噴火口
ironically,皮肉に
microphone,マイクロフォン
subtitle,副表題
yacht,ヨット
bruise,打撲傷
synonym,同義語
haste,急ぎ
diplomat,外交官
disqualify,を不適格にする
troublesome,迷惑な
blindness,盲目
astonish,をびっくりさせる
ponder,をじっくり考える
moody,気分が変わりやすい
knowingly,知りながら
typhoid,腸チフス
picturesque,絵のように美しい
penicillin,ペニシリン
impossibility,不可能
irrational,理性のない
exquisite,絶妙な
faulty,欠点のある
hastily,急いで
barren,やせた
worldly,この世の
sincerity,誠実
pint,パイント
risky,危険な
prosper,繁栄する
stab,を刺す
masterpiece,傑作
conceivable,考えられる
needy,非常に暮らしに困っている
captive,捕虜
misunderstand,を誤解する
cripple,肢体障害者
sob,すすり泣く
correctness,正しいこと
pharmacist,薬剤師
improperly,不適当に
disgrace,不名誉
plague,疾病
countryman,同国人
humane,人道的な
adorn,を飾る
thrill,ぞくぞくする感じ
unrest,不安
worthless,価値のない
overtake,に追いつく
tolerant,寛大な
bitterly,ひどく
rally,を再び集める
willingly,喜んで
starvation,餓死
queer,風変りな
slash,をさっと切る・をヒュッと打ち下ろす
aspire,大望を抱く
berry,ベリー
merger,吸収合併
astonishing,驚くべき
tropic,回帰線
simplification,単純化
eyebrow,眉弓
evacuate,を明け渡す
inaccurate,不正確な
holocaust,大虐殺・全燔祭の供物・全焼死・ ユダヤ人の大量虐殺
inert,活動する力がない
rehearsal,けいこをすること
magnify,を拡大する
tomb,墓
biotechnology,生物工学
nicely,見事に
corporal,伍長
benevolent,慈悲深い
subside,引く
hail,あられ
navigate,を操縦する
calmly,静かに
worsen,をいっそう悪化させる
disapproval,不賛成
pluck,を摘む
refute,の間違っていることを証明する
anguish,激しい苦しみ
distraction,気を散らすこと
idiot,白痴
discredit,の信用を落とす
coral,サンゴ
trolley,手押し車
blur,にじみ
lengthen,を長くする
commemorate,を祝う
moonlight,月光
aristocracy,貴族政治
alphabetical,アルファベット順の
rack,掛け
transfusion,輸血
vibrate,振動する
resonant,鳴り響く
motorist,自動車を乗り回す人
germ,細菌
grieve,悲しむ
dormitory,寄宿舎
polity,政治形態
comfortably,ここちよく
unlock,の錠を開ける
unsafe,危険な
housewife,家庭の主婦
rim,へり
loneliness,寂しさ
infringe,を侵害する
chaotic,混とんとした
