english,japanese
scene,現場
clerk,行員
destroy,を破壊する
safe,安全な
custom,習慣
impossible,不可能な
kingdom,王国
speaker,話す人
guard,見張り
graduate,大学卒業者
chain,鎖
background,背景
usual,いつもの
complaint,不平
explanation,説明
youth,若さ
apparently,明らかに
burn,燃える
expert,専門家
plus,を加えて
tie,を縛る
ill,病気で
danger,危険
emergency,非常の場合
fresh,新鮮な
ancient,古代の
suitable,適当な
mix,を混ぜ合わせる
perfect,完全な
receipt,領収書
silver,銀
debate,討論
oppose,に反対する
exactly,正確に
novel,新奇な
succeed,成功する
rent,ほころび
escape,逃げ出す
opposite,向こう側の
flight,飛ぶこと
appointment,約束
captain,長
uniform,不変の
soft,柔らかい
tear,を裂く
mainly,おもに
apart,離れて
gun,銃
possibly,ひょっとしたら
secret,秘密の
prefer,むしろのほうを好む
writing,書くこと
screen,金網
extremely,極端に
slowly,遅く
powerful,強力な
passenger,乗客
extra,余分の
greatly,大いに
wild,野生の
weak,弱い
adjust,を調節する
host,大群
till,まで
occupation,職業
inner,内側の
earn,をかせぐ
advice,忠告
hit,を打つ
software,ソフトウェア
advertising,広告
shoot,を撃つ
survive,の後まで生きる
fairly,公平に
audience,聴衆
shell,貝がら
strongly,強く
shock,衝撃
bill,勘定書
gate,門
photograph,写真
hardly,ほとんどない
invite,を招待する
lawyer,弁護士
intelligence,知能
mistake,誤り
gather,を集める
familiar,よく知られている
chart,海図
fault,欠点
widely,広く
web,巣
lock,錠
commitment,約束
symbol,象徴
flood,はんらん
concentrate,を集中する
crown,王冠・王位
ahead,前方に
tone,音
unknown,知られていない
lip,くちびる
predict,を予報する
explore,を探検する
permission,許可
quick,速い
wine,ワイン
elsewhere,どこかよそに
twice,回
soldier,軍人
slave,奴隷
plastic,プラスチック
besides,に加えて
advise,にを忠告する
slide,滑る
independence,独立
beauty,美しさ
tip,先
personality,個性
essay,小論
root,根元
pursue,を追う
liberty,自由
partly,一部分
murder,危険なこと
drawing,線で描くこと
crowd,群衆
mostly,たいてい
pack,包み
dangerous,危険な
pilot,水先案内人
smooth,滑らかな
empty,からの
ourselves,私たち自身
fashion,流行
raw,生の
senior,年上の
appreciate,を認める
wealth,富
gradually,だんだんに
disappear,見えなくなる
truly,偽りなく
wise,賢い
atom,原子
weekly,毎週の
automatic,自動の
entrance,入り口
dust,ちり
diet,議会
silence,静けさ
banking,銀行業務
gender,性
wet,ぬれた
architecture,建築術
rating,格づけ
storm,あらし
abroad,海外へ
roof,屋根
visitor,訪問者
comparative,比較の
calendar,暦
string,ひも
container,容器
shadow,陰
sink,沈む・下降する
chest,大箱
pro,賛成論
heating,加熱
golden,金の
belt,ベルト
unusual,普通でない
communicate,を伝える
pour,を注ぐ
remind,に思い出させる
desert,砂ばく
stamp,を踏みつける
unlike,と違って
weigh,の重さを計る
brand,種類
seriously,真剣に
maker,製作者
lane,小道
insect,昆虫
armed,武装した
unfortunately,不幸にも
successfully,首尾よく
remote,遠い
joy,喜び
landscape,風景
retire,引退する
perfectly,完全に
musical,音楽の
battery,砲兵中隊
trap,わな
furniture,家具・ 家具
lamp,ランプ
drill,きり
hate,を憎む
deeply,深く
complain,不平を言う
