english,japanese
feat,手柄
elemental,自然の力による
burglary,住宅侵入
tame,飼いならされた
trophy,戦利品
redundant,余計な
bewilder,を当惑させる
overturn,をひっくり返す
salon,客間
dependable,信頼できる
clap,ピシャリという音
ling,タラ科の食用魚
unsuitable,不適当な
legendary,伝説の
daytime,昼間
cocktail,カクテル
traitor,裏切り者
humiliation,辱めること
crease,折り目
chunk,厚切り
retard,の進歩を遅らせる
playwright,劇作家
gloomy,暗い
cuff,そで口
commute,を振り替える
proudly,威張って
pickle,つけ汁
helper,助ける人
fictional,作り事の
paw,足
improbable,ありそうもない
cardboard,厚紙
nourish,を養う
erupt,噴出する
relic,遺物
unnatural,不自然な
immortality,不死
sniff,かぐ
suitably,適当に
craftsman,職人
cherry,サクランボ
soybean,大豆
trio,三つ組
entertaining,愉快な
athletics,運動競技
muddy,泥をかぶった
tyrant,暴君
pedal,ペダル
bony,骨の
hairy,毛深い
eloquent,雄弁な
sneak,こそこそ動く
demolish,を取り壊す
adore,を深く愛する
innate,生まれつきの
boiling,沸騰
unrealistic,非現実主義の
ram,雄羊
originality,独創性
paperwork,書類仕事
fascination,魅惑
bizarre,一風変わった
statesman,政治家
consolation,慰め
catastrophic,悲劇的な
coward,おくびょう者
patiently,忍耐強く
scientifically,科学的に
obsession,つきまとうこと
astonishment,驚き
unreliable,当てにならない
exaggeration,誇張
mover,動き人
refresh,を再び元気にする
casually,偶然に
muse,深く考える
quarrel,口げんか
lobby,ロビー
incense,香
bellow,低く太い声で鳴く
intrude,じゃまをする
permeate,にしみ通る
communicative,話好きな
brewery,ビール醸造所
generously,気前よく
orator,演説者
tramp,ドシンドシンと歩く
usher,案内人
preoccupy,をいっぱいにする
icy,氷の
rattle,ガタガタ音を立てる
rhyme,韻
dictator,独裁者
ethic,倫理
obedient,従順な
wed,と結婚する
skim,から上澄みを取る
deceptive,人をだますような
sandstone,砂岩
immoral,不道徳な
broadcaster,放送者
clam,ハマグリ
ravage,破壊
confidently,自信をもって
wit,知る
orchid,ラン
squash,を押しつぶす
flax,亜麻
relativity,関係のあること
doubly,倍に
bomber,爆撃機
complexion,顔のつや・顔色
irresistible,抵抗できない
delicacy,優美さ
oath,誓い
diphtheria,ジフテリア
mumble,をもぐもぐ言う
coma,こん睡状態
affectionate,愛情のこもった
messenger,使いの者
rusty,さびた
wink,目くばせする
beak,くちばし
glorify,をほめたたえる
recollect,を思い出す
emphatically,断固として
unwise,分別のない
unofficial,非公式の
roam,あてもなく歩き回る
foreman,職長
devil,悪魔
repress,を抑圧する
stockpile,備蓄
stimulant,刺激
legislate,法律を制定する
ambassador,大使
inflate,をふくらます
momentarily,ちょっとの間
winding,うねる
inseparable,分けられない
momentary,瞬時の
attentive,注意深い
inexperienced,経験のない
bully,弱い者いじめ
amazement,たいへんな驚き
wrongly,間違って
setback,妨げ
plumber,鉛管工
warship,軍艦
freak,気まぐれ
eloquence,雄弁
rejoin,に再び加わる
atypical,型にはまらない
impractical,実用的でない
eyelid,まぶた
dawn,夜明け
misconception,誤解
carnival,謝肉祭
replica,原作の写し
unmistakable,まぎれもない
nostril,鼻孔
everlasting,永久に続く
luxurious,ぜいたくな
irresponsible,無責任な
fabulous,伝説上の
pudding,プディング
prestigious,誉れの高い
underwear,下着
arrogant,傲慢な
housekeeper,主婦
lighten,を明るくする
browse,漫然とながめる
enthusiastically,熱狂的に
elegance,優美
hush,静けさ
bumper,バンパー
childish,子供の
salesperson,販売員
devoted,献身的な
ointment,軟こう
peep,のぞき見する
clumsy,無器用な
nervously,神経質に
ballad,民謡
broadband,広帯域の
mimic,をまねてからかう
overhear,をふと耳にする
unpopular,人気のない
creek,小川
desperation,絶望状態
adaptable,適応できる
vomit,吐く
witty,機知に富んだ
pedestrian,歩行者
rosy,バラ色の
exalt,を昇進させる
wasp,スズメバチ
outskirts,はずれ
intruder,侵入者
obsess,にとりつく
