english,japanese
unhealthy,健康でない
punctuation,句読法
greedy,どん欲な
envy,ねたみ
scissors,はさみ
wallet,紙入れ
granddaughter,孫娘
dinosaur,恐竜動物の総称)
jam,ジャム
pasta,パスタ
tidy,きちんとした
melon,メロン
embarrassing,まごつかせる
luckily,運よく
dishonest,不正直な
hey,おや
thunderstorm,大雷雨
overweight,超過重量・太り過ぎ
ski,スキー
jelly,ゼリー
pal,友達
playful,遊び好きな
climbing,登る
thirsty,のどの渇いた
crisp,かりかりした
armchair,ひじ掛けいす
batch,一焼き分
frightening,ぎょっとさせる
racket,ばか騒ぎ
endangered,危険にさらされた
blackboard,黒板
guidebook,案内書
feather,羽
barbecue,バーベキュー
windy,風の吹く
missing,紛失した
dizzy,めまいがする
seaside,海岸
bookshop,書店
cooker,料理用電気器具
earring,イヤリング
cassette,カセット
receptionist,受付係
hiking,ハイキング
kilo,キログラム
handbag,ハンドバッグ
shampoo,洗髪剤
pleased,喜んだ
sauce,ソース
spaghetti,スパゲッティ
breeze,微風・そよ風
weekday,平日
lost,失った
astronaut,宇宙飛行士
chin,あご
flea,ノミ
pacific,平和的な
mug,マッグ
bookcase,本箱・書だな
bookshelf,本だな
worried,心配そうな
superlative,最高の
unforgettable,忘れられない
chimpanzee,黒ショウジョウ
schoolchild,学童
escalator,エスカレーター
roundabout,遠回りの
sunflower,ヒマワリ
disappointed,当ての外れた
mall,木陰の散歩道
barber,理髪師
cab,タクシー
clown,道化
laziness,怠惰
curry,カレー粉
lunchtime,昼食時間
drugstore,ドラッグストア
toothbrush,歯ブラシ
chirp,チュッチュッ
wool,羊毛
sleepless,眠れない
lemon,レモン
headphone,ヘッドフォン
raincoat,レインコート
given,定められた
worst,最も悪い
brainstorm,精神錯乱
superstar,スーパースター
sightseeing,見物
surfing,波乗り
leather,なめし皮
toothache,歯痛
badminton,バドミントン
tights,タイツ
done,仕上がった
confused,困惑した
schoolwork,学業
granddad,祖父
swimsuit,水泳着
policewoman,婦人警官
businesswoman,女実業家
lemonade,レモン水
mosque,イスラム教寺院がある独特の建築物)
tram,四輪運搬車
stomachache,腹痛
fridge,冷蔵庫
worse,もっと悪い
napkin,ナプキン
least,最も小さい
amused,おもしろがった
latest,最も遅い
theirs,彼らのもの
annoying,迷惑な
surprised,驚いた
sunglasses,サングラス
service,奉仕
general,全部の
per,につき
require,を必要とする
development,発達
term,専門用語
total,総計の
process,作用
department,部門
amount,総計なる
property,動産
policy,方針
county,州
individual,個々の
tax,税
thus,このように
whether,かどうか
determine,を決定する
industry,産業
application,適用
operation,作用
president,米国大統領
contain,を含む
available,利用できる
standard,標準
measure,寸法
analysis,分析
obtain,を得る
economic,経済の
district,地区
fund,資金
foot,足
press,を押す
supply,を供給する
involve,を伴う
authority,権威
charge,費用
various,互いに異なる
occur,起こる
regard,をみなす
management,管理
limit,限界
decision,決定
union,結合
surface,表面
relation,関係
current,通用している
relate,を物語る
income,収入
reduce,を減らす
approach,に近づく
grant,をかなえる
treatment,取り扱い
estimate,を見積る
benefit,ためになること
security,安全
council,諮問会
agreement,一致
respect,尊敬
resource,臨機応変の才
central,中心の
basis,根拠
theory,理論
region,地域
construction,組立て
able,できる
growth,成長
requirement,必要なもの
loss,失うこと
demand,を求める
propose,を提案する
relationship,血縁関係
series,連続
associate,を仲間に加える
regulation,規則
disease,個別の病気・疾患
main,おもな
rise,立ち上がる
equipment,備品
duty,義務
distribution,配分
movement,運動
volume,本
element,元素
maintain,を維持する
