english,japanese
vacation,休暇
anybody,だれか
potato,ジャガイモ
tonight,今晩
march,行進する
lovely,美しい
piano,ピアノ
ghost,幽霊
everyday,毎日の
gold,金
ninety,90の記号
swim,泳ぐ
snake,ヘビ
singer,歌う人
cow,雌牛
shower,シャワーを浴びる
thirteen,13の記号
shelf,たな
football,フットボール
knee,ひざ
luck,運
weekend,週末
handsome,風采のよい
musician,音楽家
grandfather,祖父
broken,壊れた
greet,にあいさつする
smoking,煙ること
purple,紫色
shopping,買物・買物の
exciting,興奮させる
dirty,汚い
celebration,祝賀
nationality,国籍
lucky,幸運の
birthday,誕生日
awake,の目をさまさせる
foreigner,外国人
pencil,鉛筆
hungry,飢えた
funny,おかしい
monkey,さる
nineteen,19の記号
sailor,水夫
bathroom,浴室
grandmother,祖母
grape,ぶどう
chocolate,チョコレート飲料
baseball,野球
bat,コウモリ
skirt,スカート
headache,頭痛
saw,seeの過去
seventeen,17の記号
cinema,映画館
pardon,を許す
spy,スパイ
toilet,便器
ribbon,リボン
poster,ポスター
lonely,ひとりの
clever,利口な
couch,長いす
bucket,バケツ
cop,警官
bee,はち
fairy,妖精
album,アルバム
is,beの三人称・単数・現在
bicycle,自転車
ugly,醜い
toy,おもちゃ
rabbit,ウサギ
frog,カエル
candy,砂糖菓子
drum,太鼓
salad,サラダ
sunshine,日光
taxi,タクシー
rose,バラの花
temple,こめかみ
prince,王子
tomato,トマト
best,いちばんよい
swimming,水泳
boring,退屈な
pet,愛がん動物
bell,鐘
better,いっそうよい
notebook,ノート
delicious,おいしい
shy,恥ずかしがり屋の
underline,に下線を引く
hat,帽子
garbage,生ごみ
merry,陽気な
basketball,バスケットボール
mum,沈黙した
guitar,ギター
excited,興奮した
are,である
sunday,日曜日
sunny,日のよくさす
umbrella,傘
cartoon,風刺漫画・実物大の下絵・
most,最も多い
interviewer,面接する人
waiter,給仕人
grandparent,祖父母
cousin,いとこ
rainy,雨の
rude,失礼な
lion,ライオン
lazy,怠惰な
tired,疲れた
subway,地下鉄
supermarket,スーパーマーケット
pizza,ピッツァ
boyfriend,男友だち
homework,宿題
surf,寄せ波
sun,太陽
zoo,動物園
january,月
soccer,サッカー
grandma,おばあちゃん
sandwich,サンドイッチ
lily,ユリ
jacket,上着
bookstore,書
classmate,級友
milk,動物が分泌する)乳
doll,人形
would,だろう
butterfly,チョウ
towel,タオル
cute,かわいい
cloudy,曇った
palace,宮殿
bye,二の次の事
should,する
snow,雪
waitress,女給仕人
turkey,シチメンチョウ
biscuit,小型パン
saturday,土曜日
vase,花びん
grandpa,おじいちゃん
snowy,雪の
tiger,トラ
hobby,趣味
june,月
tomorrow,明日
hometown,今までいちばん長く住んだ町
monday,月曜日
soup,スープ
friday,金曜日
picnic,ピクニック
volleyball,バレーボール
foggy,霧の立ちこめた
apron,エプロン
haircut,散髪
august,威厳のある
sir,あなた
thursday,木曜日
coke,コークス
kite,トビ
princess,王女
wednesday,水曜日
hill,丘
sofa,長いす
hamburger,牛のひき肉
daddy,おとうちゃん
his,彼の
chicken,ひよこ
more,いっそう大きい
october,月
banana,バナナ
autumn,秋
opera,オペラ
tea,茶
could,することができた
its,それの
had,したことがあった
has,haveの三人称単数現在
does,doの三人称・単数・直説法現在形
hers,彼女のもの
ours,私たちのもの
false,正しくない
hello,もしもし
pants,ズボン
yours,あなたのもの
thanks,ありがとう
trousers,ズボン
state,状態
shall,でしょう
such,こんな
system,体系
part,部分
provide,を供給する
