english,japanese
breast,胸
correction,訂正
guidance,指導
researcher,研究者
absolutely,絶対的に
strengthen,を強くする
launch,を水面に降ろす
typically,典型的に
revision,改正校閲
surgery,外科医術
destruction,破壊
classical,古典の
defend,を守る
beneath,の下に
sponsor,保証人
digital,指の
pub,パブ
curriculum,教科課程
exclusive,除外する
demonstration,論証
guilty,罪を犯した
occasionally,たまに
era,時代
accuse,を告発する
pole,棒
convey,を運ぶ
steady,むらのない
overcome,に打ち勝つ
logic,論理学
powder,粉
pump,ポンプ
recording,録音したもの
liver,生活する人
electricity,電気
specialist,専門家
deficiency,不足
surely,確かに
conservative,保守的な・保守主義の
victory,勝利
absorb,を吸収する
tale,話
cure,を治療する
tobacco,タバコの木
circular,円形の
buyer,買い手
mathematics,数学
comfort,を慰める
platform,壇
survival,生き残ること
atomic,原子の
rarely,めったにしない
remarkable,注目すべき
compete,競う
prominent,突き出た
educate,を教育する
reward,報酬
update,を最新のものにする
prize,賞
arrival,到着
breed,子を生む
workshop,仕事場
dissolve,を溶かす
constantly,絶えず
punishment,罰を
critic,評論家
hunt,を狩る
nucleus,中心
satellite,衛星・人工衛星・衛星国家・従者
routine,いつもの手順
graph,グラフ
absent,不在の
praise,ほめること
rough,粗い
folk,家族
format,体裁
annually,年々
anxiety,心配
bound,はね上がる
hazard,危険
newly,最近
variety,変化に富んでいること
dozen,ダース
uncertainty,確信のなさ
strain,を引っ張る
briefly,手短に
awareness,気づいていること
divine,神の
warn,に警告する
syndrome,症徴候
mechanic,機械工
undergo,を受ける
architect,建築家
resist,をこらえる
discount,割引
negotiate,を取り決める
scholarship,奨学金
reliable,信頼できる
craft,技能
moisture,湿りけ
passion,激しい感情
insight,洞察
shortly,まもなく
consume,を消費する
lab,実験室
exploration,探検
reproduce,を再現する
reservation,予約
dramatic,劇の
pace,歩
conscious,気づいている
owe,を借りている
attachment,付くこと
warning,警告
distant,遠い
confusion,混乱
coastal,海岸の
neutral,中立の
drag,を引きずる
pause,小休止
scatter,をばらまく
flash,ひらめき
compromise,妥協
silent,音がしない
resemble,に似ている
technological,科学技術の
deserve,に値する
motive,動機
resort,やむを得ず訴える
simultaneously,同時に
habitat,産地
wildlife,野生生物
prejudice,先入観
racial,人種の
weakness,弱いこと
unite,を結合させる
rational,道理にかなった
totally,全く
inspire,を鼓舞する
historian,歴史家
disaster,災害
whisper,ささやく
anger,怒り
pale,青白い
reputation,評判
extraordinary,並はずれた
stir,をかき混ぜる
inhabitant,住人
historic,歴史に残る
residential,住居の
biology,生物学
northwest,北西
barrel,たる
delight,大喜び
seize,をぐいとつかむ
disturbance,乱すこと
productive,生産的な
pit,地面の穴
collapse,つぶれる
highlight,最も明るい部分
immigration,移住
sacred,神聖な
altogether,まったく
complicate,を複雑にする
companion,仲間
signature,署名
react,反応する
preservation,保護
personally,自分自身で
clinic,臨床講義
massive,大きくて重い
darkness,暗さ
protective,保護の
surgeon,外科医
intense,激しい
palm,手のひら
definitely,明確に
enclose,を囲む
indirect,真っすぐでない
instructor,教師
fragment,破片
departure,立ち去ること
renew,を新しくする
tiny,とても小さい
worthy,価値のある
pot,つぼ
proud,得意な
scan,をじっと見る
glory,栄光
broadcast,を放送する
equality,等しいこと
widespread,広げた
loud,大きい
somehow,どうにかして
fellow,男
nutrition,栄養摂取
wrap,を巻きつける
crush,を押しつぶす
appreciation,正しく認識すること
peculiar,変な
organ,オルガン
