english,japanese
bud,芽
lest,しないように
syllable,音節
spectacle,光景
sanitation,衛生
microscopic,顕微鏡の
mock,をあざける
murmur,ざわめき
unsatisfactory,不満足な
mutter,つぶやく
nationwide,全国的な
linger,なかなか立ち去らない
offend,の感情を傷つける
absurd,道理に合わない
lengthy,非常に長い
rip,を裂く
technically,専門的に
unsuccessful,不成功の
scent,におい
revenge,に復讐する
disrupt,を混乱させる
thinker,考える人
bureaucracy,官僚政治
gasp,はっと息をのむ
melody,美しい音の流れ
miniature,模型
legislator,法律制定者
starve,餓死する
contradict,を否定する
vow,誓い
flip,をはじく
journalism,ジャーナリズム
foresee,を予知する
mortar,モルタル
infringement,侵害
conversely,逆に
mist,かすみ
kneel,ひざまずく
neat,きちんと整った
turbulent,荒れ狂う
ambiguous,いろいろな意味にとれる
doom,運命
pave,を舗装する
outfit,装備一式
subtract,を引く
detachment,分離すること
potent,有力な
frankly,率直に
nuisance,迷惑をかける人
imprison,を投獄する
aboriginal,土着の
unwilling,気が進まない
chew,をかむ
interpersonal,人と人との間の
accusation,告発すること
abruptly,突然に
indebted,借金がある
deduce,を導き出す
exceptionally,例外的に
preferably,好んで
respiration,呼吸すること一呼吸
suspicious,疑わしい
knot,結び目
spur,拍車
ineffective,効果のない
transistor,トランジスター
indulge,を満足させる
stagger,よろめく
misleading,人を誤らせる
revolve,回るround)+名》
shatter,を粉々に打ち砕く
foul,汚い
outsider,局外者
pneumonia,肺炎
literal,原文の語句に忠実な
compassion,あわれみ
disappearance,消失
wartime,戦時
contradictory,矛盾した
intrusion,押しつけること
offshore,沖に向かう
cube,立方体
patriotic,愛国の
flaw,割れ目
mansion,大邸宅
mortal,必ず死ぬ運命の
donate,を寄贈する
manual,手でする
ridge,山の背
microscopy,顕微鏡使用
racism,民族主義政策
blaze,炎
astronomy,天文学
persistence,あくまでもやり抜くこと
inventor,発明者
indifferent,関心のない
bestow,を授ける
injured,傷つけられた
decorative,装飾の
preferable,いっそう望ましい
mint,ハッカ
coincidence,同時発生
overthrow,を倒す
theorist,理論家
venue,行為地 ・現場
blink,まばたきする
tread,を踏んで通る
animate,に生命を吹き込む
unaware,気づかない
stitch,一針
scandal,醜聞
excel,にまさる
moving,動く
exotic,外来の
translator,翻訳者
reconsider,を再考する
crab,カニ
trivial,ささいな
explorer,探検家
patron,後援者
formidable,恐ろしい
seminar,研究グループ
reminder,思い出させる人
startle,を飛び上がらせる
addiction,熱中すること
amplify,を拡大する
bankrupt,破産者
vigorously,精力的に
authoritative,信頼すべき
ash,火山灰
distract,の注意をそらす
novelty,新奇さ
tutor,家庭教師・講師
spokesman,スポークスマン
cruelty,残酷
hospitality,親切なもてなし
excursion,小旅行
straighten,をまっすぐにする
radiate,光を放つ
ballet,バレエ
admirable,賞賛に値する
passionate,情熱的な
paralysis,麻痺
gleam,きらめき
gateway,出入口
quantify,の量を定める
rug,敷き物
slap,平手打ち
addict,を熱中させる
irritation,いらだち
optimistic,楽天主義の
harmless,無害の
thoughtful,思いやりのある
intravenous,静脈内の
ranger,歩き回る人
leaflet,ちらし
trainee,訓練を受けている人
scarlet,緋色
lawsuit,訴訟
juror,陪審員
duplication,複製すること
gambling,かけごとをすること
nightmare,悪夢
pirate,海賊
detach,を引き離す
liner,定期船
chemotherapy,化学療法
misfortune,不運
zip,ビュッという音
swift,速い
righteousness,正義
prominence,突出部
elective,選挙で選ばれた
outrage,暴行
villager,村人
amuse,を楽しませる
console,を慰める
massacre,大虐殺
rag,布切れ
thermometer,温度計
eastward,東へ
toll,鳴る
mastery,支配
loosely,緩く
pastoral,羊飼いの
morally,道徳的に
proponent,提案者
ideally,理想的に
ramp,詐欺
radically,根本的に
quarantine,隔離
tub,おけ
smash,を粉々にする
supernatural,超自然の
slam,をピシャリと閉める
entrepreneur,企業家
grim,険しい
cheat,をだます
repression,鎮圧すること
hesitation,ためらい
