english,japanese
timely,時宜を得た
continually,ひんぱんに
gallon,ガロン
rage,激怒
ecology,生態学
bold,大胆な
beast,動物
bow,弓
marble,大理石
entertain,を楽しませる
hesitate,ためらう
certainty,確実性
shame,恥ずかしさ
champion,優勝者
pregnant,妊娠している
prescription,指示すること
discourage,を落胆させる
curtain,カーテン
tablet,銘板
soul,魂
miracle,奇跡
survivor,生存者
prepared,用意のできた
ink,のインク
hammer,金づち
faint,かすかな
grave,墓穴
temper,立腹
trim,の形を整える
nonetheless,それでもなお
unexpected,予期しない
inscription,記すこと
fade,衰える
permanently,永久に
unfortunate,不運な
bubble,あわ
urgent,急を要する
supporter,支持者
packing,荷造り
boom,とどろく
mentally,精神的に
impressive,印象的な
heel,かかと
slot,細長いみぞ
inject,を注射する
outdoor,戸外の
triumph,勝利を収める
viewpoint,観点
confirmation,確認
rid,から取り除く
encouragement,激励
garment,衣服
eager,熱望している
alcoholic,アルコールの
ration,配給量
comedy,喜劇
deadline,最終期限
hatch,をかえす
nowhere,どこにもない
fantasy,想像
flock,群れ
submarine,潜水艦
offensive,不愉快にする
sickness,病気でいること
traditionally,伝説的に
cage,鳥かご
disabled,身体障害の不具の
thumb,親指
distinctly,はっきりと
dirt,不潔な物
unemployed,仕事のない
advertise,を広告する
ecosystem,生態系
bullet,弾丸
toss,を軽く投げ上げる
destructive,破壊的な
puzzle,悩ませる物
candle,ろうそく
straw,麦わら
lightly,軽く
useless,無益な
mess,雑然としていること
vague,はっきりしない
yell,大声で叫ぶ
sleeve,そで
patience,忍耐
conquer,を征服する
willingness,喜んですること
feast,祝祭
carpet,じゅうたん
tremble,震える
outward,外側へ
parental,親の
scare,をおびえさせる
scratch,をひっかく
positively,断固として
vain,虚栄心の強い
nationalist,国家主義者
lawful,合法の
improper,ふさわしくない
settler,移民
hunger,飢え
officially,公選上
socially,社会的に
stupid,ばかな
devotion,深い愛情
excellence,優秀さ
detective,刑事
acquaintance,知り合い
clip,紙ばさみ
northwestern,北西の
luxury,ぜいたく
magnificent,壮大な
basement,地階
diagram,説明図
nail,つめ
despair,絶望
desperate,自暴自棄の
chemist,化学者
beloved,最愛の
curiosity,好奇心
ant,アリ
spiral,らせん
deaf,耳が遠い
tense,時制
amazing,驚くべき
drunk,酒に酔って
tightly,しっかりと
forehead,額
loyal,忠実な
endless,無限の
bleed,出血する
fitness,適性
cruel,残酷な
leading,先導する
purify,を清める
theft,盗み
pottery,製陶術
casual,むぞうさな
bunch,ふさ
terrorism,行為
salesman,男子店員
overwhelming,圧倒的な
controversial,議論の
hardship,辛苦
dial,文字盤
surprisingly,驚くほどに
disagreement,不一致
fortunate,幸運な
lately,近ごろ
heater,暖房装置
enrich,を裕福にする
accustom,を慣らす
rolling,転がり
lightning,いなずま
capsule,小容器
rebuild,を再建する
wrist,手首関節
enjoyment,楽しむこと
pollutant,汚染物質
gratitude,感謝
tragic,悲劇の
incorrect,不正確な
repay,を返す
goodness,優秀さ
lodge,小屋
warranty,保証
chaos,混とん
creator,創造者
minus,を引くと
glorious,栄光ある
arithmetic,算数
monster,怪物
whale,鯨: 捕鯨に従事する 〔話〕 非常に大きいもの
pharmacy,薬学
burden,荷物
hop,片足でぴょんぴょんと跳ぶ
hatred,憎しみ
unusually,異常に
accent,アクセント
endanger,を危うくする
orderly,整頓された
whoever,するだれでも
warmth,暖かさ
documentary,文書の
tempt,を誘惑する
lessen,を少なくする
spectator,観客
frozen,凍った
philosopher,哲学者
goddess,女神
pie,パイ
tighten,をきつく締める
genetics,遺伝学
kindness,親切
accidental,偶然の
stall,馬小屋の一仕切り
sheer,透けるほど薄い
disable,を役に立たなくする
regain,を取り戻す
