id,english,japanese,detail,sample,sample-jpn
a1-part6-0001,follow,～ の後について行く；従う,後ろに続く感じ。人・順序・規則に従う意味もある。「の後について行く」の意味もある。 ,"Follow the signs to the exit.",出口の標識に従いなさい。
a1-part6-0002,include,～ を含む,全体の中に入れて数える感じ。含む・含める。 ,"Include your phone number on the form.",用紙に電話番号を記入してください。
a1-part6-0003,act,行い；行動する,実際に動く・行うこと。行為・演じる意味にも使う。意味は「行い」・「行動する」などに分かれる。 ,"A kind act can help someone feel better.",親切な行為は誰かの気持ちをよくする助けになる。
a1-part6-0004,report,報告,「報告」という動き・変化を表す語。人・物への働きかけを表す。 ,"She wrote a report about the accident.",彼女は事故についてレポートを書いた。
a1-part6-0005,law,法,社会の決まり。法律・法則の両方に使う。 ,"The law applies to all drivers.",その法律はすべての運転者に適用される。
a1-part6-0006,less,もっと少ない,「もっと少ない」という性質を表す語。人・物・状況の様子を表す。 ,"This option costs less.",こちらの選択肢の方が費用が少ない。
a1-part6-0007,even,平らな,「平らな」という性質を表す語。人・物・状況の様子を表す。 ,"Even the dog noticed the thunder.",犬でさえ雷に気づいた。
a1-part6-0008,during,～ の間ずっと,時を表す「～の間ずっと」。予定・順序・期間を説明する時に使う。 ,"No one spoke during the movie.",映画の間、誰も話さなかった。
a1-part6-0009,company,来客,「来客」を表す語。物事・考え・状態を表す基本名詞。 ,"The company opened a small office.",その会社は小さなオフィスを開設した。
a1-part6-0010,increase,増える,「増える」という動き・変化を表す語。人・物への働きかけを表す。 ,"Rain can increase the river level.",雨は川の水位を上げる可能性がある。
a1-part6-0011,far,遠くに,「遠くに」を表す語。物事・考え・状態を表す基本名詞。 ,"The farm is far from the city.",農場は町から遠い。
a1-part6-0012,area,面積,「面積」を表す語。物事・考え・状態を表す基本名詞。 ,"The area floods after heavy rain.",大雨の後、その地域は洪水になる。
a1-part6-0013,government,政府,「政府」を表す語。物事・考え・状態を表す基本名詞。 ,"The government announced new safety rules.",政府が新しい安全規則を発表した。
a1-part6-0014,court,中庭,判断や競技の場。裁判所・中庭・コートに使う。 ,"The court heard the case on Monday.",裁判所は月曜日にその事件を審理した。
a1-part6-0015,public,公の,人々全体に開かれた状態。公の・公共の意味。 ,"A public garden opened near city hall.",市庁舎の近くに公園が開設された。
a1-part6-0016,upon,～ の上に,「～の上に」を表す語。物事・考え・状態を表す基本名詞。 ,"Once upon a time, there was a king.",昔々、一人の王様がいました。
a1-part6-0017,however,しかしながら；どんなに～でも,前の内容と対比させる接続語。「どんなに～でも」の意味もある改まった語。,"However, the route needs more time.",しかし、そのルートにはもっと時間が必要だ。
a1-part6-0018,value,価値,大切さや金額。価値・値・評価する動詞にもなる。 ,"The value of the painting rose.",その絵画の価値が上がった。
a1-part6-0019,power,能力,物事を動かす力。権力・電力・能力にも使う。 ,"The power failed during the storm.",嵐の間、電力が失われた。
a1-part6-0020,while,時間,「時間」を表す語。物事・考え・状態を表す基本名詞。 ,"She hummed while she cooked.",彼女は料理をしながら鼻歌を歌った。
a1-part6-0021,member,一員,「一員」を表す語。物事・考え・状態を表す基本名詞。 ,"Every member voted on the new rule.",すべてのメンバーが新しい規則について投票した。
