id,english,japanese,detail,sample,sample-jpn
c2-part1-0001,prone,～しがちな、うつ伏せの,「ある方向に倒れやすい」を表す語。傾向・うつ伏せの二義。「しがちな」の意味もある。 ,"This area is prone to flooding.",この地域は洪水が起きやすい。
c2-part1-0002,paramount,最高の,何よりも最高の様子。最重要の・至上のイメージ。,"Safety is paramount in this job.",この仕事では安全が最優先だ。
c2-part1-0003,conduit,導管,水や電線を通す導管。伝える手段の比喩にも使う。,"The pipe served as a conduit for water.",そのパイプは水の導管として機能した。
c2-part1-0004,denounce,～を非難する,公然と非難するイメージ。糾弾する・告発する意味で使う。,"The mayor decided to denounce the violent attack.",市長はその暴力的な攻撃を非難することにした。
c2-part1-0005,proximal,近位の,中心に近い近位の様子。体の付け根寄りを指す。,"The proximal end is closer to the body.",近位端は体に近い方の端だ。
c2-part1-0006,meteorological,気象学の,天気を扱う気象学の様子。気象のイメージ。,"Meteorological data helped predict the storm.",気象データが嵐の予測に役立った。
c2-part1-0007,hoist,～を揚げる,綱などで高く揚げるイメージ。巻き上げる意味で使う。,"They will hoist the flag at sunrise.",彼らは日の出に旗を掲揚する予定だ。
c2-part1-0008,brood,ひな一腹、くよくよ考える,「卵を抱く」を表す語。ひな一腹から、考え込む意味へ広がる。「くよくよ考える」の意味もある。 ,"A hen protects her brood of chicks.",雌鶏は雛の群れを守る。
c2-part1-0009,adhesion,粘着,ぴったりくっつく粘着。密着・固執を指す。,"Strong adhesion kept the label on the bottle.",強い接着力がラベルをボトルに保った。
c2-part1-0010,allude,ほのめかす,それとなくほのめかすイメージ。遠回しに触れる意味で使う。,"The poem seems to allude to an old myth.",その詩は古い神話をほのめかしているようだ。
c2-part1-0011,condensation,凝縮,気体が液になる凝縮。結露や、要約を指す。,"Condensation formed on the window.",窓に結露が生じた。
c2-part1-0012,topography,地形学,土地の起伏を扱う地形学。地勢・地形を指す。,"The map shows the topography of the island.",その地図は島の地形を示している。
c2-part1-0013,corpse,死体,命を失った死体・死骸。なきがらを指す。,"The detective found a corpse in the abandoned house.",探偵は廃屋で死体を発見した。
c2-part1-0014,intermediary,仲介者、中間の,間を取り持つ仲介者。中間の・媒介のの意味にも使う。,"The intermediary helped both sides agree.",仲介者が両者の合意を助けた。
c2-part1-0015,scroll,巻物、スクロールする,文字を記した巻物。パソコン等の画面を上下左右に動かす動詞にも使う語。,"Scroll down to read the next page.",次のページを読むために下にスクロールしよう。
c2-part1-0016,hamper,～を妨げる,「動きを妨げる」を表す語。進行・活動・自由を邪魔する語。 ,"Heavy traffic can hamper emergency services.",交通渋滞は緊急サービスの妨げになることがある。
c2-part1-0017,conjecture,推測すること,手がかりから推測すること。当て推量・憶測を指す。,"His idea was only conjecture, not proof.",彼のアイデアは証拠ではなく推測に過ぎなかった。
c2-part1-0018,recourse,頼る手段,「困った時の頼み先」を表す語。法的・実務的な手段に使う。 ,"We had no recourse but to call a lawyer.",弁護士に電話する以外に方法がなかった。
c2-part1-0019,informant,情報提供者,情報を提供する情報提供者。密告者を指すこともある。,"The informant gave police useful information.",情報提供者は警察に有益な情報を提供した。
c2-part1-0020,artifact,人工物,人が作った人工物。遺物・加工品を指す。,"The museum displayed an ancient artifact.",博物館に古代の遺物が展示されていた。
c2-part1-0021,grievance,不満、苦情,「不満」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「苦情」の意味もある。 ,"Workers filed a grievance about overtime pay.",労働者たちは残業代について苦情を申し立てた。
c2-part1-0022,concurrence,一致,意見や事柄の一致。同意・同時発生を指す。,"The board approved the plan with full concurrence.",取締役会は全会一致で計画を承認した。
c2-part1-0023,ordain,～を聖職に任命する,聖職に任命するイメージ。定める・運命づける意味にも使う。,"The bishop will ordain the new priest.",司教は新しい司祭を任命する予定だ。
c2-part1-0024,assimilation,同化,取り込んで同じにする同化。消化吸収を指す。,"Language learning can help with cultural assimilation.",語学学習は文化的な同化に役立つことがある。
c2-part1-0025,fluctuate,変動する,「上下に揺れ動く」を表す語。価格・気温・感情などに使う。 ,"Prices can fluctuate from day to day.",価格は日々変動することがある。
c2-part1-0026,allusion,ほのめかし,それとなく触れるほのめかし。言及・引喩を指す。,"The poem contains an allusion to Greek myth.",その詩にはギリシャ神話への言及が含まれている。
c2-part1-0027,distillation,蒸留,蒸留して精製すること。抽出したエキスを指す。,"Distillation separates alcohol from water.",蒸留によってアルコールと水が分離される。
