id,english,japanese,detail,sample,sample-jpn
c1-part4-0001,hibernate,冬眠する,「冬眠する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Bears hibernate in winter.",クマは冬に冬眠する。
c1-part4-0002,ego,自我,「自我」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"His ego was hurt by the criticism.",批判によって彼のプライドは傷ついた。
c1-part4-0003,scornfully,軽べつして,「軽べつして」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"He looked scornfully at the broken toy.",彼は壊れたおもちゃを軽蔑した目で見た。
c1-part4-0004,parasite,寄生生物；依存する人,「寄生生物」を表す語という具体的対象。人・物・場所などを直接指す語。「依存する人」の意味もある。 ,"A parasite lives on or inside a host.",寄生虫は宿主の体の上または中で生活する。
c1-part4-0005,scathing,痛烈な,「痛烈な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The critic wrote a scathing review.",その評論家は痛烈なレビューを書いた。
c1-part4-0006,voracious,貪欲な；大食いの,「貪欲な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「大食いの」の意味もある。 ,"He is a voracious reader.",彼は読書が大好きだ。
c1-part4-0007,tycoon,大物実業家,「大物実業家」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The oil tycoon bought another company.",その石油王はまた別の会社を買収した。
c1-part4-0008,pinnacle,頂点；小尖塔,「頂点」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「小尖塔」の意味もある。 ,"Winning the prize was the pinnacle of her career.",賞を獲得することは彼女のキャリアの頂点だった。
c1-part4-0009,impersonate,～ のまねをする,「まねをする」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"He can impersonate famous actors.",彼は有名な俳優のものまねができる。
c1-part4-0010,quirk,変な癖,「変な癖」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"His habit of tapping the desk is a small quirk.",机を叩くクセは彼の小さな癖だ。
c1-part4-0011,darkroom,暗室,「暗室」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"He developed the photos in a darkroom.",彼は暗室で写真を現像した。
c1-part4-0012,jersey,ジャージー,「ジャージー」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"He wore a red jersey.",彼は赤いジャージを着ていた。
c1-part4-0013,shambles,めちゃくちゃな状態,「めちゃくちゃに崩れた状態」を表す語。場所・計画に使う。 ,"The kitchen was in shambles after the party.",パーティーの後、台所はめちゃくちゃだった。
c1-part4-0014,telltale,隠しきれない；告げ口する,隠された事実を明かしてしまうイメージ。秘密をばらす証拠となるものを指す。,"The red stain was a telltale sign of rust.",赤い染みはさびの明らかな証拠だった。
c1-part4-0015,blockbuster,大ヒット作品,「大きな衝撃を与えるもの」を表す語。今は大ヒット作品が主。 ,"The movie became a summer blockbuster.",その映画は夏のヒット作となった。
