id,english,japanese,detail,sample,sample-jpn
c1-part2-0001,persecution,迫害,「迫害」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The debate revealed persecution after the vote.",c1-part2-0001_例文の日本語訳
c1-part2-0002,remedial,補習の；改善の,「補習の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「改善の」の意味もある。 ,"The coach praised a remedial effort.",c1-part2-0002_例文の日本語訳
c1-part2-0003,invoice,請求書；送り状,「請求書」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「送り状」の意味もある。 ,"The artist captured the invoice in the sketch.",c1-part2-0003_例文の日本語訳
c1-part2-0004,plausible,もっともらしい,「一見もっともらしい」を表す語。真実とは限らない点に注意。 ,"The teacher chose a plausible example.",c1-part2-0004_例文の日本語訳
c1-part2-0005,salvage,救出・回収；引き揚げ,「失われそうな物を救い出す」を表す語。船・資源・状況に使う。意味は「救出・回収」・「引き揚げ」などに分かれる。 ,"The driver checked the salvage before departure.",c1-part2-0005_例文の日本語訳
c1-part2-0006,envisage,～を心に描く,「心に描く」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to envisage it during practice.",c1-part2-0006_例文の日本語訳
c1-part2-0007,irony,皮肉,「皮肉」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The irony of the situation made us laugh.",c1-part2-0007_例文の日本語訳
c1-part2-0008,forfeit,没収されるもの；～を失う,「罰として失う」を表す語。権利・試合・保証金などで使う。「没収されるもの」の意味もある。 ,"Workers need to forfeit the contract safely.",c1-part2-0008_例文の日本語訳
c1-part2-0009,psychiatrist,精神科医,「精神科医」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The nurse recorded the psychiatrist on the chart.",c1-part2-0009_例文の日本語訳
c1-part2-0010,intuition,直観,「直観」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected intuition with daily life.",c1-part2-0010_例文の日本語訳
c1-part2-0011,adversary,敵,「敵」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The report noted an adversary pattern.",c1-part2-0011_例文の日本語訳
c1-part2-0012,alleviate,～を軽減する,「軽減する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to alleviate it.",c1-part2-0012_例文の日本語訳
c1-part2-0013,profess,～を公言する；装う,「公言する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「装う」の意味もある。 ,"They decided to profess it before noon.",c1-part2-0013_例文の日本語訳
c1-part2-0014,traumatic,外傷性の,「外傷性の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a traumatic example.",c1-part2-0014_例文の日本語訳
c1-part2-0015,heighten,～を高くする,「高くする」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please heighten it after checking the instructions.",c1-part2-0015_例文の日本語訳
c1-part2-0016,vitality,生気,「生気」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The article linked vitality to climate change.",c1-part2-0016_例文の日本語訳
c1-part2-0017,adjustable,調節できる,「調節できる」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised an adjustable effort.",c1-part2-0017_例文の日本語訳
c1-part2-0018,speculate,推測する,「推測する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to speculate it before noon.",c1-part2-0018_例文の日本語訳
c1-part2-0019,resent,～に腹を立てる,「腹を立てる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The training video shows how to resent it safely.",c1-part2-0019_例文の日本語訳
c1-part2-0020,incision,切り込むこと,「切り込むこと」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected incision with daily life.",c1-part2-0020_例文の日本語訳
c1-part2-0021,apprenticeship,徒弟の身分,「徒弟の身分」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The debate revealed apprenticeship after the vote.",c1-part2-0021_例文の日本語訳
c1-part2-0022,deprivation,はく奪,「はく奪」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The study measured deprivation across three groups.",c1-part2-0022_例文の日本語訳
c1-part2-0023,drawback,障害,「障害」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The photograph showed the drawback in soft light.",c1-part2-0023_例文の日本語訳
c1-part2-0024,negligent,怠慢な,「怠慢な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a negligent example.",c1-part2-0024_例文の日本語訳
c1-part2-0025,climax,最高潮,「最高潮」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The manual listed the climax under tools.",c1-part2-0025_例文の日本語訳
c1-part2-0026,plaque,銘板；歯垢,「銘板」を表す語という具体的対象。人・物・場所などを直接指す語。「歯垢」の意味もある。 ,"A plaque marked the building.",c1-part2-0026_例文の日本語訳
c1-part2-0027,impede,～を妨げる,「妨げる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to impede it.",c1-part2-0027_例文の日本語訳
c1-part2-0028,benign,良性の；穏やかな,「良性の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「穏やかな」の意味もある。 ,"The guide suggested a benign method.",c1-part2-0028_例文の日本語訳
c1-part2-0029,bureaucratic,官僚の,「官僚の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The team chose a bureaucratic route.",c1-part2-0029_例文の日本語訳
c1-part2-0030,indefinitely,漠然と,「漠然と」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The team worked indefinitely through the night.",c1-part2-0030_例文の日本語訳
c1-part2-0031,reassure,～を安心させる,「安心させる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to reassure it during practice.",c1-part2-0031_例文の日本語訳
