id,english,japanese,detail,sample,sample-jpn
a2-part6-0001,weapon,武器,攻撃や防御の武器・兵器。手段の比喩にも使う。,"The knife was used as a weapon.",ナイフが武器として使われた。
a2-part6-0002,setting,設定、環境,物語や場面の背景・舞台。設定・据え付けを指す。,"The story has a rural setting.",その物語は田舎を舞台にしている。
a2-part6-0003,witness,目撃者、目撃する,出来事を見た目撃者・証人。目撃する・証言する動詞にも。,"The witness described the accident to police.",目撃者が警察に事故の状況を説明した。
a2-part6-0004,vessel,船、容器,大きな船。液体を入れる容器や、血管を指す。,"The vessel sailed across the ocean.",その船は海を渡った。
a2-part6-0005,wing,翼,鳥や機体の翼・羽。建物の翼(棟)や、政党の派を指す。,"The bird spread its wing.",鳥が翼を広げた。
a2-part6-0006,hang,～を掛ける,つるして掛けるイメージ。垂れ下がる・絞首刑にする意味にも。,"Hang your coat by the door.",コートをドアのそばにかけてください。
a2-part6-0007,conservation,保護、保全,動作・性質を名詞化した語。「保護」という概念や結果を表す。 ,"Conservation protects forests and rivers.",自然保護は森と川を守る。
a2-part6-0008,calculation,計算、見積もり,動作・性質を名詞化した語。「計算」という概念や結果を表す。 ,"Check the calculation before submitting the answer.",答えを提出する前に計算を確認してください。
a2-part6-0009,symptom,徴候,病気を示す徴候・症状。前兆・しるしの意味にも使う。,"Fever is a common symptom.",発熱は一般的な症状だ。
a2-part6-0010,democratic,民主主義の,民主主義の様子。平等で開かれたイメージ。,"They held a democratic election.",彼らは民主的な選挙を行った。
a2-part6-0011,valuable,価値のある,価値が高い感覚。物・情報・経験の重要さに使う。 ,"This ring is very valuable.",この指輪はとても価値がある。
a2-part6-0012,scope,範囲,見渡せる・扱える範囲。視野・余地を指す。,"The scope of the project is large.",プロジェクトの範囲は大きい。
a2-part6-0013,capable,能力がある,能力があり実行できる感覚。be capable ofでよく使う。 ,"She is a capable assistant.",彼女は有能なアシスタントだ。
a2-part6-0014,lift,～を持ち上げる,ぐいと持ち上げるイメージ。高める・盗む・昇降機を指す。,"Bend your knees when you lift a heavy box.",重い箱を持ち上げるときは膝を曲げてください。
a2-part6-0015,equally,平等に,「平等に・等しく」を表す副詞。同じ程度であることを示す。,"The prize was shared equally.",賞は均等に分けられた。
