id,english,japanese,detail,sample,sample-jpn
b2-part4-0001,bidding,入札,競り合う入札。命令や、トランプの競りを指す。,"A bidding war raised the price of the house.",入札競争で家の価格が上がった。
b2-part4-0002,conveniently,都合よく,「都合よく・便利に」を表す副詞。好都合な様子を示す。,"The hotel is conveniently located near the station.",そのホテルは駅の近くで便利な場所にある。
b2-part4-0003,despise,～を軽蔑する,ひどく見下し軽蔑するイメージ。さげすむ意味で使う。,"She would never despise honest work.",彼女は誠実な仕事を決して軽蔑しないだろう。
b2-part4-0004,mentor,指導者,助言し導く指導者・恩師。良き相談相手を指す。,"A mentor gave me career advice.",メンターがキャリアについてアドバイスをくれた。
b2-part4-0005,converse,会話する・逆の,言葉をやり取りする会話。逆の・反対のという形容詞にも使う。,"The converse of that statement is not true.",その命題の逆は真実ではない。
b2-part4-0006,alcoholism,アルコール依存症,酒に依存するアルコール依存症。アル中を指す。,"Alcoholism can harm a family.",アルコール依存症は家族を傷つけることがある。
b2-part4-0007,squad,分隊・チーム,小人数の分隊・チーム。班・部隊を指す。,"A rescue squad arrived quickly.",救助隊がすぐに到着した。
b2-part4-0008,immerse,～を浸す,すっぽり浸すイメージ。没頭させる・夢中にさせる意味にも使う。,"Immerse the noodles in boiling water.",麺を沸騰したお湯に入れてください。
b2-part4-0009,hover,浮かぶ・うろつく,空中に浮かぶイメージ。うろつく・ためらう意味にも使う。,"The helicopter began to hover above the field.",ヘリコプターはフィールドの上で空中停止し始めた。
b2-part4-0010,scramble,～を急いでかき集める・よじ登る,急いでかき集めるイメージ。よじ登る・卵をいる意味にも使う。,"The hikers had to scramble over the rocks.",ハイカーたちは岩をよじ登らなければならなかった。
b2-part4-0011,petty,取るに足らない,取るに足らない様子。ささいな・けちなの意味にも使う。,"They argued over a petty problem.",彼らはくだらない問題で口論した。
b2-part4-0012,peg,釘・留め具,留める釘・くい。留め具や、固定するという動詞にも使う。,"Hang your coat on the peg.",コートをフックにかけてください。
