id,english,japanese,detail,sample,sample-jpn
b1-part3-0001,grouping,グループに分けること,ばらばらのものを共通点でまとめるイメージ。分類に使う。 ,"The grouping of students changed each week.",生徒のグループ分けは毎週変わった。
b1-part3-0002,ambitious,野心的な、大がかりな,「野心的な」を表す語。人・物の性質・状態を表す形容詞。 ,"She has an ambitious plan.",彼女は野心的な計画を持っている。
b1-part3-0003,drown,溺れる、～を溺れさせる,「溺れる」を表す語。動きや変化を表し、比喩にも広がる。 ,"Do not swim alone or you may drown.",一人で泳がないでください、溺れるかもしれない。
b1-part3-0004,disappointment,失望,「失望」を表す語。行為・過程・結果を名詞で表す。 ,"Her face showed deep disappointment.",彼女の顔には深い失望が表れていた。
b1-part3-0005,fasten,～ をしっかり留める,「しっかり留める」を表す語。動きや変化を表し、比喩にも広がる。 ,"Fasten your seat belt before takeoff.",離陸前にシートベルトを締めてください。
b1-part3-0006,turning,曲がり角、転換,「曲がり角」を表す語。人・物の性質・状態を表す形容詞。 ,"The accident was a turning point in his life.",その事故は彼の人生の転換点だった。
b1-part3-0007,misery,悲惨さ、不幸,「悲惨さ」を表す語。状態やまとまりを名詞で表す。 ,"Her voice carried a hint of misery.",彼女の声には悲しみの気配があった。
b1-part3-0008,disappoint,～ を失望させる,「失望させる」を表す語。動きや変化を表し、比喩にも広がる。 ,"I do not want to disappoint my parents.",両親を失望させたくない。
b1-part3-0009,damp,湿った,「湿った」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The towel was still damp.",タオルはまだ湿っていた。
b1-part3-0010,filling,詰め物、中身,「詰め物」を表す語。人・物の性質・状態を表す形容詞。 ,"The pie has an apple filling.",パイにはリンゴのフィリングが入っている。
b1-part3-0011,meditation,瞑想、熟考,「瞑想」を表す語。行為・過程・結果を名詞で表す。 ,"Meditation helps calm the mind.",瞑想は心を落ち着かせるのに役立つ。
b1-part3-0012,athletic,運動の、運動能力のある,「運動の」を表す語。人・物の性質・状態を表す形容詞。 ,"He has an athletic build.",彼は運動選手のような体格をしている。
